capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
9105,8.0,1.0,,,,,,,,,,
1825.0,1.0,1.0,1101.25,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1538
-1471.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7752.0,26.0,2.0,,,,,,,,,,
2603.0,3.0,2.0,,,,,,,,,,
10494,4.0,3.0,1137.1399999999999,0.97,0.98,0.97,0.01,2.0,2.0,2.0,0.0,0.1698
3195.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8081,4.0,4.0,,,,,,,,,,
-1653.0,-3.0,0.0,1097.55,0.93,0.94,0.94,0.01,1.0,1.0,1.0,0.0,0.1165
2281.0,5.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
8711,8.0,9.0,,,,,,,,,,
3586.0,8.0,1.0,,,,,,,,,,
2760.0,0.0,0.0,1119.25,0.98,0.99,0.98,0.01,1.0,1.0,1.0,0.0,0.083
-930.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
6034.0,9.0,4.0,,,,,,,,,,
3787.0,5.0,1.0,,,,,,,,,,
169.0,2.0,0.0,1125.8,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1301
8776,4.0,1.0,,,,,,,,,,
2932.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9604,12.0,4.0,,,,,,,,,,
3005.0,3.0,1.0,,,,,,,,,,
2871.0,5.0,1.0,1110.41,0.98,0.98,0.98,0.0,1.0,1.0,1.0,0.0,0.1583
0.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,3.0,0.0,,,,,,,,,,
10587,0.0,0.0,1113.12,0.98,0.98,0.98,0.0,1.0,1.0,1.0,0.0,0.0155
331.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8361,3.0,1.0,,,,,,,,,,
2851.0,0.0,0.0,1104.66,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0897
2753.0,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
4240.0,5.0,0.0,,,,,,,,,,
9381,3.0,1.0,1102.08,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1575
1743.0,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
7385.0,24,4.0,,,,,,,,,,
798.0,9.0,4.0,,,,,,,,,,
6023.0,0.0,2.0,1107.22,0.79,0.71,0.75,0.08,1.0,1.0,1.0,0.0,0.2005
2723.0,8.0,1.0,,,,,,,,,,
5405.0,8.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
8627,7.0,1.0,,,,,,,,,,
3982.0,3.0,1.0,,,,,,,,,,
3065.0,0.0,2.0,1124.89,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1693
1286.0,0.0,0.0,,,,,,,,,,
896.0,2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8079,5.0,3.0,,,,,,,,,,
4712.0,5.0,2.0,,,,,,,,,,
-695.0,5.0,0.0,1123.71,0.93,0.94,0.94,0.01,1.0,1.0,1.0,0.0,0.1498
2565.0,0.0,5.0,,,,,,,,,,
4298.0,5.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
9056,6.0,1.0,,,,,,,,,,
5960.0,0.0,0.0,,,,,,,,,,
2563.0,3.0,1.0,1105.82,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1752
5554.0,5.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2831.0,13.0,3.0,,,,,,,,,,
9661,0.0,2.0,,,,,,,,,,
3430.0,0.0,1.0,1105.31,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.199
5702.0,0.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
2893.0,3.0,1.0,,,,,,,,,,
8010,6.0,0.0,1102.76,0.93,0.93,0.93,0.0,1.0,1.0,1.0,0.0,0.0911
4364.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
1407.0,6.0,0.0,,,,,,,,,,
8165,3.0,3.0,,,,,,,,,,
2879.0,4.0,2.0,1115.86,0.93,0.93,0.93,0.0,1.0,1.0,1.0,0.0,0.1059
0.0,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5328.0,10.0,5.0,,,,,,,,,,
2620.0,13.0,3.0,,,,,,,,,,
5439.0,2.0,3.0,1120.85,0.91,0.89,0.9,0.02,1.0,1.0,1.0,0.0,0.153
7961,2.0,1.0,,,,,,,,,,
2770.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2845.0,0.0,1.0,,,,,,,,,,
2145.0,3.0,0.0,,,,,,,,,,
10534,1.0,3.0,1125.18,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1534
2957.0,5.0,1.0,,,,,,,,,,
2908.0,2.0,4.0,,,,,,,,,,
,,,,,,,,,,,,
5291.0,5.0,0.0,,,,,,,,,,
8178,0.0,2.0,,,,,,,,,,
2635.0,2.0,0.0,1144.25,0.92,0.92,0.92,0.0,2.0,2.0,2.0,0.0,0.127
7328.0,13.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8174,11.0,2.0,,,,,,,,,,
808.0,4.0,3.0,,,,,,,,,,
2159.0,1.0,1.0,1103.52,0.94,0.94,0.94,0.0,1.0,1.0,1.0,0.0,0.1992
106.0,1.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2708.0,0.0,1.0,,,,,,,,,,
0.0,5.0,0.0,,,,,,,,,,
2327.0,8.0,4.0,1125.56,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1238
8269,3.0,1.0,,,,,,,,,,
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
17904.0,32.0,8.0,,,,,,,,,,
9671.0,8.0,7.0,,,,,,,,,,
6904.0,9.0,6.0,1216.72,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.1656
9830,5.0,3.0,,,,,,,,,,
7445.0,7.0,14.0,,,,,,,,,,
,,,,,,,,,,,,
9962,16.0,3.0,,,,,,,,,,
12889.0,6.0,3.0,,,,,,,,,,
3782.0,2.0,2.0,1137.26,0.98,0.99,0.98,0.01,2.0,2.0,2.0,0.0,0.2043
450.0,3.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
7992,16.0,0.0,,,,,,,,,,
2112.0,5.0,2.0,1096.24,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1633
2871.0,4.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8186,12.0,1.0,,,,,,,,,,
2098.0,3.0,2.0,,,,,,,,,,
3958.0,0.0,0.0,1126.42,0.94,0.95,0.94,0.01,1.0,1.0,1.0,0.0,0.0956
388.0,0.0,0.0,,,,,,,,,,
2863.0,-2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
3100.0,14.0,1.0,,,,,,,,,,
8254,3.0,1.0,,,,,,,,,,
2880.0,0.0,0.0,1107.14,0.93,0.93,0.93,0.0,1.0,1.0,1.0,0.0,0.1266
3160.0,-2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8098,9.0,5.0,,,,,,,,,,
5086.0,5.0,1.0,,,,,,,,,,
2743.0,6.0,1.0,1113.42,0.94,0.95,0.94,0.01,1.0,1.0,1.0,0.0,0.1556
3528.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8551,8.0,1.0,,,,,,,,,,
5543.0,3.0,0.0,,,,,,,,,,
1851.0,2.0,2.0,1126.25,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1321
2593.0,3.0,0.0,,,,,,,,,,
2728.0,1.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
2746.0,0.0,2.0,,,,,,,,,,
7782,0.0,1.0,,,,,,,,,,
-1432.0,0.0,0.0,1105.37,0.89,0.88,0.89,0.01,1.0,1.0,1.0,0.0,0.0999
747.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8034,0.0,0.0,,,,,,,,,,
0.0,-1.0,0.0,1106.6,0.94,0.95,0.94,0.01,1.0,1.0,1.0,0.0,0.0124
2078.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8176,14.0,1.0,,,,,,,,,,
0.0,3.0,0.0,,,,,,,,,,
3830.0,2.0,1.0,1112.98,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1753
4174.0,-2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8471,6.0,1.0,,,,,,,,,,
2905.0,3.0,2.0,1097.92,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1495
5429.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2945.0,6.0,2.0,,,,,,,,,,
6680.0,0.0,1.0,,,,,,,,,,
7764,0.0,1.0,1119.89,0.89,0.88,0.89,0.01,1.0,1.0,1.0,0.0,0.1712
2569.0,4.0,1.0,,,,,,,,,,
2810.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8748,0.0,1.0,,,,,,,,,,
2783.0,0.0,0.0,1091.91,0.96,0.96,0.96,0.0,1.0,1.0,1.0,0.0,0.1152
,,,,,,,,,,,,
5809.0,0.0,0.0,,,,,,,,,,
2928.0,0.0,0.0,,,,,,,,,,
9798,0.0,0.0,1123.08,0.98,0.98,0.98,0.0,1.0,1.0,1.0,0.0,0.0163
0.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7064.0,5.0,8.0,,,,,,,,,,
5894.0,0.0,0.0,,,,,,,,,,
7601.0,6,1.0,1099.01,0.83,0.78,0.8,0.05,1.0,1.0,1.0,0.0,0.0906
0.0,4.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7790,9.0,0.0,,,,,,,,,,
2039.0,6.0,1.0,,,,,,,,,,
4709.0,0.0,1.0,1108.74,0.94,0.94,0.94,0.0,1.0,1.0,1.0,0.0,0.1233
2923.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8066,13.0,2.0,,,,,,,,,,
6035.0,0.0,0.0,,,,,,,,,,
5727.0,4.0,1.0,1107.55,0.95,0.95,0.95,0.0,1.0,1.0,1.0,0.0,0.1241
2155.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
6347.0,31.0,7.0,,,,,,,,,,
9872,8.0,4.0,,,,,,,,,,
6021.0,8.0,2.0,1123.74,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1823
2666.0,3.0,4.0,,,,,,,,,,
83.0,0.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
3998.0,9.0,3.0,,,,,,,,,,
8255,13.0,1.0,,,,,,,,,,
-1661.0,6.0,0.0,1126.88,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.0973
1110.0,0.0,0.0,,,,,,,,,,
2008.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
10082,14.0,3.0,,,,,,,,,,
6372.0,2.0,5.0,,,,,,,,,,
4273.0,7.0,6.0,1126.51,0.98,0.98,0.98,0.0,1.0,1.0,1.0,0.0,0.1478
1313.0,11.0,1.0,,,,,,,,,,
2654.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
3823.0,3.0,3.0,,,,,,,,,,
9020,4.0,1.0,,,,,,,,,,
4955.0,2.0,4.0,1124.94,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1472
2226.0,1.0,3.0,,,,,,,,,,
2333.0,4.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8449,0.0,2.0,,,,,,,,,,
5792.0,5.0,1.0,,,,,,,,,,
2563.0,0.0,0.0,1109.03,0.96,0.96,0.96,0.0,1.0,1.0,1.0,0.0,0.1137
2902.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8118,6.0,2.0,,,,,,,,,,
1987.0,0.0,0.0,,,,,,,,,,
4119.0,0.0,0.0,1110.38,0.93,0.94,0.94,0.01,1.0,1.0,1.0,0.0,0.0628
0.0,4.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
21293.0,19.0,6.0,,,,,,,,,,
11143.0,9.0,4.0,,,,,,,,,,
6176.0,3.0,1.0,1185.25,0.99,1.0,0.99,0.01,3.0,3.0,3.0,0.0,0.174
7347.0,6,2.0,,,,,,,,,,
5308.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7782,3.0,6.0,,,,,,,,,,
2369.0,9.0,2.0,,,,,,,,,,
2753.0,3.0,0.0,1107.85,0.91,0.9,0.91,0.01,1.0,1.0,1.0,0.0,0.0898
2949.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8349,20.0,6.0,,,,,,,,,,
4801.0,5.0,4.0,,,,,,,,,,
1455.0,9.0,4.0,1124.88,0.99,1.0,0.99,0.01,1.0,1.0,1.0,0.0,0.1814
2869.0,5.0,1.0,,,,,,,,,,
2945.0,2.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
4499.0,14.0,2.0,,,,,,,,,,
4616.0,5.0,1.0,,,,,,,,,,
7762,11.0,2.0,1123.01,0.92,0.91,0.92,0.01,1.0,1.0,1.0,0.0,0.1418
0.0,3.0,0.0,,,,,,,,,,
2687.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5850.0,17.0,4.0,,,,,,,,,,
7980,3.0,0.0,,,,,,,,,,
2455.0,2.0,0.0,1125.82,0.93,0.92,0.93,0.01,1.0,1.0,1.0,0.0,0.0967
6275.0,0.0,1.0,,,,,,,,,,
1538.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7533.0,13.0,3.0,,,,,,,,,,
2909.0,3.0,0.0,,,,,,,,,,
7413.0,3,0.0,1134.04,0.83,0.76,0.79,0.07,2.0,2.0,2.0,0.0,0.1182
2674.0,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5661.0,9.0,2.0,,,,,,,,,,
8347,0.0,1.0,1101.88,0.96,0.96,0.96,0.0,1.0,1.0,1.0,0.0,0.1464
-1343.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8767,0.0,0.0,1092.44,0.98,0.98,0.98,0.0,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,,,,,
8017,3.0,2.0,,,,,,,,,,
5869.0,5.0,1.0,1095.21,0.91,0.9,0.91,0.01,1.0,1.0,1.0,0.0,0.2188
5678.0,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
4478.0,10.0,2.0,,,,,,,,,,
2909.0,5.0,2.0,1102.68,0.98,0.98,0.98,0.0,1.0,1.0,1.0,0.0,0.1477
8312,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8645,11.0,3.0,,,,,,,,,,
2308.0,3.0,0.0,1096.99,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1514
2971.0,6.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2997.0,0.0,1.0,,,,,,,,,,
1400.0,3.0,0.0,1106.43,0.93,0.92,0.93,0.01,1.0,1.0,1.0,0.0,0.0844
7839,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
4603.0,14.0,2.0,,,,,,,,,,
8484,1.0,2.0,,,,,,,,,,
2683.0,1.0,2.0,1126.08,0.96,0.96,0.96,0.0,1.0,1.0,1.0,0.0,0.1343
5143.0,6.0,0.0,,,,,,,,,,
2265.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7277.0,8.0,2.0,,,,,,,,,,
2918.0,3.0,0.0,1139.22,0.98,0.98,0.98,0.0,2.0,2.0,2.0,0.0,0.0936
8880,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7636.0,5,2.0,,,,,,,,,,
4918.0,0.0,1.0,,,,,,,,,,
2679.0,0.0,3.0,1115.96,0.82,0.78,0.8,0.04,1.0,1.0,1.0,0.0,0.1207
2704.0,0.0,0.0,,,,,,,,,,
0.0,5.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8787,7.0,4.0,,,,,,,,,,
5661.0,6.0,3.0,,,,,,,,,,
2848.0,0.0,1.0,1107.68,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1462
