FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
1.9195,1.7287,10.2727,,,,,,,,,,
1.6611,3.3701,5.0258,1260.46,0.76,0.76,0.76,0.0,2.0,2.0,2.0,0.0,0.1554
1.408,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.2929,1.8295,5.066,,,,,,,,,,
1.1532,2.1546,7.7626,,,,,,,,,,
2.5932,3.9235,0.8942,1208.92,0.77,0.83,0.8,0.06,1.0,1.0,1.0,0.0,0.1508
1.9442,0.2905,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.5394,1.611,7.7396,,,,,,,,,,
2.0196,2.3188,6.1032,,,,,,,,,,
3.1884,2.0297,7.0071,1298.7,0.78,0.72,0.75,0.06,3.0,3.0,3.0,0.0,0.203
3.3706,2.5982,1.6585,,,,,,,,,,
,,,,,,,,,,,,
0.208,1.0909,5.204,,,,,,,,,,
0.8671,2.882,6.8256,,,,,,,,,,
3.4015,2.8627,5.2442,1207.3,0.74,0.79,0.77,0.05,1.0,1.0,1.0,0.0,0.147
0.8492,0.2728,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.2108,0.5897,6.7462,,,,,,,,,,
2.3247,1.7795,8.5698,,,,,,,,,,
3.7786,2.9219,6.0977,1261.4,0.8,0.86,0.83,0.06,2.0,2.0,2.0,0.0,0.156
0.2876,0.2945,0.0,,,,,,,,,,
,,,,,,,,,,,,
1.3673,2.2537,4.2662,,,,,,,,,,
3.1486,1.6943,5.9704,,,,,,,,,,
3.7964,2.3039,4.4562,1254.3899999999999,0.73,0.78,0.76,0.05,2.0,2.0,2.0,0.0,0.1661
0.8659,0.2901,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.1861,3.5786,2.5109,,,,,,,,,,
2.349,3.2262,5.8615,,,,,,,,,,
2.3187,3.373,7.752,1252.6399999999999,0.73,0.78,0.76,0.05,2.0,2.0,2.0,0.0,0.1836
0.8085,1.7538,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.1185,2.0576,5.8735,,,,,,,,,,
3.1511,2.9272,6.9318,,,,,,,,,,
3.2292,2.3542,3.5622,1253.6399999999999,0.73,0.78,0.76,0.05,2.0,2.0,2.0,0.0,0.1736
1.6906,0.5944,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.6524,1.9519,5.1876,,,,,,,,,,
1.6714,2.0243,1.7851,,,,,,,,,,
3.8426,2.3447,5.2758,1202.3600000000001,0.72,0.78,0.75,0.06,1.0,1.0,1.0,0.0,0.1664
2.0314,2.0584,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,2.0888,7.5482,,,,,,,,,,
2.0294,2.3198,9.8694,,,,,,,,,,
2.8976,1.7239,6.5424,1250.16,0.79,0.71,0.75,0.08,2.0,2.0,2.0,0.0,0.1684
1.1719,0.5922,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.5694,3.3163,5.1361,,,,,,,,,,
0.7721,1.9985,7.5615,,,,,,,,,,
2.8062,2.8581,3.8198,1206.4,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.166
2.255,0.5384,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.1785,2.3292,6.9257,,,,,,,,,,
1.0764,1.9949,6.1669,,,,,,,,,,
2.842,2.9095,8.4763,1207.68,0.76,0.75,0.76,0.01,1.0,1.0,1.0,0.0,0.1732
1.1588,1.1079,1.7259,,,,,,,,,,
,,,,,,,,,,,,
0.3945,2.4639,3.2543,,,,,,,,,,
2.0128,2.3521,5.7562,,,,,,,,,,
3.4456,3.406,4.0776,1260.91,0.79,0.83,0.81,0.04,2.0,2.0,2.0,0.0,0.1609
0.4386,1.1623,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.2984,1.274,3.7332,,,,,,,,,,
1.3686,3.7323,8.4108,,,,,,,,,,
2.2158,2.1835,5.7542,1255.58,0.73,0.78,0.76,0.05,2.0,2.0,2.0,0.0,0.1542
1.4375,0.5907,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.5359,3.3354,4.3998,,,,,,,,,,
1.1214,2.4541,5.8237,,,,,,,,,,
1.7145,2.6017,9.5671,1206.72,0.78,0.75,0.77,0.03,1.0,1.0,1.0,0.0,0.1728
2.6004,0.2321,0.8731,,,,,,,,,,
,,,,,,,,,,,,
0.2317,2.0903,6.5452,,,,,,,,,,
1.1561,2.6075,5.9725,,,,,,,,,,
2.3071,3.1843,9.4798,1204.8899999999999,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1811
1.4683,1.7677,0.8703,,,,,,,,,,
,,,,,,,,,,,,
0.402,1.4269,6.7023,,,,,,,,,,
2.954,1.3647,7.609,,,,,,,,,,
1.4376,3.3983,5.0855,1257.37,0.74,0.78,0.76,0.04,2.0,2.0,2.0,0.0,0.1463
0.2986,0.2915,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.1253,2.3486,3.7738,,,,,,,,,,
4.0536,1.6997,6.8901,,,,,,,,,,
0.8698,1.465,4.3383,1211.96,0.76,0.75,0.76,0.01,1.0,1.0,1.0,0.0,0.1304
0.5586,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.1677,1.9699,6.0702,,,,,,,,,,
2.4902,2.0297,10.6176,,,,,,,,,,
2.6031,3.1856,2.48,1263.44,0.79,0.79,0.79,0.0,2.0,2.0,2.0,0.0,0.1556
0.5794,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.5858,1.9767,8.5981,,,,,,,,,,
0.6091,2.337,5.2827,,,,,,,,,,
1.4371,3.1639,6.9219,1256.16,0.77,0.81,0.79,0.04,2.0,2.0,2.0,0.0,0.1884
3.5067,2.2337,1.7753,,,,,,,,,,
,,,,,,,,,,,,
0.8519,1.9648,8.8889,,,,,,,,,,
2.0758,2.1358,7.7708,,,,,,,,,,
1.3774,3.4963,8.7106,1254.2,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.188
1.448,1.4643,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,2.2367,7.0501,,,,,,,,,,
3.3773,1.4629,9.4808,,,,,,,,,,
2.3156,2.0283,6.1549,1252.69,0.78,0.72,0.75,0.06,2.0,2.0,2.0,0.0,0.1631
0.2985,0.891,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.542,6.6069,,,,,,,,,,
2.2209,2.3294,8.4423,,,,,,,,,,
2.069,3.7022,3.3521,1255.3,0.73,0.78,0.76,0.05,2.0,2.0,2.0,0.0,0.157
0.8857,0.5794,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.5725,2.2474,12.8143,,,,,,,,,,
3.0623,2.9184,9.5229,,,,,,,,,,
2.2532,2.6446,9.7972,1354.6399999999999,0.86,0.83,0.84,0.03,4.0,4.0,4.0,0.0,0.2636
2.2801,3.2783,9.8806,,,,,,,,,,
,,,,,,,,,,,,
0.8828,1.3097,6.4466,,,,,,,,,,
2.5512,2.5751,10.0567,,,,,,,,,,
3.4682,2.0134,6.1955,1252.92,0.8,0.74,0.77,0.06,2.0,2.0,2.0,0.0,0.1808
0.8448,0.8865,0.8955,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.2518,4.3804,,,,,,,,,,
3.7879,2.5183,7.2057,,,,,,,,,,
2.0115,1.1216,0.8676,1213.59,0.76,0.78,0.77,0.02,1.0,1.0,1.0,0.0,0.1141
0.2976,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.2986,2.4276,7.1089,,,,,,,,,,
2.867,3.1139,7.3176,,,,,,,,,,
3.1922,2.6122,6.1385,1251.75,0.74,0.79,0.77,0.05,2.0,2.0,2.0,0.0,0.2025
1.4741,2.3634,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.6418,7.6857,,,,,,,,,,
1.6305,3.3882,4.6559,,,,,,,,,,
2.1449,1.1363,6.0736,1255.3899999999999,0.74,0.78,0.76,0.04,2.0,2.0,2.0,0.0,0.1661
2.8042,2.043,1.7738,,,,,,,,,,
,,,,,,,,,,,,
0.1545,2.3554,5.037,,,,,,,,,,
2.6246,3.8532,10.3205,,,,,,,,,,
1.8405,1.7625,5.9721,1259.38,0.81,0.83,0.82,0.02,2.0,2.0,2.0,0.0,0.2062
1.7387,3.8128,1.7685,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.5738,9.0087,,,,,,,,,,
2.946,3.065,4.4167,,,,,,,,,,
2.0476,0.8784,7.7425,1209.74,0.76,0.78,0.77,0.02,1.0,1.0,1.0,0.0,0.1526
2.0166,0.2905,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.8791,2.0725,5.5088,,,,,,,,,,
1.3081,3.8631,5.6978,,,,,,,,,,
3.2064,1.1814,7.6213,1256.29,0.77,0.82,0.79,0.05,2.0,2.0,2.0,0.0,0.1771
1.9886,1.165,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.2803,2.569,7.5857,,,,,,,,,,
2.0305,1.7323,9.0151,,,,,,,,,,
1.1219,2.5577,5.0049,1258.12,0.78,0.79,0.79,0.01,2.0,2.0,2.0,0.0,0.1988
1.4366,4.0247,5.1873,,,,,,,,,,
,,,,,,,,,,,,
0.2846,2.9328,7.2037,,,,,,,,,,
2.3983,3.107,5.2262,,,,,,,,,,
2.2716,4.468,8.7125,1306.1100000000001,0.81,0.85,0.83,0.04,3.0,3.0,3.0,0.0,0.2289
1.3939,4.0248,2.5883,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.4763,9.1065,,,,,,,,,,
2.0674,0.5438,3.4251,,,,,,,,,,
1.4615,2.034,3.4618,1209.83,0.77,0.78,0.78,0.01,1.0,1.0,1.0,0.0,0.1717
3.0585,2.9247,6.9778,,,,,,,,,,
,,,,,,,,,,,,
0.2735,2.8013,9.5486,,,,,,,,,,
1.63,1.4652,4.9446,,,,,,,,,,
2.3246,1.9863,8.5798,1258.48,0.78,0.79,0.79,0.01,2.0,2.0,2.0,0.0,0.1952
2.2303,3.6224,0.8652,,,,,,,,,,
,,,,,,,,,,,,
0.2985,1.7533,8.0349,,,,,,,,,,
2.5832,3.3927,4.433,,,,,,,,,,
1.9648,1.7634,5.9315,1253.26,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.1974
2.2849,2.5203,5.2444,,,,,,,,,,
,,,,,,,,,,,,
0.293,2.5602,8.3338,,,,,,,,,,
1.3723,2.0419,3.3628,,,,,,,,,,
1.4278,1.4404,6.7481,1203.74,0.74,0.78,0.76,0.04,1.0,1.0,1.0,0.0,0.1826
3.0109,2.9197,4.0783,,,,,,,,,,
,,,,,,,,,,,,
1.2881,2.2828,8.2696,,,,,,,,,,
2.9172,2.3515,4.1519,,,,,,,,,,
1.4436,2.6392,9.5555,1300.55,0.78,0.74,0.76,0.04,3.0,3.0,3.0,0.0,0.2145
2.5367,2.7237,3.4982,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.5429,7.5978,,,,,,,,,,
2.0609,3.2022,7.6781,,,,,,,,,,
3.1664,1.4362,4.4271,1259.03,0.76,0.79,0.78,0.03,2.0,2.0,2.0,0.0,0.1597
1.4659,0.2958,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.5829,3.042,8.856,,,,,,,,,,
1.367,1.9252,5.7743,,,,,,,,,,
3.3207,1.9126,7.8089,1207.12,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1888
1.9367,0.5911,3.5391,,,,,,,,,,
,,,,,,,,,,,,
1.157,1.9108,5.2903,,,,,,,,,,
2.4708,3.8426,5.3876,,,,,,,,,,
2.5004,1.9921,5.2561,1298.22,0.72,0.79,0.76,0.07,3.0,3.0,3.0,0.0,0.2078
2.3193,3.1903,3.5552,,,,,,,,,,
,,,,,,,,,,,,
1.7648,2.3263,9.1051,,,,,,,,,,
3.0522,1.7599,4.4077,,,,,,,,,,
2.6528,2.9058,7.7778,1304.37,0.76,0.76,0.76,0.0,3.0,3.0,3.0,0.0,0.2163
2.6656,1.7697,2.675,,,,,,,,,,
,,,,,,,,,,,,
1.6789,3.2391,7.1027,,,,,,,,,,
2.7948,2.0095,3.4555,,,,,,,,,,
1.4506,2.0136,8.4475,1305.3,0.76,0.78,0.77,0.02,3.0,3.0,3.0,0.0,0.197
2.0127,2.9495,0.0,,,,,,,,,,
,,,,,,,,,,,,
1.1458,1.3667,4.3682,,,,,,,,,,
1.5558,1.4276,1.9226,,,,,,,,,,
1.4426,2.2846,3.2115,1204.73,0.74,0.82,0.78,0.08,1.0,1.0,1.0,0.0,0.1527
1.6977,4.3137,1.6668,,,,,,,,,,
,,,,,,,,,,,,
1.3614,2.9301,9.6939,,,,,,,,,,
2.206,3.455,9.5855,,,,,,,,,,
2.0574,2.1454,8.043,1352.27,0.78,0.79,0.79,0.01,4.0,4.0,4.0,0.0,0.2573
1.9745,3.6833,9.9598,,,,,,,,,,
,,,,,,,,,,,,
0.8649,3.2028,4.8491,,,,,,,,,,
2.8928,1.7886,3.2569,,,,,,,,,,
1.3748,1.753,7.7054,1206.8600000000001,0.77,0.75,0.76,0.02,1.0,1.0,1.0,0.0,0.1714
1.1605,2.2916,1.7818,,,,,,,,,,
,,,,,,,,,,,,
0.0,3.0128,7.4433,,,,,,,,,,
3.0138,2.0244,7.4687,,,,,,,,,,
0.9871,0.5863,5.5545,1257.56,0.77,0.79,0.78,0.02,2.0,2.0,2.0,0.0,0.1844
1.461,3.4731,4.4003,,,,,,,,,,
,,,,,,,,,,,,
0.7811,2.2214,7.9629,,,,,,,,,,
1.08,0.2977,2.6707,,,,,,,,,,
1.3333,2.4327,4.2869,1204.43,0.74,0.78,0.76,0.04,1.0,1.0,1.0,0.0,0.1757
2.4218,3.0423,9.5062,,,,,,,,,,
,,,,,,,,,,,,
0.5696,3.0546,11.3039,,,,,,,,,,
2.7532,1.9379,9.8942,,,,,,,,,,
2.1093,1.7991,10.1198,1349.74,0.81,0.76,0.79,0.05,4.0,4.0,4.0,0.0,0.2426
2.3058,1.9496,10.5499,,,,,,,,,,
,,,,,,,,,,,,
0.1604,2.9918,7.7752,,,,,,,,,,
2.3313,0.0456,4.6295,,,,,,,,,,
2.188,1.7907,4.3626,1208.42,0.77,0.79,0.78,0.02,1.0,1.0,1.0,0.0,0.1758
2.6131,3.5356,1.9204,,,,,,,,,,
,,,,,,,,,,,,
0.7715,1.2604,6.8328,,,,,,,,,,
1.6592,1.6577,4.8547,,,,,,,,,,
0.8163,0.5408,3.1679,1207.46,0.77,0.75,0.76,0.02,1.0,1.0,1.0,0.0,0.1654
3.6717,2.08,8.7944,,,,,,,,,,
,,,,,,,,,,,,
1.9584,2.59,7.516,,,,,,,,,,
0.8042,0.6518,3.578,,,,,,,,,,
0.581,0.2949,6.157,1258.76,0.76,0.79,0.78,0.03,2.0,2.0,2.0,0.0,0.1624
3.0755,3.1892,3.4948,,,,,,,,,,
,,,,,,,,,,,,
0.7822,1.7757,8.7843,,,,,,,,,,
0.7649,1.1218,0.6772,,,,,,,,,,
1.6619,1.0668,4.806,1205.37,0.74,0.79,0.77,0.05,1.0,1.0,1.0,0.0,0.1663
2.1906,3.7532,7.9972,,,,,,,,,,
,,,,,,,,,,,,
2.304,3.18,5.4928,,,,,,,,,,
2.3959,2.3777,3.9017,,,,,,,,,,
1.6472,2.3523,7.9174,1301.35,0.74,0.76,0.75,0.02,3.0,3.0,3.0,0.0,0.2165
1.9956,3.6193,3.9735,,,,,,,,,,
,,,,,,,,,,,,
1.9594,1.4999,10.5802,,,,,,,,,,
1.3808,2.0747,6.1099,,,,,,,,,,
2.8673,2.303,8.8131,1310.05,0.84,0.85,0.84,0.01,3.0,3.0,3.0,0.0,0.2295
2.8837,4.0614,3.4461,,,,,,,,,,
,,,,,,,,,,,,
2.2012,3.4387,4.1443,,,,,,,,,,
2.6449,1.8971,7.6497,,,,,,,,,,
2.6096,0.8937,4.1877,1252.87,0.73,0.79,0.76,0.06,2.0,2.0,2.0,0.0,0.1713
1.4184,0.7934,0.0,,,,,,,,,,
,,,,,,,,,,,,
1.6136,2.6448,9.5671,,,,,,,,,,
1.5694,1.0863,2.5473,,,,,,,,,,
1.0964,1.1423,8.5949,1257.41,0.77,0.78,0.78,0.01,2.0,2.0,2.0,0.0,0.1959
2.2893,3.4314,7.4195,,,,,,,,,,
,,,,,,,,,,,,
2.609,3.2587,5.9476,,,,,,,,,,
2.7479,2.72,3.799,,,,,,,,,,
2.6272,2.2727,5.2501,1349.31,0.74,0.78,0.76,0.04,4.0,4.0,4.0,0.0,0.2269
2.2257,2.4695,6.9569,,,,,,,,,,
,,,,,,,,,,,,
0.556,2.8237,8.6302,,,,,,,,,,
3.2037,0.9933,8.5158,,,,,,,,,,
1.1036,2.299,6.9941,1251.97,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.2103
2.5196,2.5178,5.9207,,,,,,,,,,
,,,,,,,,,,,,
0.2953,3.3255,7.429,,,,,,,,,,
1.9482,1.2765,3.6221,,,,,,,,,,
0.3799,2.985,6.2364,1203.81,0.77,0.74,0.76,0.03,1.0,1.0,1.0,0.0,0.1919
1.019,3.8169,9.2589,,,,,,,,,,
,,,,,,,,,,,,
1.4372,2.5577,9.3272,,,,,,,,,,
1.2796,1.1235,4.2722,,,,,,,,,,
2.3269,2.5345,8.5122,1307.07,0.79,0.79,0.79,0.0,3.0,3.0,3.0,0.0,0.2193
3.7223,1.7266,9.4951,,,,,,,,,,
,,,,,,,,,,,,
1.6686,2.4325,6.0083,,,,,,,,,,
3.2949,2.5456,5.9937,,,,,,,,,,
0.8657,1.1265,6.8176,1252.07,0.74,0.79,0.77,0.05,2.0,2.0,2.0,0.0,0.1993
1.1464,3.2255,6.1334,,,,,,,,,,
,,,,,,,,,,,,
2.0348,1.3683,7.088,,,,,,,,,,
1.5013,0.7547,6.0597,,,,,,,,,,
0.8506,2.7076,3.8714,1207.52,0.77,0.78,0.78,0.01,1.0,1.0,1.0,0.0,0.1948
2.3953,3.7494,9.2517,,,,,,,,,,
,,,,,,,,,,,,
1.4121,2.5119,10.6157,,,,,,,,,,
1.7231,0.5426,3.9608,,,,,,,,,,
1.677,1.3876,6.9012,1264.32,0.9,0.88,0.89,0.02,2.0,2.0,2.0,0.0,0.2268
2.4089,5.6335,12.7997,,,,,,,,,,
,,,,,,,,,,,,
0.2795,3.7587,5.3672,,,,,,,,,,
2.813,1.9453,3.2825,,,,,,,,,,
0.9108,2.0405,4.2178,1208.41,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1759
1.7101,1.7062,6.9618,,,,,,,,,,
,,,,,,,,,,,,
1.3267,3.2201,8.0008,,,,,,,,,,
0.8182,1.1193,0.8501,,,,,,,,,,
1.4999,0.8518,5.4894,1257.48,0.76,0.78,0.77,0.02,2.0,2.0,2.0,0.0,0.1752
2.5228,3.6658,5.7001,,,,,,,,,,
,,,,,,,,,,,,
0.2691,1.4564,8.5252,,,,,,,,,,
0.2796,0.2831,2.2441,,,,,,,,,,
0.8369,2.488,5.7091,1207.23,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1577
1.8621,3.0785,10.4824,,,,,,,,,,
,,,,,,,,,,,,
1.0427,2.3598,7.2277,,,,,,,,,,
0.9756,1.6079,5.7893,,,,,,,,,,
1.4303,1.0814,4.1996,1199.38,0.72,0.81,0.77,0.09,1.0,1.0,1.0,0.0,0.1862
2.2028,3.9615,7.7408,,,,,,,,,,
,,,,,,,,,,,,
0.4643,2.0898,7.7785,,,,,,,,,,
0.8685,0.5723,1.3381,,,,,,,,,,
0.3938,1.4967,3.1369,1212.99,0.79,0.78,0.79,0.01,1.0,1.0,1.0,0.0,0.1501
1.5283,3.6616,10.3775,,,,,,,,,,
,,,,,,,,,,,,
0.8078,2.7741,8.0002,,,,,,,,,,
2.1968,0.5754,4.3178,,,,,,,,,,
0.5787,0.2936,5.7533,1206.1100000000001,0.77,0.74,0.76,0.03,1.0,1.0,1.0,0.0,0.1689
0.863,2.9302,11.7907,,,,,,,,,,
,,,,,,,,,,,,
1.1579,2.1915,7.6277,,,,,,,,,,
2.1884,1.3263,2.2864,,,,,,,,,,
0.5879,0.0,3.0665,1204.79,0.73,0.78,0.76,0.05,1.0,1.0,1.0,0.0,0.1621
1.8951,3.58,8.3618,,,,,,,,,,
,,,,,,,,,,,,
0.89,3.9988,4.4158,,,,,,,,,,
2.5594,2.2622,6.8014,,,,,,,,,,
2.6905,2.7467,4.7785,1299.93,0.74,0.82,0.78,0.08,3.0,3.0,3.0,0.0,0.2007
1.3641,2.0596,3.2738,,,,,,,,,,
,,,,,,,,,,,,
1.3609,4.1004,9.2889,,,,,,,,,,
1.2562,1.222,5.5509,,,,,,,,,,
2.1403,1.8307,8.7334,1308.96,0.84,0.85,0.84,0.01,3.0,3.0,3.0,0.0,0.2404
2.779,4.014,10.7544,,,,,,,,,,
,,,,,,,,,,,,
0.2224,1.7203,8.1696,,,,,,,,,,
0.8114,1.1367,3.3341,,,,,,,,,,
1.1087,1.5547,4.3427,1202.43,0.72,0.78,0.75,0.06,1.0,1.0,1.0,0.0,0.1657
2.3274,3.4783,8.3521,,,,,,,,,,
,,,,,,,,,,,,
0.3591,2.4938,7.8355,,,,,,,,,,
1.9085,1.1189,4.3016,,,,,,,,,,
1.0759,1.7344,4.8918,1198.5,0.8,0.71,0.76,0.09,1.0,1.0,1.0,0.0,0.185
3.4029,1.6368,10.4274,,,,,,,,,,
,,,,,,,,,,,,
2.6469,1.5892,5.8975,,,,,,,,,,
3.5597,3.1008,6.2503,,,,,,,,,,
2.505,1.8902,5.9495,1353.18,0.78,0.82,0.8,0.04,4.0,4.0,4.0,0.0,0.2282
3.1941,1.7755,6.1418,,,,,,,,,,
,,,,,,,,,,,,
1.4782,3.293,6.8088,,,,,,,,,,
3.6387,2.927,7.025,,,,,,,,,,
1.6398,1.1278,5.0886,1306.08,0.81,0.85,0.83,0.04,3.0,3.0,3.0,0.0,0.2292
2.3077,3.1355,7.9588,,,,,,,,,,
,,,,,,,,,,,,
1.0288,1.4354,8.3354,,,,,,,,,,
1.0687,0.5854,4.4319,,,,,,,,,,
2.5999,1.4816,2.5243,1201.06,0.78,0.72,0.75,0.06,1.0,1.0,1.0,0.0,0.1794
3.1624,2.5593,9.5016,,,,,,,,,,
,,,,,,,,,,,,
1.125,3.3272,8.3488,,,,,,,,,,
1.3921,2.2838,4.9225,,,,,,,,,,
1.7067,0.8666,4.3964,1260.06,0.83,0.82,0.82,0.01,2.0,2.0,2.0,0.0,0.2094
2.5831,2.8823,12.3247,,,,,,,,,,
,,,,,,,,,,,,
0.4699,1.3781,6.5149,,,,,,,,,,
1.1194,0.845,5.9292,,,,,,,,,,
1.1473,2.4099,2.4149,1211.1,0.78,0.78,0.78,0.0,1.0,1.0,1.0,0.0,0.169
1.589,3.6079,10.1017,,,,,,,,,,
,,,,,,,,,,,,
0.2962,2.3963,6.4265,,,,,,,,,,
1.8656,2.0875,7.0559,,,,,,,,,,
1.7538,0.7875,3.4748,1205.18,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1782
2.8021,3.2009,3.5459,,,,,,,,,,
,,,,,,,,,,,,
0.7287,3.6551,7.9527,,,,,,,,,,
0.5614,0.6652,5.0782,,,,,,,,,,
1.3697,1.1067,4.4249,1255.73,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.1727
2.3092,2.2006,8.6561,,,,,,,,,,
,,,,,,,,,,,,
1.8773,3.3298,5.5561,,,,,,,,,,
2.7592,1.6983,4.22,,,,,,,,,,
1.7174,1.9119,3.5724,1302.29,0.74,0.78,0.76,0.04,3.0,3.0,3.0,0.0,0.1971
1.9901,2.2932,7.065,,,,,,,,,,
,,,,,,,,,,,,
1.3465,3.0213,9.0814,,,,,,,,,,
1.0741,1.9142,1.7402,,,,,,,,,,
2.1594,2.1034,7.752,1305.27,0.76,0.76,0.76,0.0,3.0,3.0,3.0,0.0,0.2073
1.8801,2.5917,10.4621,,,,,,,,,,
,,,,,,,,,,,,
2.8629,3.2672,3.8952,,,,,,,,,,
2.1074,1.5022,3.1401,,,,,,,,,,
1.4324,1.5214,6.8472,1205.44,0.74,0.78,0.76,0.04,1.0,1.0,1.0,0.0,0.1656
0.8891,1.6921,1.6623,,,,,,,,,,
,,,,,,,,,,,,
2.1105,2.7745,6.374,,,,,,,,,,
1.6953,2.6232,3.8149,,,,,,,,,,
1.7966,1.5348,5.2505,1252.27,0.74,0.76,0.75,0.02,2.0,2.0,2.0,0.0,0.2073
1.8787,2.8957,9.7089,,,,,,,,,,
,,,,,,,,,,,,
0.2064,3.3186,5.9168,,,,,,,,,,
1.5623,1.1197,5.3239,,,,,,,,,,
0.724,1.497,3.2425,1207.0,0.77,0.75,0.76,0.02,1.0,1.0,1.0,0.0,0.17
2.2095,1.9524,10.902,,,,,,,,,,
,,,,,,,,,,,,
1.3309,4.2654,5.5317,,,,,,,,,,
1.6612,0.8355,3.0414,,,,,,,,,,
1.6073,0.5654,4.0158,1204.15,0.73,0.79,0.76,0.06,1.0,1.0,1.0,0.0,0.1585
1.4128,1.617,6.1624,,,,,,,,,,
,,,,,,,,,,,,
1.0835,2.1301,7.7163,,,,,,,,,,
1.3475,0.8646,3.386,,,,,,,,,,
1.3942,2.3045,3.9578,1206.88,0.78,0.76,0.77,0.02,1.0,1.0,1.0,0.0,0.1812
1.3715,3.7166,9.5662,,,,,,,,,,
,,,,,,,,,,,,
1.4144,3.3805,6.1534,,,,,,,,,,
3.0899,1.7149,6.4429,,,,,,,,,,
2.9906,2.3829,2.6127,1358.52,0.83,0.86,0.84,0.03,4.0,4.0,4.0,0.0,0.2248
1.7509,4.3842,5.7957,,,,,,,,,,
,,,,,,,,,,,,
0.5766,1.27,9.0411,,,,,,,,,,
1.339,0.844,2.3319,,,,,,,,,,
1.0828,1.8668,4.9604,1206.15,0.79,0.75,0.77,0.04,1.0,1.0,1.0,0.0,0.1685
1.1564,3.631,11.0624,,,,,,,,,,
,,,,,,,,,,,,
3.0317,2.1911,4.6678,,,,,,,,,,
2.6479,1.1546,2.6409,,,,,,,,,,
1.4031,1.5273,4.3425,1248.81,0.71,0.79,0.75,0.08,2.0,2.0,2.0,0.0,0.1819
1.5837,3.0722,5.9876,,,,,,,,,,
,,,,,,,,,,,,
1.9832,3.3701,8.4982,,,,,,,,,,
2.8898,2.5545,5.0155,,,,,,,,,,
2.18,1.8969,6.3084,1351.16,0.79,0.86,0.82,0.07,4.0,4.0,4.0,0.0,0.2384
3.7985,1.9534,7.3317,,,,,,,,,,
,,,,,,,,,,,,
0.7725,2.5569,7.8813,,,,,,,,,,
2.6767,2.2409,4.6004,,,,,,,,,,
1.4358,0.4588,6.4089,1249.33,0.79,0.72,0.76,0.07,2.0,2.0,2.0,0.0,0.1967
1.4685,2.595,11.7896,,,,,,,,,,
,,,,,,,,,,,,
2.8932,3.705,7.6198,,,,,,,,,,
2.7673,2.3529,2.8969,,,,,,,,,,
1.6906,1.1264,7.5147,1308.77,0.84,0.86,0.85,0.02,3.0,3.0,3.0,0.0,0.2423
3.2343,4.0206,7.5701,,,,,,,,,,
,,,,,,,,,,,,
0.6973,3.4123,9.1266,,,,,,,,,,
1.3275,0.2767,2.4246,,,,,,,,,,
0.8803,1.2716,5.4855,1251.68,0.79,0.72,0.76,0.07,2.0,2.0,2.0,0.0,0.1732
0.8631,3.6585,10.5619,,,,,,,,,,
,,,,,,,,,,,,
