capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
1280.0,-1.0,16.0,,,,,,,,,,
,,,,,,,,,,,,
7860,0.0,0.0,,,,,,,,,,
0.0,2.0,0.0,1108.78,0.9,0.9,0.9,0.0,1.0,1.0,1.0,0.0,0.0145
-2732.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2375.0,-6.0,5.0,,,,,,,,,,
-4074.0,2.0,0.0,,,,,,,,,,
8505,1.0,3.0,1109.86,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.0857
4328.0,4.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8677,0.0,1.0,,,,,,,,,,
2263.0,0.0,0.0,1100.58,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.0789
1511.0,-2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
416.0,8.0,0.0,,,,,,,,,,
5359.0,4.0,3.0,1100.44,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1473
8484,19.0,16.0,,,,,,,,,,
,,,,,,,,,,,,
9842,15.0,2.0,,,,,,,,,,
-4373.0,1.0,0.0,1100.56,0.97,0.99,0.98,0.02,1.0,1.0,1.0,0.0,0.0924
5995.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
571.0,-1.0,1.0,,,,,,,,,,
8361,-19.0,0.0,1097.22,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1512
1383.0,6.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
8574,-10.0,2.0,,,,,,,,,,
5177.0,1.0,3.0,1094.01,0.93,0.95,0.94,0.02,1.0,1.0,1.0,0.0,0.2054
144.0,10.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
4837.0,-7.0,0.0,,,,,,,,,,
8715,-1.0,0.0,,,,,,,,,,
0.0,-9.0,0.0,1132.22,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.0227
-1313.0,1.0,0.0,,,,,,,,,,
-2706.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5887.0,10.0,1.0,,,,,,,,,,
469.0,-6.0,6.0,1091.64,0.87,0.86,0.86,0.01,1.0,1.0,1.0,0.0,0.1587
7749,0.0,5.0,,,,,,,,,,
,,,,,,,,,,,,
-15710.0,-2.0,9.0,,,,,,,,,,
2445.0,8.0,12.0,1099.33,0.9,0.92,0.91,0.02,1.0,1.0,1.0,0.0,0.0697
7973,2.0,9.0,,,,,,,,,,
,,,,,,,,,,,,
8000,10.0,4.0,,,,,,,,,,
4385.0,4.0,0.0,1089.13,0.9,0.92,0.91,0.02,1.0,1.0,1.0,0.0,0.106
,,,,,,,,,,,,
-2103.0,6.0,14.0,,,,,,,,,,
2856.0,5.0,0.0,,,,,,,,,,
4691.0,-4.0,1.0,1124.8,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1391
-879.0,2.0,5.0,,,,,,,,,,
8443,1.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
9950,0.0,1.0,,,,,,,,,,
630.0,6.0,1.0,1096.73,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1502
3474.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8298,5.0,4.0,,,,,,,,,,
3807.0,3.0,2.0,,,,,,,,,,
3920.0,7.0,2.0,1126.24,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1212
6660.0,-6.0,0.0,,,,,,,,,,
0.0,-1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
-5236.0,7.0,6.0,,,,,,,,,,
8886,11.0,1.0,,,,,,,,,,
1186.0,7.0,2.0,1123.23,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1924
156.0,6.0,1.0,,,,,,,,,,
2784.0,6.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
231.0,-3.0,5.0,,,,,,,,,,
4121.0,12.0,3.0,1099.75,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1205
8513,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
11746.0,4.0,2.0,,,,,,,,,,
2113.0,5.0,2.0,,,,,,,,,,
4774.0,8.0,0.0,1154.01,0.96,0.98,0.97,0.02,2.0,2.0,2.0,0.0,0.1668
538.0,3.0,2.0,,,,,,,,,,
10198,1.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
-1474.0,8.0,6.0,,,,,,,,,,
8086,-4.0,3.0,,,,,,,,,,
-612.0,16.0,4.0,1123.04,0.9,0.91,0.91,0.01,1.0,1.0,1.0,0.0,0.1303
6849.0,1.0,4.0,,,,,,,,,,
1431.0,7.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
4443.0,9.0,6.0,,,,,,,,,,
4603.0,4.0,1.0,,,,,,,,,,
2389.0,7.0,0.0,1120.78,0.88,0.88,0.88,0.0,1.0,1.0,1.0,0.0,0.1524
2444.0,2.0,3.0,,,,,,,,,,
7929,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5928.0,11.0,7.0,,,,,,,,,,
4899.0,1.0,3.0,,,,,,,,,,
-593.0,6.0,0.0,1124.63,0.92,0.94,0.93,0.02,1.0,1.0,1.0,0.0,0.1104
2958.0,1.0,1.0,,,,,,,,,,
7757,5.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2366.0,6.0,4.0,,,,,,,,,,
5202.0,17.0,5.0,,,,,,,,,,
1646.0,11.0,3.0,1113.36,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1418
4725.0,5.0,6.0,,,,,,,,,,
7507,15.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
6051.0,9.0,5.0,,,,,,,,,,
9249,5.0,1.0,,,,,,,,,,
1388.0,0.0,0.0,1109.6,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1032
5549.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
3386.0,2.0,2.0,,,,,,,,,,
8996,4.0,0.0,,,,,,,,,,
1639.0,1.0,1.0,1109.56,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1071
-20.0,-1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
10306,-1.0,1.0,,,,,,,,,,
6315.0,0.0,1.0,,,,,,,,,,
2520.0,0.0,0.0,1105.82,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1606
977.0,2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
3634.0,18.0,2.0,,,,,,,,,,
9376,12.0,1.0,,,,,,,,,,
714.0,0.0,1.0,1106.68,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1727
-2298.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9166,0.0,2.0,,,,,,,,,,
4089.0,4.0,0.0,,,,,,,,,,
-998.0,0.0,0.0,1118.9,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.0569
0.0,-1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2867.0,4.0,6.0,,,,,,,,,,
5510.0,7.0,0.0,,,,,,,,,,
7962,-1.0,0.0,1123.72,0.9,0.9,0.9,0.0,1.0,1.0,1.0,0.0,0.1156
1025.0,4.0,1.0,,,,,,,,,,
2238.0,6.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
2522.0,1.0,4.0,,,,,,,,,,
9367,5.0,0.0,1099.37,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1249
925.0,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
9206,-1.0,3.0,,,,,,,,,,
5962.0,6.0,4.0,,,,,,,,,,
2939.0,6.0,1.0,1126.04,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1141
0.0,1.0,0.0,,,,,,,,,,
0.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7417.0,8,3.0,,,,,,,,,,
15500.0,3.0,3.0,,,,,,,,,,
4081.0,9.0,1.0,1181.3,0.96,0.98,0.97,0.02,3.0,3.0,3.0,0.0,0.2209
3727.0,7.0,1.0,,,,,,,,,,
8770.0,8.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8288,3.0,9.0,,,,,,,,,,
3822.0,14.0,5.0,,,,,,,,,,
2470.0,6.0,4.0,1124.23,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1514
598.0,0.0,1.0,,,,,,,,,,
3939.0,0.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
4956.0,7.0,6.0,,,,,,,,,,
8346,5.0,3.0,,,,,,,,,,
-603.0,3.0,0.0,1110.63,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0826
-1137.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
4161.0,5.0,3.0,,,,,,,,,,
7729,7.0,2.0,,,,,,,,,,
2729.0,4.0,0.0,1118.29,0.84,0.82,0.83,0.02,1.0,1.0,1.0,0.0,0.1272
2017.0,5.0,1.0,,,,,,,,,,
-741.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9423,14.0,4.0,,,,,,,,,,
5461.0,4.0,1.0,,,,,,,,,,
4517.0,5.0,3.0,1124.63,0.97,0.99,0.98,0.02,1.0,1.0,1.0,0.0,0.1654
2638.0,6.0,1.0,,,,,,,,,,
1199.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
14658.0,6.0,5.0,,,,,,,,,,
10437,1.0,2.0,,,,,,,,,,
6923.0,3.0,1.0,1145.1,0.97,0.98,0.97,0.01,2.0,2.0,2.0,0.0,0.155
4536.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9879,13.0,3.0,,,,,,,,,,
6673.0,16.0,4.0,,,,,,,,,,
6129.0,9.0,4.0,1124.39,0.97,0.99,0.98,0.02,1.0,1.0,1.0,0.0,0.1703
1582.0,13.0,0.0,,,,,,,,,,
4517.0,-1.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2623.0,2.0,1.0,,,,,,,,,,
7819,0.0,2.0,1090.82,0.86,0.84,0.85,0.02,1.0,1.0,1.0,0.0,0.1355
2109.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2543.0,15.0,1.0,,,,,,,,,,
6523.0,2.0,1.0,,,,,,,,,,
4136.0,6.0,1.0,1122.24,0.9,0.9,0.9,0.0,1.0,1.0,1.0,0.0,0.1452
7894,0.0,0.0,,,,,,,,,,
3777.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7016.0,22.0,2.0,,,,,,,,,,
8591,0.0,0.0,,,,,,,,,,
3263.0,0.0,2.0,1110.56,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1175
-1216.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5996.0,29.0,4.0,,,,,,,,,,
3980.0,0.0,1.0,,,,,,,,,,
8685,3.0,0.0,1127.92,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0987
932.0,0.0,0.0,,,,,,,,,,
2474.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9279,12.0,5.0,,,,,,,,,,
4058.0,4.0,4.0,,,,,,,,,,
570.0,2.0,3.0,1115.2,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.153
3203.0,0.0,4.0,,,,,,,,,,
,,,,,,,,,,,,
8706,6.0,0.0,,,,,,,,,,
4110.0,1.0,0.0,1103.47,0.97,0.99,0.98,0.02,1.0,1.0,1.0,0.0,0.0244
0.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8270,28.0,7.0,,,,,,,,,,
5012.0,11.0,3.0,,,,,,,,,,
5065.0,6.0,2.0,1128.38,0.99,0.99,0.99,0.0,1.0,1.0,1.0,0.0,0.1214
0.0,5.0,0.0,,,,,,,,,,
-2080.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7886,8.0,2.0,,,,,,,,,,
-2314.0,3.0,0.0,1105.56,0.9,0.91,0.91,0.01,1.0,1.0,1.0,0.0,0.0798
2740.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8769,3.0,2.0,,,,,,,,,,
4727.0,0.0,4.0,,,,,,,,,,
2541.0,-2.0,1.0,1107.23,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.1397
3193.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8735,5.0,3.0,,,,,,,,,,
4110.0,0.0,3.0,,,,,,,,,,
1142.0,0.0,1.0,1108.75,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1353
-1723.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8397,6.0,4.0,,,,,,,,,,
2911.0,10.0,2.0,,,,,,,,,,
2194.0,1.0,0.0,1126.2,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1221
1580.0,-1.0,1.0,,,,,,,,,,
4424.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
3549.0,4.0,2.0,,,,,,,,,,
8564,0.0,0.0,,,,,,,,,,
1105.0,6.0,2.0,1118.07,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1055
2376.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8042,3.0,0.0,,,,,,,,,,
2849.0,0.0,0.0,1100.04,0.94,0.95,0.94,0.01,1.0,1.0,1.0,0.0,0.0232
,,,,,,,,,,,,
3246.0,12.0,6.0,,,,,,,,,,
10061,9.0,5.0,,,,,,,,,,
4278.0,3.0,0.0,1127.41,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1089
1887.0,2.0,0.0,,,,,,,,,,
1931.0,-3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
9489,9.0,0.0,,,,,,,,,,
1851.0,3.0,0.0,1111.64,0.98,0.99,0.98,0.01,1.0,1.0,1.0,0.0,0.0352
5090.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8829,3.0,0.0,1090.87,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,,,,,
7715,4.0,2.0,,,,,,,,,,
0.0,2.0,0.0,1085.09,0.81,0.79,0.8,0.02,1.0,1.0,1.0,0.0,0.1062
,,,,,,,,,,,,
18200.0,18.0,9.0,,,,,,,,,,
10162,3.0,3.0,,,,,,,,,,
9975.0,5.0,3.0,1186.42,0.99,1.0,0.99,0.01,3.0,3.0,3.0,0.0,0.1505
4116.0,0.0,1.0,,,,,,,,,,
1371.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
10350,2.0,1.0,,,,,,,,,,
3618.0,6.0,0.0,1095.75,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.131
,,,,,,,,,,,,
8837,5.0,5.0,,,,,,,,,,
3766.0,0.0,2.0,1106.78,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1105
0.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2960.0,5.0,0.0,,,,,,,,,,
8258,0.0,2.0,1096.1,0.93,0.95,0.94,0.02,1.0,1.0,1.0,0.0,0.1345
2955.0,2.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
10406,2.0,1.0,,,,,,,,,,
183.0,5.0,0.0,1093.6,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1237
,,,,,,,,,,,,
7732,0.0,2.0,1076.7,0.87,0.85,0.86,0.02,1.0,1.0,1.0,0.0,0.192
,,,,,,,,,,,,
4254.0,4.0,1.0,,,,,,,,,,
9923,4.0,2.0,1097.49,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.214
5337.0,2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
7986,0.0,0.0,,,,,,,,,,
4699.0,0.0,1.0,1098.61,0.9,0.9,0.9,0.0,1.0,1.0,1.0,0.0,0.1425
538.0,2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
7842,6.0,3.0,,,,,,,,,,
0.0,2.0,0.0,1094.56,0.9,0.9,0.9,0.0,1.0,1.0,1.0,0.0,0.0988
,,,,,,,,,,,,
10429,0.0,0.0,,,,,,,,,,
0.0,3.0,0.0,,,,,,,,,,
-1161.0,2.0,0.0,1122.12,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0147
0.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8135,3.0,0.0,,,,,,,,,,
2023.0,3.0,1.0,1092.54,0.94,0.95,0.94,0.01,1.0,1.0,1.0,0.0,0.1213
,,,,,,,,,,,,
7711,5.0,3.0,,,,,,,,,,
3566.0,3.0,0.0,,,,,,,,,,
-1036.0,2.0,0.0,1111.26,0.82,0.81,0.81,0.01,1.0,1.0,1.0,0.0,0.0559
2202.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2979.0,8.0,4.0,,,,,,,,,,
8453,7.0,1.0,,,,,,,,,,
1849.0,0.0,0.0,1128.1399999999999,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0833
1849.0,0.0,0.0,,,,,,,,,,
-627.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8380,6.0,2.0,,,,,,,,,,
3422.0,3.0,1.0,,,,,,,,,,
0.0,1.0,0.0,1116.86,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1087
0.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9969,3.0,2.0,,,,,,,,,,
2742.0,3.0,2.0,,,,,,,,,,
2534.0,0.0,0.0,1117.24,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1012
351.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7864,2.0,2.0,,,,,,,,,,
1452.0,0.0,0.0,1092.8,0.88,0.87,0.88,0.01,1.0,1.0,1.0,0.0,0.102
,,,,,,,,,,,,
8860,27.0,9.0,,,,,,,,,,
2671.0,5.0,5.0,,,,,,,,,,
5936.0,0.0,0.0,1121.08,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0785
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
19886.0,34.0,10.0,,,,,,,,,,
9849,1.0,1.0,1163.79,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.2241
9424.0,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
4244.0,2.0,1.0,,,,,,,,,,
8319,1.0,2.0,,,,,,,,,,
985.0,1.0,0.0,1127.5,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.0851
1062.0,0.0,0.0,,,,,,,,,,
2515.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9575,3.0,0.0,,,,,,,,,,
2769.0,0.0,0.0,1111.86,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0198
2390.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8280,15.0,0.0,1086.97,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0785
,,,,,,,,,,,,
9210,7.0,4.0,,,,,,,,,,
2882.0,0.0,2.0,1106.14,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1241
2628.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8395,3.0,2.0,,,,,,,,,,
5638.0,3.0,1.0,1101.26,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.2098
5749.0,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8020,2.0,0.0,1088.43,0.91,0.92,0.92,0.01,1.0,1.0,1.0,0.0,0.0335
,,,,,,,,,,,,
9870,15.0,2.0,,,,,,,,,,
0.0,3.0,0.0,1093.91,0.97,0.99,0.98,0.02,1.0,1.0,1.0,0.0,0.1301
,,,,,,,,,,,,
7604.0,6,2.0,,,,,,,,,,
5807.0,2.0,2.0,1092.08,0.78,0.73,0.76,0.05,1.0,1.0,1.0,0.0,0.1445
2634.0,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8234,17.0,5.0,,,,,,,,,,
4392.0,3.0,3.0,,,,,,,,,,
2039.0,0.0,0.0,1117.2,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.0919
0.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5687.0,6.0,4.0,,,,,,,,,,
2966.0,6.0,0.0,,,,,,,,,,
8344,3.0,0.0,1119.85,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0599
2699.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
9684,7.0,3.0,,,,,,,,,,
2388.0,0.0,1.0,1089.94,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1984
,,,,,,,,,,,,
8068,17.0,1.0,,,,,,,,,,
5366.0,4.0,3.0,,,,,,,,,,
2918.0,3.0,2.0,1113.67,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1626
4687.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7351,8.0,0.0,,,,,,,,,,
2727.0,1.0,0.0,1086.2,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.0321
,,,,,,,,,,,,
8172,2.0,0.0,,,,,,,,,,
0.0,3.0,0.0,1099.6,0.93,0.95,0.94,0.02,1.0,1.0,1.0,0.0,0.0221
,,,,,,,,,,,,
7761,15.0,0.0,,,,,,,,,,
6847.0,6.0,1.0,1105.9,0.94,0.95,0.94,0.01,1.0,1.0,1.0,0.0,0.1059
2863.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8375,0.0,0.0,,,,,,,,,,
1973.0,0.0,0.0,1102.49,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.0173
,,,,,,,,,,,,
7965,14.0,3.0,,,,,,,,,,
751.0,6.0,2.0,,,,,,,,,,
2376.0,2.0,0.0,1111.86,0.91,0.93,0.92,0.02,1.0,1.0,1.0,0.0,0.1547
2434.0,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
7857,0.0,1.0,,,,,,,,,,
0.0,3.0,0.0,1101.84,0.86,0.84,0.85,0.02,1.0,1.0,1.0,0.0,0.0782
2945.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5800.0,13.0,2.0,,,,,,,,,,
8927,3.0,0.0,,,,,,,,,,
2361.0,2.0,0.0,1119.1,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0749
4616.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
10144,6.0,1.0,,,,,,,,,,
0.0,3.0,0.0,1107.94,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0871
2606.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7994,0.0,0.0,1084.4,0.9,0.9,0.9,0.0,1.0,1.0,1.0,0.0,0.0266
,,,,,,,,,,,,
8412,2.0,1.0,1080.59,0.95,0.96,0.95,0.01,1.0,1.0,1.0,0.0,0.2232
,,,,,,,,,,,,
8091,5.0,1.0,,,,,,,,,,
2194.0,0.0,0.0,1094.16,0.92,0.94,0.93,0.02,1.0,1.0,1.0,0.0,0.1198
,,,,,,,,,,,,
8125,6.0,6.0,,,,,,,,,,
2923.0,7.0,1.0,,,,,,,,,,
2050.0,2.0,0.0,1115.99,0.93,0.95,0.94,0.02,1.0,1.0,1.0,0.0,0.0942
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7733,11.0,0.0,1086.16,0.93,0.94,0.94,0.01,1.0,1.0,1.0,0.0,0.0631
,,,,,,,,,,,,
8577,6.0,1.0,1078.55,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.2373
,,,,,,,,,,,,
8254,20.0,5.0,,,,,,,,,,
4049.0,0.0,0.0,1104.87,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0706
-230.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5498.0,14.0,5.0,,,,,,,,,,
8247,0.0,2.0,,,,,,,,,,
1918.0,0.0,1.0,1112.65,0.91,0.94,0.93,0.03,1.0,1.0,1.0,0.0,0.1401
924.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8573,6.0,5.0,,,,,,,,,,
-838.0,2.0,0.0,1109.51,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0558
2613.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
10055,9.0,2.0,1079.38,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.2303
,,,,,,,,,,,,
8148,5.0,1.0,,,,,,,,,,
2704.0,0.0,0.0,1094.12,0.92,0.94,0.93,0.02,1.0,1.0,1.0,0.0,0.1207
,,,,,,,,,,,,
5678.0,22.0,3.0,,,,,,,,,,
