capital-gain,hours-per-week,educational-num,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
9032,1.0,5.0,1064.49,1.0,1.0,1.0,0.0,0.1358
,,,,,,,,
7724,-1.0,0.0,1070.84,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8842,0.0,1.0,1059.57,1.0,1.0,1.0,0.0,0.2162
,,,,,,,,
9396,-7.0,0.0,1066.93,1.0,1.0,1.0,0.0,0.055
,,,,,,,,
9386,27.0,3.0,1055.39,1.0,1.0,1.0,0.0,0.2655
,,,,,,,,
9448,8.0,1.0,1058.06,1.0,1.0,1.0,0.0,0.2454
,,,,,,,,
8396,-4.0,1.0,1060.83,1.0,1.0,1.0,0.0,0.2284
,,,,,,,,
10471,2.0,0.0,1070.26,1.0,1.0,1.0,0.0,0.0417
,,,,,,,,
8395,6.0,0.0,1067.79,1.0,1.0,1.0,0.0,0.0484
,,,,,,,,
8413,-1.0,3.0,1060.73,1.0,1.0,1.0,0.0,0.1743
,,,,,,,,
9719,-2.0,2.0,1059.48,1.0,1.0,1.0,0.0,0.2038
,,,,,,,,
9199,6.0,2.0,1057.9,1.0,1.0,1.0,0.0,0.2157
,,,,,,,,
8157,2.0,3.0,1059.66,1.0,1.0,1.0,0.0,0.1768
,,,,,,,,
8834,1.0,0.0,1068.6,1.0,1.0,1.0,0.0,0.0328
,,,,,,,,
7586,5.0,6.0,1064.19,1.0,1.0,1.0,0.0,0.1258
,,,,,,,,
7998,-2.0,6.0,1064.02,1.0,1.0,1.0,0.0,0.117
,,,,,,,,
8353,-2.0,3.0,1059.46,1.0,1.0,1.0,0.0,0.1775
,,,,,,,,
9373,18.0,10.0,1061.24,1.0,1.0,1.0,0.0,0.1318
,,,,,,,,
9071,8.0,0.0,1067.02,1.0,1.0,1.0,0.0,0.0574
,,,,,,,,
8576,7.0,1.0,1055.36,1.0,1.0,1.0,0.0,0.2391
,,,,,,,,
19444.0,8.0,7.0,,,,,,
10531.0,2.0,2.0,1216.6100000000001,3.0,3.0,3.0,0.0,0.1365
10195,-3.0,0.0,,,,,,
,,,,,,,,
10312,9.0,3.0,1057.55,1.0,1.0,1.0,0.0,0.2077
,,,,,,,,
9854,1.0,4.0,1061.17,1.0,1.0,1.0,0.0,0.1582
,,,,,,,,
10021,6.0,3.0,1061.8,1.0,1.0,1.0,0.0,0.1966
,,,,,,,,
7458.0,15,5.0,1057.88,1.0,1.0,1.0,0.0,0.178
,,,,,,,,
8268,-1.0,0.0,1065.72,1.0,1.0,1.0,0.0,0.031
,,,,,,,,
7838,-2.0,2.0,1064.92,1.0,1.0,1.0,0.0,0.1976
,,,,,,,,
7433,30.0,2.0,1056.04,1.0,1.0,1.0,0.0,0.2908
,,,,,,,,
9768,5.0,2.0,1061.97,1.0,1.0,1.0,0.0,0.2142
,,,,,,,,
8638,10.0,6.0,1061.44,1.0,1.0,1.0,0.0,0.1463
,,,,,,,,
8796,-3.0,2.0,1059.54,1.0,1.0,1.0,0.0,0.2042
,,,,,,,,
9578,11.0,3.0,1057.02,1.0,1.0,1.0,0.0,0.2121
,,,,,,,,
8397,3.0,3.0,1063.29,1.0,1.0,1.0,0.0,0.181
,,,,,,,,
8665,1.0,2.0,1062.25,1.0,1.0,1.0,0.0,0.1969
,,,,,,,,
8798,11.0,5.0,1059.92,1.0,1.0,1.0,0.0,0.1689
,,,,,,,,
8168,5.0,5.0,1059.1,1.0,1.0,1.0,0.0,0.1465
,,,,,,,,
9018,7.0,0.0,1069.81,1.0,1.0,1.0,0.0,0.0538
,,,,,,,,
7645,11.0,3.0,1064.2,1.0,1.0,1.0,0.0,0.2056
,,,,,,,,
8455,17.0,10.0,1063.45,1.0,1.0,1.0,0.0,0.1254
,,,,,,,,
9904,14.0,3.0,1058.76,1.0,1.0,1.0,0.0,0.2233
,,,,,,,,
10086,14.0,4.0,1060.51,1.0,1.0,1.0,0.0,0.2031
,,,,,,,,
8636,0.0,2.0,1060.33,1.0,1.0,1.0,0.0,0.1934
,,,,,,,,
8604,6.0,5.0,1063.48,1.0,1.0,1.0,0.0,0.1513
,,,,,,,,
7878,-3.0,0.0,1067.65,1.0,1.0,1.0,0.0,0.0365
,,,,,,,,
8796,7.0,8.0,1062.2,1.0,1.0,1.0,0.0,0.1051
,,,,,,,,
8200,0.0,1.0,1059.25,1.0,1.0,1.0,0.0,0.2141
,,,,,,,,
9766,7.0,1.0,1058.66,1.0,1.0,1.0,0.0,0.2431
,,,,,,,,
74356.0,8.0,3.0,,,,,,
7656.0,5,2.0,1130.2,2.0,2.0,2.0,0.0,0.3125
,,,,,,,,
8019,17.0,4.0,1058.62,1.0,1.0,1.0,0.0,0.2064
,,,,,,,,
35352.0,13.0,6.0,,,,,,
14368.0,16.0,5.0,,,,,,
8993,14.0,2.0,1289.1399999999999,4.0,4.0,4.0,0.0,0.2172
8056.0,14.0,5.0,,,,,,
,,,,,,,,
8923,8.0,5.0,1066.01,1.0,1.0,1.0,0.0,0.1591
,,,,,,,,
9409,-1.0,6.0,1063.66,1.0,1.0,1.0,0.0,0.1183
,,,,,,,,
8400,5.0,2.0,1058.95,1.0,1.0,1.0,0.0,0.2096
,,,,,,,,
8671,5.0,3.0,1061.08,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
8876,2.0,1.0,1058.08,1.0,1.0,1.0,0.0,0.2232
,,,,,,,,
7765,3.0,0.0,1072.81,1.0,1.0,1.0,0.0,0.0361
,,,,,,,,
8290,23.0,5.0,1059.19,1.0,1.0,1.0,0.0,0.2078
,,,,,,,,
9065,3.0,2.0,1059.4,1.0,1.0,1.0,0.0,0.2051
,,,,,,,,
9251,13.0,3.0,1057.18,1.0,1.0,1.0,0.0,0.2178
,,,,,,,,
8483,2.0,2.0,1059.43,1.0,1.0,1.0,0.0,0.1997
,,,,,,,,
7903,7.0,3.0,1060.6,1.0,1.0,1.0,0.0,0.1929
,,,,,,,,
10128,20.0,2.0,1053.77,1.0,1.0,1.0,0.0,0.2662
,,,,,,,,
21141.0,31.0,12.0,,,,,,
10980.0,12.0,5.0,1208.28,3.0,3.0,3.0,0.0,0.1921
9905,6.0,5.0,,,,,,
,,,,,,,,
7828,5.0,2.0,1059.05,1.0,1.0,1.0,0.0,0.2077
,,,,,,,,
18833.0,18.0,11.0,,,,,,
10092,6.0,1.0,1206.72,3.0,3.0,3.0,0.0,0.2231
9617.0,10.0,1.0,,,,,,
,,,,,,,,
9893,3.0,1.0,1060.58,1.0,1.0,1.0,0.0,0.2299
,,,,,,,,
8810,6.0,5.0,1059.19,1.0,1.0,1.0,0.0,0.152
,,,,,,,,
8359,3.0,2.0,1064.56,1.0,1.0,1.0,0.0,0.2027
,,,,,,,,
9542,0.0,0.0,1066.23,1.0,1.0,1.0,0.0,0.0318
,,,,,,,,
7386,21.0,3.0,1057.45,1.0,1.0,1.0,0.0,0.2386
,,,,,,,,
8723,10.0,2.0,1056.33,1.0,1.0,1.0,0.0,0.2276
,,,,,,,,
8333,9.0,8.0,1063.66,1.0,1.0,1.0,0.0,0.1103
,,,,,,,,
8416,3.0,0.0,1070.03,1.0,1.0,1.0,0.0,0.0382
,,,,,,,,
8714,7.0,2.0,1061.36,1.0,1.0,1.0,0.0,0.2174
,,,,,,,,
9618,-1.0,4.0,1060.66,1.0,1.0,1.0,0.0,0.1575
,,,,,,,,
7863,20.0,2.0,1058.95,1.0,1.0,1.0,0.0,0.2586
,,,,,,,,
7895,9.0,1.0,1060.29,1.0,1.0,1.0,0.0,0.2436
,,,,,,,,
7965,29.0,6.0,1059.21,1.0,1.0,1.0,0.0,0.2082
,,,,,,,,
8967,30.0,3.0,1056.0,1.0,1.0,1.0,0.0,0.2741
,,,,,,,,
7665,3.0,1.0,1057.71,1.0,1.0,1.0,0.0,0.2225
,,,,,,,,
9894,19.0,7.0,1061.7,1.0,1.0,1.0,0.0,0.1641
,,,,,,,,
7823,3.0,1.0,1061.24,1.0,1.0,1.0,0.0,0.223
,,,,,,,,
7602,8.0,0.0,1071.97,1.0,1.0,1.0,0.0,0.0525
,,,,,,,,
8252,14.0,1.0,1059.25,1.0,1.0,1.0,0.0,0.2618
,,,,,,,,
9527,7.0,3.0,1060.01,1.0,1.0,1.0,0.0,0.1983
,,,,,,,,
8622,25.0,4.0,1060.34,1.0,1.0,1.0,0.0,0.2354
,,,,,,,,
8571,6.0,2.0,1059.1,1.0,1.0,1.0,0.0,0.2136
,,,,,,,,
7402.0,11.0,5.0,1063.29,1.0,1.0,1.0,0.0,0.1642
,,,,,,,,
7913,9.0,0.0,1071.87,1.0,1.0,1.0,0.0,0.0569
,,,,,,,,
10351,0.0,1.0,1063.58,1.0,1.0,1.0,0.0,0.2213
,,,,,,,,
9631,7.0,3.0,1064.56,1.0,1.0,1.0,0.0,0.1987
,,,,,,,,
8141,-2.0,0.0,1070.81,1.0,1.0,1.0,0.0,0.0339
,,,,,,,,
7957,9.0,3.0,1062.37,1.0,1.0,1.0,0.0,0.1999
,,,,,,,,
8235,15.0,3.0,1063.54,1.0,1.0,1.0,0.0,0.2212
,,,,,,,,
7770,2.0,1.0,1061.05,1.0,1.0,1.0,0.0,0.2195
,,,,,,,,
7836,7.0,2.0,1061.7,1.0,1.0,1.0,0.0,0.2145
,,,,,,,,
7860,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0262
,,,,,,,,
8282,16.0,2.0,1061.82,1.0,1.0,1.0,0.0,0.2465
,,,,,,,,
7971,7.0,2.0,1061.39,1.0,1.0,1.0,0.0,0.2149
,,,,,,,,
7715,1.0,2.0,1062.53,1.0,1.0,1.0,0.0,0.1938
,,,,,,,,
9408,11.0,1.0,1061.93,1.0,1.0,1.0,0.0,0.2555
,,,,,,,,
10034,1.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0368
,,,,,,,,
8059,18.0,2.0,1059.32,1.0,1.0,1.0,0.0,0.2525
,,,,,,,,
9523,14.0,5.0,1061.03,1.0,1.0,1.0,0.0,0.1815
,,,,,,,,
9128,-2.0,1.0,1058.01,1.0,1.0,1.0,0.0,0.224
,,,,,,,,
8116,5.0,3.0,1062.88,1.0,1.0,1.0,0.0,0.1869
,,,,,,,,
9812,18.0,10.0,1060.38,1.0,1.0,1.0,0.0,0.1333
,,,,,,,,
8061,17.0,2.0,1057.42,1.0,1.0,1.0,0.0,0.2491
,,,,,,,,
10297,19.0,5.0,,,,,,
8788.0,1.0,1.0,1139.3,2.0,2.0,2.0,0.0,0.2102
,,,,,,,,
7681,0.0,3.0,1063.93,1.0,1.0,1.0,0.0,0.1684
,,,,,,,,
7786,15.0,1.0,1061.44,1.0,1.0,1.0,0.0,0.2636
,,,,,,,,
8858,0.0,0.0,1070.9,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
10212,6.0,1.0,1062.72,1.0,1.0,1.0,0.0,0.2412
,,,,,,,,
8429,19.0,3.0,1061.09,1.0,1.0,1.0,0.0,0.2353
,,,,,,,,
8378,2.0,0.0,1073.15,1.0,1.0,1.0,0.0,0.0347
,,,,,,,,
8490,6.0,1.0,1062.96,1.0,1.0,1.0,0.0,0.2354
,,,,,,,,
8754,0.0,2.0,1065.11,1.0,1.0,1.0,0.0,0.1938
,,,,,,,,
8210,0.0,2.0,1060.17,1.0,1.0,1.0,0.0,0.192
,,,,,,,,
8291,0.0,0.0,1072.87,1.0,1.0,1.0,0.0,0.0276
,,,,,,,,
8912,0.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
7942,6.0,2.0,1064.2,1.0,1.0,1.0,0.0,0.2115
,,,,,,,,
7976,4.0,0.0,1072.61,1.0,1.0,1.0,0.0,0.0402
,,,,,,,,
10349,10.0,2.0,1062.89,1.0,1.0,1.0,0.0,0.2331
,,,,,,,,
8005,0.0,1.0,1061.7,1.0,1.0,1.0,0.0,0.2135
,,,,,,,,
8594,5.0,3.0,1062.94,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,
8312,15.0,2.0,1060.09,1.0,1.0,1.0,0.0,0.2432
,,,,,,,,
8286,8.0,1.0,1059.49,1.0,1.0,1.0,0.0,0.2416
,,,,,,,,
7606,6.0,0.0,1072.38,1.0,1.0,1.0,0.0,0.0457
,,,,,,,,
9003,11.0,2.0,1060.52,1.0,1.0,1.0,0.0,0.2319
,,,,,,,,
8299,25.0,4.0,1058.2,1.0,1.0,1.0,0.0,0.2343
,,,,,,,,
7793,3.0,1.0,1063.76,1.0,1.0,1.0,0.0,0.2229
,,,,,,,,
9763,6.0,4.0,1063.1,1.0,1.0,1.0,0.0,0.1749
,,,,,,,,
8221,11.0,0.0,1071.27,1.0,1.0,1.0,0.0,0.0647
,,,,,,,,
9898,2.0,0.0,1070.17,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8666,3.0,1.0,1058.46,1.0,1.0,1.0,0.0,0.2259
,,,,,,,,
8856,0.0,1.0,1063.69,1.0,1.0,1.0,0.0,0.2163
,,,,,,,,
8675,0.0,0.0,1073.3,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8736,3.0,1.0,1061.11,1.0,1.0,1.0,0.0,0.2261
,,,,,,,,
8411,2.0,3.0,1065.95,1.0,1.0,1.0,0.0,0.1777
,,,,,,,,
8300,17.0,2.0,1062.18,1.0,1.0,1.0,0.0,0.2499
,,,,,,,,
8255,4.0,1.0,1061.41,1.0,1.0,1.0,0.0,0.2279
,,,,,,,,
8628,6.0,4.0,1066.05,1.0,1.0,1.0,0.0,0.1711
,,,,,,,,
10326,14.0,7.0,1064.55,1.0,1.0,1.0,0.0,0.1487
,,,,,,,,
9102,21.0,3.0,1059.81,1.0,1.0,1.0,0.0,0.2443
,,,,,,,,
8109,18.0,4.0,1064.24,1.0,1.0,1.0,0.0,0.2101
,,,,,,,,
7935,9.0,1.0,1058.32,1.0,1.0,1.0,0.0,0.2438
,,,,,,,,
8393,2.0,0.0,1068.28,1.0,1.0,1.0,0.0,0.0348
,,,,,,,,
7894,9.0,2.0,1060.94,1.0,1.0,1.0,0.0,0.2215
,,,,,,,,
8558,15.0,1.0,1056.79,1.0,1.0,1.0,0.0,0.2662
,,,,,,,,
8422,8.0,0.0,1071.99,1.0,1.0,1.0,0.0,0.0552
,,,,,,,,
8091,11.0,0.0,1071.26,1.0,1.0,1.0,0.0,0.0643
,,,,,,,,
9247,3.0,3.0,1062.9,1.0,1.0,1.0,0.0,0.1838
,,,,,,,,
8771,3.0,0.0,1072.68,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8760,23.0,0.0,1069.29,1.0,1.0,1.0,0.0,0.1071
,,,,,,,,
8184,4.0,0.0,1072.51,1.0,1.0,1.0,0.0,0.0408
,,,,,,,,
8662,7.0,2.0,1063.75,1.0,1.0,1.0,0.0,0.2172
,,,,,,,,
8009,5.0,2.0,1061.91,1.0,1.0,1.0,0.0,0.2083
,,,,,,,,
8682,5.0,3.0,1062.84,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
8231,5.0,0.0,1072.53,1.0,1.0,1.0,0.0,0.0444
,,,,,,,,
8866,6.0,3.0,1065.25,1.0,1.0,1.0,0.0,0.1928
,,,,,,,,
8869,0.0,1.0,1061.69,1.0,1.0,1.0,0.0,0.2163
,,,,,,,,
8646,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
7916,5.0,0.0,1070.34,1.0,1.0,1.0,0.0,0.0434
,,,,,,,,
9955,0.0,3.0,1065.94,1.0,1.0,1.0,0.0,0.176
,,,,,,,,
9909,3.0,1.0,1060.69,1.0,1.0,1.0,0.0,0.23
,,,,,,,,
7939,0.0,3.0,1063.79,1.0,1.0,1.0,0.0,0.1693
,,,,,,,,
8317,5.0,0.0,1072.66,1.0,1.0,1.0,0.0,0.0447
,,,,,,,,
8421,8.0,0.0,1071.86,1.0,1.0,1.0,0.0,0.0552
,,,,,,,,
7809,5.0,1.0,1060.6,1.0,1.0,1.0,0.0,0.2298
,,,,,,,,
9206,0.0,0.0,1070.86,1.0,1.0,1.0,0.0,0.0307
,,,,,,,,
8321,4.0,3.0,1065.32,1.0,1.0,1.0,0.0,0.1841
,,,,,,,,
8158,9.0,2.0,1061.04,1.0,1.0,1.0,0.0,0.2224
,,,,,,,,
9948,19.0,3.0,1062.46,1.0,1.0,1.0,0.0,0.2404
,,,,,,,,
8761,0.0,3.0,1063.52,1.0,1.0,1.0,0.0,0.172
,,,,,,,,
8639,0.0,1.0,1061.48,1.0,1.0,1.0,0.0,0.2156
,,,,,,,,
8754,3.0,2.0,1064.72,1.0,1.0,1.0,0.0,0.204
,,,,,,,,
8515,31.0,8.0,1062.74,1.0,1.0,1.0,0.0,0.1851
,,,,,,,,
7713,8.0,3.0,1062.54,1.0,1.0,1.0,0.0,0.1957
,,,,,,,,
8349,8.0,3.0,1062.49,1.0,1.0,1.0,0.0,0.1978
,,,,,,,,
8505,3.0,0.0,1070.39,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8931,4.0,2.0,1064.29,1.0,1.0,1.0,0.0,0.208
,,,,,,,,
8623,2.0,0.0,1070.64,1.0,1.0,1.0,0.0,0.0355
,,,,,,,,
7730,11.0,2.0,1060.52,1.0,1.0,1.0,0.0,0.2277
,,,,,,,,
8510,9.0,0.0,1071.93,1.0,1.0,1.0,0.0,0.0589
,,,,,,,,
8237,3.0,2.0,1064.62,1.0,1.0,1.0,0.0,0.2023
,,,,,,,,
9070,3.0,0.0,1070.82,1.0,1.0,1.0,0.0,0.0404
,,,,,,,,
7777,2.0,0.0,1073.11,1.0,1.0,1.0,0.0,0.0327
,,,,,,,,
8825,24.0,3.0,1059.28,1.0,1.0,1.0,0.0,0.2535
,,,,,,,,
8722,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
10266,6.0,6.0,1067.76,1.0,1.0,1.0,0.0,0.1381
,,,,,,,,
8452,3.0,0.0,1072.83,1.0,1.0,1.0,0.0,0.0383
,,,,,,,,
8218,5.0,3.0,1065.44,1.0,1.0,1.0,0.0,0.1872
,,,,,,,,
8060,0.0,0.0,1068.23,1.0,1.0,1.0,0.0,0.0269
,,,,,,,,
7395,3.0,0.0,1073.13,1.0,1.0,1.0,0.0,0.0348
,,,,,,,,
7657,2.0,0.0,1070.83,1.0,1.0,1.0,0.0,0.0323
,,,,,,,,
8769,3.0,0.0,1072.77,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8317,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8522,3.0,1.0,1061.24,1.0,1.0,1.0,0.0,0.2254
,,,,,,,,
9727,7.0,1.0,1060.07,1.0,1.0,1.0,0.0,0.243
,,,,,,,,
8499,6.0,1.0,1060.73,1.0,1.0,1.0,0.0,0.2355
,,,,,,,,
8444,3.0,0.0,1072.59,1.0,1.0,1.0,0.0,0.0383
,,,,,,,,
7722,13.0,1.0,1061.97,1.0,1.0,1.0,0.0,0.2566
,,,,,,,,
8542,5.0,3.0,1060.67,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,
8398,16.0,4.0,1064.57,1.0,1.0,1.0,0.0,0.2043
,,,,,,,,
7978,3.0,1.0,1063.42,1.0,1.0,1.0,0.0,0.2236
,,,,,,,,
8410,4.0,1.0,1063.49,1.0,1.0,1.0,0.0,0.2284
,,,,,,,,
8748,0.0,0.0,1073.41,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
7981,5.0,2.0,1064.5,1.0,1.0,1.0,0.0,0.2082
,,,,,,,,
8705,0.0,2.0,1065.32,1.0,1.0,1.0,0.0,0.1937
,,,,,,,,
8810,3.0,1.0,1058.47,1.0,1.0,1.0,0.0,0.2263
,,,,,,,,
9874,3.0,1.0,1063.42,1.0,1.0,1.0,0.0,0.2299
,,,,,,,,
8407,3.0,0.0,1070.21,1.0,1.0,1.0,0.0,0.0382
,,,,,,,,
8129,0.0,1.0,1064.17,1.0,1.0,1.0,0.0,0.2139
,,,,,,,,
8168,3.0,1.0,1063.58,1.0,1.0,1.0,0.0,0.2242
,,,,,,,,
7574,9.0,2.0,1060.95,1.0,1.0,1.0,0.0,0.2204
,,,,,,,,
8424,8.0,2.0,1063.9,1.0,1.0,1.0,0.0,0.2198
,,,,,,,,
10191,10.0,3.0,1059.24,1.0,1.0,1.0,0.0,0.2107
,,,,,,,,
8793,8.0,0.0,1069.56,1.0,1.0,1.0,0.0,0.0564
,,,,,,,,
7845,5.0,0.0,1072.71,1.0,1.0,1.0,0.0,0.0431
,,,,,,,,
7905,3.0,6.0,1068.87,1.0,1.0,1.0,0.0,0.1201
,,,,,,,,
8422,3.0,2.0,1064.68,1.0,1.0,1.0,0.0,0.2029
,,,,,,,,
8883,5.0,2.0,1064.32,1.0,1.0,1.0,0.0,0.2112
,,,,,,,,
8433,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8395,6.0,1.0,1062.79,1.0,1.0,1.0,0.0,0.2351
,,,,,,,,
8874,14.0,2.0,1062.52,1.0,1.0,1.0,0.0,0.2417
,,,,,,,,
8884,9.0,1.0,1060.11,1.0,1.0,1.0,0.0,0.2469
,,,,,,,,
10409,0.0,0.0,1073.26,1.0,1.0,1.0,0.0,0.0347
,,,,,,,,
8124,0.0,0.0,1071.15,1.0,1.0,1.0,0.0,0.0271
,,,,,,,,
7830,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0261
,,,,,,,,
8621,7.0,0.0,1072.29,1.0,1.0,1.0,0.0,0.0525
,,,,,,,,
7945,0.0,0.0,1073.68,1.0,1.0,1.0,0.0,0.0265
,,,,,,,,
8709,7.0,2.0,1064.01,1.0,1.0,1.0,0.0,0.2174
,,,,,,,,
7400.0,3,0.0,1073.26,1.0,1.0,1.0,0.0,0.0348
,,,,,,,,
7666,0.0,0.0,1073.72,1.0,1.0,1.0,0.0,0.0256
,,,,,,,,
8354,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.038
,,,,,,,,
7906,14.0,2.0,1060.34,1.0,1.0,1.0,0.0,0.2385
,,,,,,,,
8870,3.0,1.0,1061.48,1.0,1.0,1.0,0.0,0.2265
,,,,,,,,
9199,12.0,3.0,1064.04,1.0,1.0,1.0,0.0,0.2142
,,,,,,,,
8464,4.0,0.0,1072.82,1.0,1.0,1.0,0.0,0.0418
,,,,,,,,
8046,3.0,0.0,1073.15,1.0,1.0,1.0,0.0,0.037
,,,,,,,,
7628,12.0,2.0,1060.89,1.0,1.0,1.0,0.0,0.2308
,,,,,,,,
8598,17.0,3.0,1058.89,1.0,1.0,1.0,0.0,0.2291
,,,,,,,,
8245,0.0,1.0,1061.7,1.0,1.0,1.0,0.0,0.2143
,,,,,,,,
8352,8.0,2.0,1064.02,1.0,1.0,1.0,0.0,0.2196
,,,,,,,,
8818,0.0,1.0,1064.09,1.0,1.0,1.0,0.0,0.2162
,,,,,,,,
8388,2.0,0.0,1070.42,1.0,1.0,1.0,0.0,0.0348
,,,,,,,,
7577,0.0,0.0,1073.74,1.0,1.0,1.0,0.0,0.0253
,,,,,,,,
7754,6.0,0.0,1072.69,1.0,1.0,1.0,0.0,0.0462
,,,,,,,,
7711,3.0,1.0,1061.01,1.0,1.0,1.0,0.0,0.2227
,,,,,,,,
8078,0.0,0.0,1073.66,1.0,1.0,1.0,0.0,0.0269
,,,,,,,,
8777,6.0,0.0,1070.03,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8751,4.0,1.0,1060.69,1.0,1.0,1.0,0.0,0.2295
,,,,,,,,
8749,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8075,6.0,0.0,1072.51,1.0,1.0,1.0,0.0,0.0473
,,,,,,,,
8150,0.0,0.0,1073.64,1.0,1.0,1.0,0.0,0.0272
,,,,,,,,
8396,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8257,11.0,1.0,1062.42,1.0,1.0,1.0,0.0,0.2516
,,,,,,,,
7338,6.0,0.0,1072.76,1.0,1.0,1.0,0.0,0.0448
,,,,,,,,
8512,9.0,2.0,1061.38,1.0,1.0,1.0,0.0,0.2235
,,,,,,,,
9893,3.0,0.0,1072.71,1.0,1.0,1.0,0.0,0.0431
,,,,,,,,
8127,2.0,1.0,1063.96,1.0,1.0,1.0,0.0,0.2207
,,,,,,,,
8503,3.0,0.0,1072.98,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8876,21.0,0.0,1069.48,1.0,1.0,1.0,0.0,0.1007
,,,,,,,,
8456,0.0,0.0,1073.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8762,15.0,4.0,1062.27,1.0,1.0,1.0,0.0,0.2021
,,,,,,,,
8596,5.0,0.0,1072.72,1.0,1.0,1.0,0.0,0.0456
,,,,,,,,
8485,15.0,2.0,1060.19,1.0,1.0,1.0,0.0,0.2438
,,,,,,,,
8394,3.0,1.0,1063.63,1.0,1.0,1.0,0.0,0.2249
,,,,,,,,
8343,9.0,1.0,1062.74,1.0,1.0,1.0,0.0,0.2451
,,,,,,,,
8269,6.0,2.0,1061.61,1.0,1.0,1.0,0.0,0.2126
,,,,,,,,
10114,0.0,1.0,1061.48,1.0,1.0,1.0,0.0,0.2205
,,,,,,,,
8340,14.0,2.0,1062.87,1.0,1.0,1.0,0.0,0.2399
,,,,,,,,
8602,9.0,1.0,1060.21,1.0,1.0,1.0,0.0,0.246
,,,,,,,,
8570,7.0,2.0,1063.9,1.0,1.0,1.0,0.0,0.2169
,,,,,,,,
8766,3.0,1.0,1063.38,1.0,1.0,1.0,0.0,0.2262
