capital-gain,hours-per-week,educational-num,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
,,,,,,,,
8900,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8568,3.0,0.0,1096.52,1.0,1.0,1.0,0.0,0.0387
,,,,,,,,
8886,0.0,1.0,1067.42,1.0,1.0,1.0,0.0,0.362
,,,,,,,,
8928,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8861,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8894,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8890,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8674,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8756,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8864,3.0,1.0,1066.51,1.0,1.0,1.0,0.0,0.3721
,,,,,,,,
8009,0.0,0.0,1097.6,1.0,1.0,1.0,0.0,0.0267
,,,,,,,,
8619,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8804,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8440,3.0,0.0,1096.55,1.0,1.0,1.0,0.0,0.0383
,,,,,,,,
8730,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8316,0.0,0.0,1097.51,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8902,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8534,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8844,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8911,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8556,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8546,6.0,0.0,1095.61,1.0,1.0,1.0,0.0,0.0488
,,,,,,,,
7744,3.0,0.0,1096.76,1.0,1.0,1.0,0.0,0.036
,,,,,,,,
8945,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8719,0.0,1.0,1067.46,1.0,1.0,1.0,0.0,0.3615
,,,,,,,,
8863,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8931,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8748,3.0,0.0,1096.46,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8919,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8744,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8914,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8845,6.0,0.0,1095.52,1.0,1.0,1.0,0.0,0.0498
,,,,,,,,
8883,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8805,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8709,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8824,0.0,0.0,1097.35,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8852,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8880,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8260,0.0,0.0,1097.52,1.0,1.0,1.0,0.0,0.0275
,,,,,,,,
8962,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8905,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8943,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8737,3.0,0.0,1096.46,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8470,0.0,0.0,1097.46,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
7978,0.0,1.0,1067.69,1.0,1.0,1.0,0.0,0.359
,,,,,,,,
8930,9.0,0.0,1094.57,1.0,1.0,1.0,0.0,0.0603
,,,,,,,,
8615,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8831,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8351,0.0,0.0,1097.5,1.0,1.0,1.0,0.0,0.0278
,,,,,,,,
8786,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8919,0.0,1.0,1067.41,1.0,1.0,1.0,0.0,0.3621
,,,,,,,,
8607,3.0,0.0,1096.5,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8543,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8911,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8690,0.0,1.0,1067.47,1.0,1.0,1.0,0.0,0.3614
,,,,,,,,
8728,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8430,0.0,0.0,1097.47,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8525,6.0,0.0,1095.61,1.0,1.0,1.0,0.0,0.0488
,,,,,,,,
8753,0.0,0.0,1097.37,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8359,0.0,0.0,1097.49,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8874,3.0,1.0,1066.51,1.0,1.0,1.0,0.0,0.3721
,,,,,,,,
8665,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8619,3.0,0.0,1096.5,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8618,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8880,6.0,0.0,1095.51,1.0,1.0,1.0,0.0,0.0499
,,,,,,,,
8715,3.0,0.0,1096.47,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8659,3.0,0.0,1096.49,1.0,1.0,1.0,0.0,0.039
,,,,,,,,
8828,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8759,6.0,0.0,1095.54,1.0,1.0,1.0,0.0,0.0495
,,,,,,,,
8548,3.0,0.0,1096.52,1.0,1.0,1.0,0.0,0.0387
,,,,,,,,
8670,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8875,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8913,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8867,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8746,3.0,0.0,1096.34,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8931,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8610,3.0,0.0,1096.5,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8297,0.0,0.0,1097.51,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8691,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8927,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8693,0.0,1.0,1067.47,1.0,1.0,1.0,0.0,0.3614
,,,,,,,,
8531,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8903,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8827,0.0,0.0,1097.35,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8944,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8629,0.0,0.0,1097.41,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8838,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8904,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8856,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
7772,0.0,0.0,1097.67,1.0,1.0,1.0,0.0,0.0259
,,,,,,,,
8891,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8519,3.0,0.0,1096.53,1.0,1.0,1.0,0.0,0.0386
,,,,,,,,
8678,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8709,3.0,0.0,1096.47,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8565,0.0,0.0,1097.43,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8866,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8725,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8942,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8648,0.0,0.0,1097.41,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8953,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8913,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8843,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8948,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8937,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8752,0.0,0.0,1097.37,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8869,0.0,1.0,1067.42,1.0,1.0,1.0,0.0,0.362
,,,,,,,,
8897,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
7583,0.0,0.0,1097.72,1.0,1.0,1.0,0.0,0.0253
,,,,,,,,
8878,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8777,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8377,0.0,0.0,1097.49,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8786,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8946,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8776,0.0,1.0,1067.45,1.0,1.0,1.0,0.0,0.3617
,,,,,,,,
8366,0.0,0.0,1097.49,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8760,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8424,0.0,0.0,1097.47,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8791,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8946,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8947,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8232,3.0,0.0,1096.62,1.0,1.0,1.0,0.0,0.0376
,,,,,,,,
8917,6.0,0.0,1095.49,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8952,0.0,1.0,1067.4,1.0,1.0,1.0,0.0,0.3622
,,,,,,,,
8522,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8862,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8959,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8958,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8918,0.0,1.0,1067.41,1.0,1.0,1.0,0.0,0.3621
,,,,,,,,
8707,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8770,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8893,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8794,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8686,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8768,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8958,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8112,0.0,0.0,1097.57,1.0,1.0,1.0,0.0,0.027
,,,,,,,,
8887,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8916,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8770,0.0,0.0,1097.37,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8948,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8825,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8936,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8932,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8798,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8917,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8485,3.0,0.0,1096.54,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8840,0.0,1.0,1067.43,1.0,1.0,1.0,0.0,0.3619
,,,,,,,,
8658,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8490,0.0,0.0,1097.45,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8741,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8934,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8688,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8965,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8968,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8652,0.0,0.0,1097.41,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
7703,0.0,0.0,1097.69,1.0,1.0,1.0,0.0,0.0257
,,,,,,,,
8669,3.0,0.0,1096.48,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8293,0.0,0.0,1097.52,1.0,1.0,1.0,0.0,0.0276
,,,,,,,,
8601,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8814,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8900,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8910,2.0,0.0,1096.72,1.0,1.0,1.0,0.0,0.0365
,,,,,,,,
8726,0.0,1.0,1067.46,1.0,1.0,1.0,0.0,0.3615
,,,,,,,,
8811,0.0,0.0,1097.35,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8440,0.0,0.0,1097.47,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8034,0.0,0.0,1097.59,1.0,1.0,1.0,0.0,0.0268
,,,,,,,,
8937,0.0,1.0,1067.4,1.0,1.0,1.0,0.0,0.3622
,,,,,,,,
8682,3.0,0.0,1096.48,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8949,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8921,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8827,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8956,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8947,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8917,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8675,3.0,0.0,1096.48,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8941,6.0,0.0,1095.49,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8868,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8570,0.0,0.0,1097.43,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8737,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8774,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8918,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8814,0.0,1.0,1067.44,1.0,1.0,1.0,0.0,0.3618
,,,,,,,,
8429,0.0,0.0,1097.47,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8954,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8894,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8963,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8479,6.0,0.0,1095.63,1.0,1.0,1.0,0.0,0.0486
,,,,,,,,
8938,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8966,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8673,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8602,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8951,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8854,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8914,6.0,0.0,1095.5,1.0,1.0,1.0,0.0,0.05
,,,,,,,,
8957,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8554,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8311,0.0,0.0,1097.51,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8761,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8743,3.0,0.0,1096.46,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8559,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8868,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8545,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8842,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8930,0.0,0.0,1097.32,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8525,3.0,0.0,1096.53,1.0,1.0,1.0,0.0,0.0386
,,,,,,,,
8850,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8854,0.0,0.0,1097.34,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8934,6.0,0.0,1095.49,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8887,9.0,0.0,1094.59,1.0,1.0,1.0,0.0,0.0601
,,,,,,,,
8930,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8975,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8962,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8865,6.0,0.0,1095.51,1.0,1.0,1.0,0.0,0.0499
,,,,,,,,
8612,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8832,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8761,0.0,0.0,1097.37,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8809,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8926,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8280,0.0,0.0,1097.52,1.0,1.0,1.0,0.0,0.0276
,,,,,,,,
8506,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8915,0.0,0.0,1097.33,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8974,3.0,1.0,1066.47,1.0,1.0,1.0,0.0,0.3725
,,,,,,,,
8850,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8740,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8385,0.0,0.0,1097.48,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8496,3.0,0.0,1096.54,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8937,6.0,0.0,1095.49,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8955,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8874,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8676,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8662,3.0,0.0,1096.49,1.0,1.0,1.0,0.0,0.039
,,,,,,,,
8628,3.0,0.0,1096.5,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8460,0.0,0.0,1097.46,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8982,0.0,0.0,1097.31,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8553,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8774,6.0,0.0,1095.54,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8931,0.0,1.0,1067.4,1.0,1.0,1.0,0.0,0.3622
,,,,,,,,
8373,0.0,0.0,1097.49,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8442,0.0,0.0,1097.47,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8721,0.0,0.0,1097.38,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8889,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8488,0.0,0.0,1097.45,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8763,6.0,0.0,1095.54,1.0,1.0,1.0,0.0,0.0495
,,,,,,,,
8829,0.0,0.0,1097.35,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8780,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8953,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8465,0.0,0.0,1097.46,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8513,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8757,0.0,0.0,1097.37,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8841,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8758,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8906,3.0,0.0,1096.41,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8776,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8023,0.0,0.0,1097.6,1.0,1.0,1.0,0.0,0.0267
,,,,,,,,
8775,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8235,0.0,0.0,1097.52,1.0,1.0,1.0,0.0,0.0275
,,,,,,,,
8595,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8876,3.0,0.0,1096.42,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8698,3.0,0.0,1096.47,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8345,3.0,0.0,1096.58,1.0,1.0,1.0,0.0,0.038
,,,,,,,,
8760,0.0,0.0,1097.37,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8589,0.0,0.0,1097.43,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8500,0.0,0.0,1097.45,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
7825,0.0,0.0,1097.65,1.0,1.0,1.0,0.0,0.0261
,,,,,,,,
8793,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8766,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8943,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8441,0.0,0.0,1097.47,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8788,0.0,0.0,1097.36,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8394,0.0,0.0,1097.48,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8321,0.0,0.0,1097.51,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8589,3.0,0.0,1096.51,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8955,0.0,1.0,1067.39,1.0,1.0,1.0,0.0,0.3623
,,,,,,,,
8112,2.0,1.0,1066.92,1.0,1.0,1.0,0.0,0.3662
,,,,,,,,
8881,6.0,0.0,1095.51,1.0,1.0,1.0,0.0,0.0499
,,,,,,,,
8942,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8708,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8872,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8950,3.0,0.0,1096.4,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8873,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8264,0.0,0.0,1097.52,1.0,1.0,1.0,0.0,0.0275
,,,,,,,,
8508,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8528,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8863,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8339,0.0,0.0,1097.5,1.0,1.0,1.0,0.0,0.0278
,,,,,,,,
8702,3.0,0.0,1096.47,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8767,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8626,3.0,1.0,1066.58,1.0,1.0,1.0,0.0,0.3713
,,,,,,,,
8759,3.0,0.0,1096.45,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8976,0.0,1.0,1067.39,1.0,1.0,1.0,0.0,0.3623
,,,,,,,,
8529,0.0,0.0,1097.44,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8834,3.0,0.0,1096.44,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8386,0.0,0.0,1097.48,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8695,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8710,3.0,0.0,1096.47,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8710,0.0,0.0,1097.39,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8867,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8598,0.0,0.0,1097.42,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8359,3.0,0.0,1096.58,1.0,1.0,1.0,0.0,0.038
,,,,,,,,
8667,0.0,0.0,1097.4,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8575,3.0,0.0,1096.51,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8846,3.0,0.0,1096.43,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
