capital-gain,hours-per-week,educational-num,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
8820,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8892,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8890,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8945,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8873,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8941,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8803,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8842,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8743,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8770,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8921,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8720,0.0,1.0,1064.13,1.0,1.0,1.0,0.0,0.2174
,,,,,,,,
8827,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8910,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8807,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8947,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8954,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8545,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8738,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8935,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8644,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8128,0.0,0.0,1073.64,1.0,1.0,1.0,0.0,0.0271
,,,,,,,,
8864,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8759,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8904,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8913,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8868,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8634,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8660,3.0,0.0,1073.05,1.0,1.0,1.0,0.0,0.039
,,,,,,,,
8824,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8857,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8762,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8905,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8680,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8537,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8944,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8928,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8485,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8889,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8857,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8901,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8926,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8468,0.0,0.0,1073.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8629,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8926,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8768,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8631,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8978,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8987,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8883,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8552,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0387
,,,,,,,,
8900,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8867,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8618,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8754,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8476,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8962,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8907,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8951,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8909,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8891,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8965,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8881,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8814,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8819,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8812,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8886,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8691,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8625,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8714,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8908,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8950,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8758,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8711,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8944,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8749,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8794,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8797,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8934,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8600,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8936,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8953,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8605,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8920,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8911,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8640,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8866,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8582,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8698,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8689,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8948,0.0,1.0,1064.09,1.0,1.0,1.0,0.0,0.2182
,,,,,,,,
8891,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8742,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8361,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8902,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8941,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8832,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8777,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8762,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8943,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8980,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8957,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8652,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8595,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8732,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8870,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8772,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8741,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8970,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8794,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8840,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8773,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8643,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8969,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8870,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8897,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8904,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8846,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8830,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8947,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8963,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8834,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8897,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8839,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8800,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8831,6.0,0.0,1072.51,1.0,1.0,1.0,0.0,0.0498
,,,,,,,,
8828,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8912,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8816,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8796,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8972,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8958,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8804,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8880,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8813,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8964,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8614,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8894,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8974,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8736,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8919,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8786,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8971,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8960,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8919,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8989,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8936,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8916,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8790,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8795,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8945,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8745,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8787,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8977,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8527,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8510,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8879,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8885,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8862,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8240,0.0,0.0,1073.62,1.0,1.0,1.0,0.0,0.0275
,,,,,,,,
8991,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8894,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8984,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8948,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8932,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8628,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8981,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8617,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8518,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8982,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8988,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8802,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8992,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8985,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8986,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8990,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8994,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8970,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8993,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8995,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8996,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.03
,,,,,,,,
8770,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8869,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8764,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8869,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8984,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8679,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8831,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8968,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8976,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8676,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8793,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8950,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8780,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8772,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8752,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8832,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8833,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8967,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8974,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8878,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8977,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8922,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8734,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8863,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8706,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8930,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8664,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8769,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8792,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8581,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8808,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8849,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8859,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8853,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8837,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8952,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8931,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8783,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8850,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8845,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8724,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8892,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8876,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8639,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8333,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0278
,,,,,,,,
8348,3.0,0.0,1073.1,1.0,1.0,1.0,0.0,0.038
,,,,,,,,
8782,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8673,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8632,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8905,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8799,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8573,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8068,3.0,0.0,1073.14,1.0,1.0,1.0,0.0,0.0371
,,,,,,,,
8737,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8941,0.0,1.0,1064.09,1.0,1.0,1.0,0.0,0.2182
,,,,,,,,
8756,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8971,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0401
,,,,,,,,
8452,0.0,0.0,1073.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8911,0.0,1.0,1064.1,1.0,1.0,1.0,0.0,0.2181
,,,,,,,,
8596,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8940,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8164,0.0,0.0,1073.64,1.0,1.0,1.0,0.0,0.0272
,,,,,,,,
8539,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8849,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8535,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8479,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8660,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8794,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8958,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8864,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8804,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8558,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8647,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8766,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8419,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8800,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8579,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8840,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8776,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8662,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8486,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8907,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.05
,,,,,,,,
8712,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8875,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8719,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8909,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8868,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8590,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8693,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8845,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8578,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8747,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8604,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8834,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8365,3.0,0.0,1073.1,1.0,1.0,1.0,0.0,0.0381
,,,,,,,,
8899,0.0,1.0,1064.1,1.0,1.0,1.0,0.0,0.218
,,,,,,,,
8651,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8609,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8453,0.0,0.0,1073.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8916,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8732,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8728,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8872,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8935,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8833,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8873,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8730,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8867,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8888,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8602,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8570,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8150,3.0,0.0,1073.14,1.0,1.0,1.0,0.0,0.0373
,,,,,,,,
8320,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8612,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8606,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
7874,0.0,0.0,1073.69,1.0,1.0,1.0,0.0,0.0262
,,,,,,,,
8579,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8742,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8454,0.0,0.0,1073.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8810,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8937,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
