capital-gain,hours-per-week,educational-num,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
8637,3.0,0.0,1073.05,1.0,1.0,1.0,0.0,0.039
,,,,,,,,
8896,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8497,5.0,0.0,1072.74,1.0,1.0,1.0,0.0,0.0453
,,,,,,,,
8792,9.0,0.0,1072.01,1.0,1.0,1.0,0.0,0.0598
,,,,,,,,
7539,3.0,0.0,1073.24,1.0,1.0,1.0,0.0,0.0353
,,,,,,,,
8478,8.0,0.0,1072.13,1.0,1.0,1.0,0.0,0.0554
,,,,,,,,
8803,2.0,1.0,1063.78,1.0,1.0,1.0,0.0,0.2245
,,,,,,,,
8671,0.0,1.0,1064.14,1.0,1.0,1.0,0.0,0.2173
,,,,,,,,
8367,3.0,0.0,1073.1,1.0,1.0,1.0,0.0,0.0381
,,,,,,,,
8130,2.0,0.0,1073.18,1.0,1.0,1.0,0.0,0.0339
,,,,,,,,
8335,1.0,0.0,1073.44,1.0,1.0,1.0,0.0,0.0312
,,,,,,,,
8669,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8766,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8646,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8357,4.0,0.0,1072.84,1.0,1.0,1.0,0.0,0.0414
,,,,,,,,
8760,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8809,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8514,3.0,0.0,1073.08,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8058,3.0,0.0,1073.15,1.0,1.0,1.0,0.0,0.037
,,,,,,,,
8496,0.0,0.0,1073.46,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8731,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8715,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
7604,3.0,0.0,1073.22,1.0,1.0,1.0,0.0,0.0355
,,,,,,,,
8701,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8788,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8636,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8712,3.0,1.0,1063.62,1.0,1.0,1.0,0.0,0.2276
,,,,,,,,
8908,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
7811,0.0,0.0,1073.7,1.0,1.0,1.0,0.0,0.026
,,,,,,,,
8802,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8523,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8468,4.0,1.0,1063.49,1.0,1.0,1.0,0.0,0.2302
,,,,,,,,
8402,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8308,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8525,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8683,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8717,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8865,9.0,0.0,1072.0,1.0,1.0,1.0,0.0,0.0601
,,,,,,,,
8771,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8311,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0277
,,,,,,,,
8937,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8557,6.0,0.0,1072.44,1.0,1.0,1.0,0.0,0.0489
,,,,,,,,
8261,5.0,0.0,1072.78,1.0,1.0,1.0,0.0,0.0445
,,,,,,,,
7622,2.0,3.0,1065.94,1.0,1.0,1.0,0.0,0.1766
,,,,,,,,
7970,0.0,0.0,1073.67,1.0,1.0,1.0,0.0,0.0266
,,,,,,,,
8452,2.0,0.0,1073.26,1.0,1.0,1.0,0.0,0.0349
,,,,,,,,
8710,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8847,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
7664,1.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8863,0.0,0.0,1073.39,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8859,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8718,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8730,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8787,0.0,1.0,1064.11,1.0,1.0,1.0,0.0,0.2177
,,,,,,,,
8661,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8724,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8505,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8915,5.0,0.0,1072.67,1.0,1.0,1.0,0.0,0.0467
,,,,,,,,
8825,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8560,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8858,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
9986,0.0,0.0,1073.33,1.0,1.0,1.0,0.0,0.0333
,,,,,,,,
8737,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
8935,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8825,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8336,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0278
,,,,,,,,
8955,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8695,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8810,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8923,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8721,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8694,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8860,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8458,0.0,0.0,1073.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8903,9.0,1.0,1062.58,1.0,1.0,1.0,0.0,0.2485
,,,,,,,,
8861,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8567,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8480,0.0,0.0,1073.45,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8767,0.0,1.0,1064.12,1.0,1.0,1.0,0.0,0.2176
,,,,,,,,
8444,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8185,0.0,0.0,1073.64,1.0,1.0,1.0,0.0,0.0273
,,,,,,,,
8561,5.0,0.0,1072.72,1.0,1.0,1.0,0.0,0.0455
,,,,,,,,
8521,9.0,0.0,1072.06,1.0,1.0,1.0,0.0,0.0589
,,,,,,,,
8685,0.0,0.0,1073.41,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8498,3.0,0.0,1073.08,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8778,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8930,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8877,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8781,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8195,0.0,0.0,1073.64,1.0,1.0,1.0,0.0,0.0273
,,,,,,,,
8883,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8657,6.0,0.0,1072.54,1.0,1.0,1.0,0.0,0.0492
,,,,,,,,
8753,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8844,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8822,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8499,6.0,0.0,1072.56,1.0,1.0,1.0,0.0,0.0487
,,,,,,,,
8806,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8748,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8401,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8716,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
10115,0.0,0.0,1073.32,1.0,1.0,1.0,0.0,0.0337
,,,,,,,,
8656,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8847,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8922,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8540,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8889,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8938,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8591,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8893,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8441,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8824,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8513,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8785,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8729,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8887,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8940,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8239,3.0,1.0,1063.7,1.0,1.0,1.0,0.0,0.226
,,,,,,,,
8872,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8856,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8923,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8603,6.0,0.0,1072.55,1.0,1.0,1.0,0.0,0.049
,,,,,,,,
8729,5.0,0.0,1072.69,1.0,1.0,1.0,0.0,0.0461
,,,,,,,,
8917,2.0,1.0,1063.76,1.0,1.0,1.0,0.0,0.2249
,,,,,,,,
8375,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8898,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8625,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8949,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8701,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8956,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8884,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8957,6.0,0.0,1072.49,1.0,1.0,1.0,0.0,0.0502
,,,,,,,,
8742,0.0,1.0,1064.12,1.0,1.0,1.0,0.0,0.2175
,,,,,,,,
8677,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8751,6.0,0.0,1072.53,1.0,1.0,1.0,0.0,0.0495
,,,,,,,,
8727,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8811,0.0,1.0,1064.11,1.0,1.0,1.0,0.0,0.2177
,,,,,,,,
8775,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8805,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8707,0.0,1.0,1064.13,1.0,1.0,1.0,0.0,0.2174
,,,,,,,,
8848,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8871,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8708,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8863,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0499
,,,,,,,,
8773,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8619,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8967,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8931,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8972,9.0,0.0,1071.98,1.0,1.0,1.0,0.0,0.0604
,,,,,,,,
8854,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8258,0.0,0.0,1073.62,1.0,1.0,1.0,0.0,0.0275
,,,,,,,,
8507,6.0,0.0,1072.56,1.0,1.0,1.0,0.0,0.0487
,,,,,,,,
8882,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8504,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8697,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8765,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8914,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8750,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8702,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8933,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8978,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8878,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8362,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
8851,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8744,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8340,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0278
,,,,,,,,
8837,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8502,2.0,0.0,1073.24,1.0,1.0,1.0,0.0,0.0351
,,,,,,,,
8925,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8903,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8518,3.0,0.0,1073.07,1.0,1.0,1.0,0.0,0.0386
,,,,,,,,
8948,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8494,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8687,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8784,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8812,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0497
,,,,,,,,
8829,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8895,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8809,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8274,0.0,0.0,1073.62,1.0,1.0,1.0,0.0,0.0276
,,,,,,,,
8273,0.0,0.0,1073.62,1.0,1.0,1.0,0.0,0.0276
,,,,,,,,
8917,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8695,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8722,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8908,9.0,0.0,1071.99,1.0,1.0,1.0,0.0,0.0602
,,,,,,,,
8976,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8764,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8339,3.0,0.0,1073.1,1.0,1.0,1.0,0.0,0.038
,,,,,,,,
8920,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8875,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8594,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8680,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8927,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8957,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8697,0.0,0.0,1073.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8852,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8876,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8946,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8961,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8593,0.0,0.0,1073.57,1.0,1.0,1.0,0.0,0.0286
,,,,,,,,
8763,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8755,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8690,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8797,3.0,0.0,1073.03,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8821,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8492,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8779,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8533,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8898,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8599,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8808,0.0,1.0,1064.11,1.0,1.0,1.0,0.0,0.2177
,,,,,,,,
8865,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8918,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8938,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
8789,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8841,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8929,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8903,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8362,0.0,1.0,1064.19,1.0,1.0,1.0,0.0,0.2162
,,,,,,,,
8427,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8424,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8626,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8812,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8536,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8868,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0499
,,,,,,,,
8508,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8885,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8874,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8390,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8818,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8899,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8943,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8811,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0497
,,,,,,,,
8843,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8817,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8673,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0391
,,,,,,,,
8624,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8855,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8842,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8939,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8953,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8433,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8397,0.0,0.0,1073.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8720,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8616,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8952,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8861,3.0,0.0,1073.02,1.0,1.0,1.0,0.0,0.0397
,,,,,,,,
8836,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8927,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8594,3.0,0.0,1073.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8968,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8979,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8880,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8884,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8652,3.0,0.0,1073.05,1.0,1.0,1.0,0.0,0.039
,,,,,,,,
8563,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8928,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8946,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8094,3.0,1.0,1063.72,1.0,1.0,1.0,0.0,0.2255
,,,,,,,,
8204,0.0,0.0,1073.64,1.0,1.0,1.0,0.0,0.0273
,,,,,,,,
7908,0.0,0.0,1073.68,1.0,1.0,1.0,0.0,0.0264
,,,,,,,,
8915,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8668,0.0,1.0,1064.0,1.0,1.0,1.0,0.0,0.2173
,,,,,,,,
8864,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0499
,,,,,,,,
8949,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8888,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8964,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8256,3.0,0.0,1073.11,1.0,1.0,1.0,0.0,0.0377
,,,,,,,,
8906,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8911,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.0399
,,,,,,,,
8739,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8966,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8959,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8881,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,
8983,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8879,3.0,0.0,1073.01,1.0,1.0,1.0,0.0,0.0398
,,,,,,,,
8767,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8959,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8350,0.0,0.0,1073.61,1.0,1.0,1.0,0.0,0.0278
,,,,,,,,
8823,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8828,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8653,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8939,3.0,0.0,1073.0,1.0,1.0,1.0,0.0,0.04
,,,,,,,,
8733,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8721,0.0,0.0,1073.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8924,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8819,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0497
,,,,,,,,
8770,6.0,0.0,1072.52,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8654,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8838,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0295
,,,,,,,,
8270,0.0,0.0,1073.62,1.0,1.0,1.0,0.0,0.0276
,,,,,,,,
8920,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8912,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8700,3.0,0.0,1073.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8498,0.0,0.0,1073.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8973,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8645,0.0,0.0,1073.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8906,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8975,0.0,0.0,1073.5,1.0,1.0,1.0,0.0,0.0299
,,,,,,,,
8821,0.0,0.0,1073.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8901,0.0,0.0,1073.52,1.0,1.0,1.0,0.0,0.0297
,,,,,,,,
8942,0.0,0.0,1073.51,1.0,1.0,1.0,0.0,0.0298
,,,,,,,,
8916,6.0,0.0,1072.5,1.0,1.0,1.0,0.0,0.0501
,,,,,,,,
