capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
1894.0,6.0,1.0,,,,,,
8327,10.0,1.0,,,,,,
,,,,,,,,
5599.0,16.0,2.0,,,,,,
1827.0,3.0,0.0,,,,,,
7773,3.0,0.0,1227.82,0.95,0.95,0.95,0.0,0.1631
0.0,2.0,0.0,,,,,,
2821.0,3.0,1.0,,,,,,
,,,,,,,,
7989,0.0,1.0,,,,,,
1416.0,3.0,0.0,,,,,,
0.0,3.0,0.0,1203.23,0.87,0.79,0.83,0.08,0.1563
5314.0,8.0,1.0,,,,,,
0.0,6.0,0.0,,,,,,
,,,,,,,,
8581,0.0,0.0,,,,,,
2946.0,0.0,0.0,1207.05,0.99,0.99,0.99,0.0,0.0161
2984.0,0.0,0.0,,,,,,
,,,,,,,,
8573,6.0,0.0,,,,,,
2946.0,3.0,0.0,,,,,,
0.0,3.0,2.0,1228.98,0.99,0.99,0.99,0.0,0.2169
0.0,0.0,1.0,,,,,,
2971.0,0.0,2.0,,,,,,
,,,,,,,,
5529.0,4.0,2.0,,,,,,
241.0,6.0,2.0,,,,,,
0.0,5.0,1.0,1184.98,0.87,0.79,0.83,0.08,0.3591
5811.0,5.0,2.0,,,,,,
7864,1.0,1.0,,,,,,
,,,,,,,,
5846.0,8.0,1.0,,,,,,
5975.0,9.0,1.0,,,,,,
2805.0,12.0,2.0,1212.03,0.98,0.99,0.98,0.01,0.3786
2764.0,6.0,4.0,,,,,,
8849,11.0,4.0,,,,,,
,,,,,,,,
8581,0.0,1.0,,,,,,
2898.0,6.0,0.0,,,,,,
2979.0,0.0,0.0,1206.6,0.96,0.97,0.96,0.01,0.1833
0.0,0.0,1.0,,,,,,
,,,,,,,,
5938.0,6.0,5.0,,,,,,
7857,8.0,6.0,,,,,,
0.0,6.0,2.0,1206.57,0.93,0.93,0.93,0.0,0.3659
2682.0,9.0,5.0,,,,,,
2921.0,8.0,2.0,,,,,,
,,,,,,,,
8529,8.0,2.0,,,,,,
0.0,0.0,1.0,,,,,,
0.0,3.0,0.0,1225.12,0.97,0.98,0.97,0.01,0.2164
0.0,0.0,1.0,,,,,,
