capital-gain,hours-per-week,educational-num,Reward,Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
,,,,,,,,
9860,3.0,0.0,1033.51,1.0,1.0,1.0,0.0,0.043
,,,,,,,,
7457,3.0,0.0,1034.98,1.0,1.0,1.0,0.0,0.035
,,,,,,,,
8996,3.0,3.0,1030.6,1.0,1.0,1.0,0.0,0.1881
,,,,,,,,
9666,19.0,5.0,1027.51,1.0,1.0,1.0,0.0,0.2021
,,,,,,,,
7927,3.0,0.0,1038.17,1.0,1.0,1.0,0.0,0.0366
,,,,,,,,
8822,0.0,1.0,1028.92,1.0,1.0,1.0,0.0,0.2215
,,,,,,,,
8335,0.0,2.0,1022.0,1.0,1.0,1.0,0.0,0.1977
,,,,,,,,
7615,5.0,0.0,1033.52,1.0,1.0,1.0,0.0,0.0423
,,,,,,,,
7887,3.0,0.0,1038.17,1.0,1.0,1.0,0.0,0.0365
,,,,,,,,
8042,3.0,2.0,1024.78,1.0,1.0,1.0,0.0,0.2069
,,,,,,,,
8104,2.0,0.0,1032.08,1.0,1.0,1.0,0.0,0.0338
,,,,,,,,
8003,6.0,3.0,1029.85,1.0,1.0,1.0,0.0,0.1949
,,,,,,,,
7727,0.0,1.0,1026.6,1.0,1.0,1.0,0.0,0.2178
,,,,,,,,
8295,8.0,2.0,1022.78,1.0,1.0,1.0,0.0,0.2247
,,,,,,,,
7193,31.0,6.0,1026.61,1.0,1.0,1.0,0.0,0.2141
,,,,,,,,
8339,4.0,1.0,1028.33,1.0,1.0,1.0,0.0,0.2334
,,,,,,,,
8002,6.0,3.0,1026.96,1.0,1.0,1.0,0.0,0.1949
,,,,,,,,
7847,8.0,1.0,1025.82,1.0,1.0,1.0,0.0,0.2453
,,,,,,,,
8390.0,36.0,3.0,,,,,,
9715,0.0,3.0,1062.65,2.0,2.0,2.0,0.0,0.2385
,,,,,,,,
8335,8.0,0.0,1037.26,1.0,1.0,1.0,0.0,0.0549
,,,,,,,,
7176,3.0,0.0,1036.31,1.0,1.0,1.0,0.0,0.0341
,,,,,,,,
8262,3.0,0.0,1038.08,1.0,1.0,1.0,0.0,0.0377
,,,,,,,,
9173,5.0,1.0,1025.73,1.0,1.0,1.0,0.0,0.2396
,,,,,,,,
8751,3.0,0.0,1038.03,1.0,1.0,1.0,0.0,0.0393
,,,,,,,,
9146,1.0,0.0,1032.38,1.0,1.0,1.0,0.0,0.0339
,,,,,,,,
8205,15.0,2.0,1025.9,1.0,1.0,1.0,0.0,0.2481
,,,,,,,,
8816,20.0,2.0,1022.52,1.0,1.0,1.0,0.0,0.267
,,,,,,,,
7179,4.0,0.0,1037.97,1.0,1.0,1.0,0.0,0.0375
,,,,,,,,
7476,0.0,0.0,1036.47,1.0,1.0,1.0,0.0,0.0249
,,,,,,,,
8775,0.0,0.0,1038.53,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8948,8.0,1.0,1027.37,1.0,1.0,1.0,0.0,0.249
,,,,,,,,
9519,6.0,0.0,1037.4,1.0,1.0,1.0,0.0,0.0521
,,,,,,,,
7802,0.0,0.0,1036.7,1.0,1.0,1.0,0.0,0.026
,,,,,,,,
7558,5.0,0.0,1034.09,1.0,1.0,1.0,0.0,0.0421
,,,,,,,,
8166,0.0,3.0,1028.93,1.0,1.0,1.0,0.0,0.1751
,,,,,,,,
7667,6.0,0.0,1037.7,1.0,1.0,1.0,0.0,0.0459
,,,,,,,,
99999.0,29.0,1.0,,,,,,
10400,3.0,2.0,1055.02,2.0,2.0,2.0,0.0,0.4187
,,,,,,,,
8886,5.0,1.0,1027.89,1.0,1.0,1.0,0.0,0.2386
,,,,,,,,
7470,15.0,0.0,1034.12,1.0,1.0,1.0,0.0,0.0757
,,,,,,,,
7955,0.0,1.0,1026.77,1.0,1.0,1.0,0.0,0.2186
,,,,,,,,
7633,6.0,1.0,1027.81,1.0,1.0,1.0,0.0,0.2378
,,,,,,,,
8171,28.0,5.0,1026.45,1.0,1.0,1.0,0.0,0.2272
,,,,,,,,
7787,10.0,1.0,1025.31,1.0,1.0,1.0,0.0,0.2519
,,,,,,,,
7958,8.0,4.0,1025.99,1.0,1.0,1.0,0.0,0.1798
,,,,,,,,
8431,1.0,4.0,1030.56,1.0,1.0,1.0,0.0,0.1577
,,,,,,,,
7982,3.0,2.0,1029.66,1.0,1.0,1.0,0.0,0.2067
,,,,,,,,
7175,15.0,4.0,1029.32,1.0,1.0,1.0,0.0,0.2009
,,,,,,,,
9167,0.0,0.0,1037.91,1.0,1.0,1.0,0.0,0.0306
,,,,,,,,
7936,3.0,1.0,1026.49,1.0,1.0,1.0,0.0,0.2287
,,,,,,,,
7332,39.0,4.0,1023.16,1.0,1.0,1.0,0.0,0.2813
,,,,,,,,
8388,4.0,0.0,1037.83,1.0,1.0,1.0,0.0,0.0415
,,,,,,,,
7781,13.0,2.0,1027.93,1.0,1.0,1.0,0.0,0.2399
,,,,,,,,
7905,8.0,2.0,1028.77,1.0,1.0,1.0,0.0,0.2234
,,,,,,,,
7687,0.0,1.0,1029.12,1.0,1.0,1.0,0.0,0.2177
,,,,,,,,
8796,6.0,2.0,1028.92,1.0,1.0,1.0,0.0,0.2196
,,,,,,,,
7179.0,11,1.0,1027.34,1.0,1.0,1.0,0.0,0.2533
,,,,,,,,
8690,0.0,2.0,1030.06,1.0,1.0,1.0,0.0,0.1989
,,,,,,,,
8228,0.0,0.0,1036.75,1.0,1.0,1.0,0.0,0.0274
,,,,,,,,
8407,6.0,3.0,1030.09,1.0,1.0,1.0,0.0,0.1963
,,,,,,,,
8305,3.0,0.0,1038.1,1.0,1.0,1.0,0.0,0.0379
,,,,,,,,
7432,3.0,0.0,1038.16,1.0,1.0,1.0,0.0,0.0349
,,,,,,,,
8531,13.0,2.0,1027.88,1.0,1.0,1.0,0.0,0.2424
,,,,,,,,
7439.0,6,1.0,1027.98,1.0,1.0,1.0,0.0,0.2372
,,,,,,,,
8340,3.0,0.0,1037.7,1.0,1.0,1.0,0.0,0.038
,,,,,,,,
7173,3.0,0.0,1038.3,1.0,1.0,1.0,0.0,0.0341
,,,,,,,,
8199,9.0,0.0,1037.02,1.0,1.0,1.0,0.0,0.0578
,,,,,,,,
8633,4.0,1.0,1028.28,1.0,1.0,1.0,0.0,0.2344
,,,,,,,,
8225,5.0,1.0,1028.18,1.0,1.0,1.0,0.0,0.2364
,,,,,,,,
8863,12.0,2.0,1027.69,1.0,1.0,1.0,0.0,0.2401
,,,,,,,,
9673,2.0,1.0,1026.12,1.0,1.0,1.0,0.0,0.2311
,,,,,,,,
7982,3.0,1.0,1028.56,1.0,1.0,1.0,0.0,0.2288
,,,,,,,,
8650,9.0,4.0,1028.8,1.0,1.0,1.0,0.0,0.1855
,,,,,,,,
8759,0.0,0.0,1038.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8180,24.0,6.0,1027.96,1.0,1.0,1.0,0.0,0.1941
,,,,,,,,
7578,36.0,3.0,1021.68,1.0,1.0,1.0,0.0,0.294
,,,,,,,,
8575,3.0,0.0,1038.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8485,6.0,5.0,1032.3,1.0,1.0,1.0,0.0,0.1541
,,,,,,,,
8763,9.0,1.0,1027.41,1.0,1.0,1.0,0.0,0.2518
,,,,,,,,
8526,6.0,2.0,1029.06,1.0,1.0,1.0,0.0,0.2187
,,,,,,,,
8516,9.0,0.0,1035.14,1.0,1.0,1.0,0.0,0.0589
,,,,,,,,
8720,9.0,0.0,1036.92,1.0,1.0,1.0,0.0,0.0596
,,,,,,,,
8799,5.0,0.0,1037.68,1.0,1.0,1.0,0.0,0.0463
,,,,,,,,
8124,5.0,0.0,1037.8,1.0,1.0,1.0,0.0,0.044
,,,,,,,,
10018,0.0,1.0,1023.86,1.0,1.0,1.0,0.0,0.2255
,,,,,,,,
8595,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8459,11.0,2.0,1025.9,1.0,1.0,1.0,0.0,0.2354
,,,,,,,,
7324,0.0,0.0,1038.78,1.0,1.0,1.0,0.0,0.0244
,,,,,,,,
8603,3.0,0.0,1038.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
7737,0.0,0.0,1038.71,1.0,1.0,1.0,0.0,0.0258
,,,,,,,,
8094,9.0,1.0,1025.6,1.0,1.0,1.0,0.0,0.2495
,,,,,,,,
8485,6.0,2.0,1029.08,1.0,1.0,1.0,0.0,0.2185
,,,,,,,,
8714,0.0,2.0,1030.06,1.0,1.0,1.0,0.0,0.1989
,,,,,,,,
8613,5.0,5.0,1032.44,1.0,1.0,1.0,0.0,0.1511
,,,,,,,,
8426,2.0,0.0,1038.26,1.0,1.0,1.0,0.0,0.0349
,,,,,,,,
8071,3.0,0.0,1038.15,1.0,1.0,1.0,0.0,0.0371
,,,,,,,,
8796,6.0,1.0,1027.92,1.0,1.0,1.0,0.0,0.2417
,,,,,,,,
8223,12.0,1.0,1027.0,1.0,1.0,1.0,0.0,0.2601
,,,,,,,,
8362,9.0,1.0,1027.48,1.0,1.0,1.0,0.0,0.2504
,,,,,,,,
8777,6.0,0.0,1037.52,1.0,1.0,1.0,0.0,0.0496
,,,,,,,,
8505,3.0,0.0,1038.08,1.0,1.0,1.0,0.0,0.0385
,,,,,,,,
8182,3.0,0.0,1038.03,1.0,1.0,1.0,0.0,0.0374
,,,,,,,,
8589,0.0,1.0,1028.96,1.0,1.0,1.0,0.0,0.2207
,,,,,,,,
8044,14.0,1.0,1026.6,1.0,1.0,1.0,0.0,0.2663
,,,,,,,,
8814,5.0,0.0,1037.68,1.0,1.0,1.0,0.0,0.0463
,,,,,,,,
8542,0.0,0.0,1038.58,1.0,1.0,1.0,0.0,0.0285
,,,,,,,,
8802,0.0,0.0,1038.53,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8893,9.0,0.0,1036.99,1.0,1.0,1.0,0.0,0.0601
,,,,,,,,
7757,0.0,0.0,1038.7,1.0,1.0,1.0,0.0,0.0259
,,,,,,,,
8441,0.0,0.0,1038.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8383,3.0,0.0,1038.1,1.0,1.0,1.0,0.0,0.0381
,,,,,,,,
8637,3.0,0.0,1038.05,1.0,1.0,1.0,0.0,0.039
,,,,,,,,
8687,0.0,0.0,1038.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8070,2.0,1.0,1028.72,1.0,1.0,1.0,0.0,0.2257
,,,,,,,,
8584,2.0,0.0,1038.23,1.0,1.0,1.0,0.0,0.0354
,,,,,,,,
8705,2.0,0.0,1038.21,1.0,1.0,1.0,0.0,0.0358
,,,,,,,,
8344,2.0,0.0,1038.27,1.0,1.0,1.0,0.0,0.0346
,,,,,,,,
8513,0.0,0.0,1038.58,1.0,1.0,1.0,0.0,0.0284
,,,,,,,,
8533,3.0,1.0,1028.46,1.0,1.0,1.0,0.0,0.2307
,,,,,,,,
8519,2.0,0.0,1038.24,1.0,1.0,1.0,0.0,0.0352
,,,,,,,,
8790,0.0,0.0,1038.53,1.0,1.0,1.0,0.0,0.0293
,,,,,,,,
8126,10.0,2.0,1024.29,1.0,1.0,1.0,0.0,0.2309
,,,,,,,,
8782,8.0,0.0,1037.18,1.0,1.0,1.0,0.0,0.0564
,,,,,,,,
8728,0.0,0.0,1038.54,1.0,1.0,1.0,0.0,0.0291
,,,,,,,,
8615,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8132,5.0,0.0,1037.8,1.0,1.0,1.0,0.0,0.044
,,,,,,,,
7763,3.0,0.0,1038.2,1.0,1.0,1.0,0.0,0.036
,,,,,,,,
8800,9.0,0.0,1036.91,1.0,1.0,1.0,0.0,0.0598
,,,,,,,,
8714,3.0,0.0,1038.04,1.0,1.0,1.0,0.0,0.0392
,,,,,,,,
8692,0.0,0.0,1038.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
7906,0.0,1.0,1029.08,1.0,1.0,1.0,0.0,0.2184
,,,,,,,,
7342,18.0,1.0,1026.12,1.0,1.0,1.0,0.0,0.2775
,,,,,,,,
8585,3.0,0.0,1038.06,1.0,1.0,1.0,0.0,0.0388
,,,,,,,,
8737,6.0,0.0,1037.52,1.0,1.0,1.0,0.0,0.0495
,,,,,,,,
8413,0.0,0.0,1038.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8755,3.0,1.0,1028.43,1.0,1.0,1.0,0.0,0.2314
,,,,,,,,
8807,3.0,0.0,1038.02,1.0,1.0,1.0,0.0,0.0395
,,,,,,,,
8831,6.0,0.0,1037.51,1.0,1.0,1.0,0.0,0.0498
,,,,,,,,
8721,9.0,0.0,1037.02,1.0,1.0,1.0,0.0,0.0596
,,,,,,,,
8100,0.0,0.0,1038.65,1.0,1.0,1.0,0.0,0.027
,,,,,,,,
8115,0.0,2.0,1030.07,1.0,1.0,1.0,0.0,0.197
,,,,,,,,
8724,3.0,1.0,1028.44,1.0,1.0,1.0,0.0,0.2313
,,,,,,,,
7692,11.0,2.0,1028.36,1.0,1.0,1.0,0.0,0.2328
,,,,,,,,
8468,0.0,0.0,1038.59,1.0,1.0,1.0,0.0,0.0282
,,,,,,,,
8255,0.0,0.0,1038.62,1.0,1.0,1.0,0.0,0.0275
,,,,,,,,
7905,3.0,0.0,1038.17,1.0,1.0,1.0,0.0,0.0365
,,,,,,,,
8787,12.0,0.0,1036.5,1.0,1.0,1.0,0.0,0.07
,,,,,,,,
8418,0.0,0.0,1038.6,1.0,1.0,1.0,0.0,0.0281
,,,,,,,,
8254,0.0,1.0,1029.02,1.0,1.0,1.0,0.0,0.2196
,,,,,,,,
8501,2.0,0.0,1038.24,1.0,1.0,1.0,0.0,0.0351
,,,,,,,,
8819,3.0,0.0,1038.02,1.0,1.0,1.0,0.0,0.0396
,,,,,,,,
8612,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0287
,,,,,,,,
8406,0.0,0.0,1038.6,1.0,1.0,1.0,0.0,0.028
,,,,,,,,
8430,3.0,0.0,1038.08,1.0,1.0,1.0,0.0,0.0383
,,,,,,,,
8172,0.0,0.0,1038.64,1.0,1.0,1.0,0.0,0.0272
,,,,,,,,
8343,0.0,1.0,1029.0,1.0,1.0,1.0,0.0,0.2199
,,,,,,,,
8012,0.0,0.0,1038.66,1.0,1.0,1.0,0.0,0.0267
,,,,,,,,
8770,3.0,0.0,1038.03,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,
8680,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8176,0.0,0.0,1038.64,1.0,1.0,1.0,0.0,0.0273
,,,,,,,,
8824,7.0,0.0,1037.34,1.0,1.0,1.0,0.0,0.0531
,,,,,,,,
8839,6.0,0.0,1037.51,1.0,1.0,1.0,0.0,0.0498
,,,,,,,,
8861,2.0,0.0,1038.18,1.0,1.0,1.0,0.0,0.0363
,,,,,,,,
10068,0.0,0.0,1038.32,1.0,1.0,1.0,0.0,0.0336
,,,,,,,,
8829,6.0,0.0,1037.51,1.0,1.0,1.0,0.0,0.0498
,,,,,,,,
8475,0.0,0.0,1038.58,1.0,1.0,1.0,0.0,0.0283
,,,,,,,,
8504,5.0,0.0,1037.74,1.0,1.0,1.0,0.0,0.0453
,,,,,,,,
8572,8.0,0.0,1037.22,1.0,1.0,1.0,0.0,0.0557
,,,,,,,,
8610,0.0,1.0,1028.96,1.0,1.0,1.0,0.0,0.2208
,,,,,,,,
8705,0.0,0.0,1038.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8676,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8623,3.0,0.0,1038.06,1.0,1.0,1.0,0.0,0.0389
,,,,,,,,
8771,0.0,0.0,1038.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8658,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0289
,,,,,,,,
8826,0.0,0.0,1038.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8785,5.0,0.0,1037.69,1.0,1.0,1.0,0.0,0.0462
,,,,,,,,
7970,3.0,0.0,1038.16,1.0,1.0,1.0,0.0,0.0367
,,,,,,,,
8735,0.0,1.0,1028.94,1.0,1.0,1.0,0.0,0.2212
,,,,,,,,
8178,2.0,0.0,1038.3,1.0,1.0,1.0,0.0,0.034
,,,,,,,,
8757,0.0,0.0,1038.54,1.0,1.0,1.0,0.0,0.0292
,,,,,,,,
8642,0.0,0.0,1038.56,1.0,1.0,1.0,0.0,0.0288
,,,,,,,,
8357,0.0,0.0,1038.6,1.0,1.0,1.0,0.0,0.0279
,,,,,,,,
7502,0.0,0.0,1038.75,1.0,1.0,1.0,0.0,0.025
,,,,,,,,
8195,5.0,0.0,1037.78,1.0,1.0,1.0,0.0,0.0443
,,,,,,,,
9121,3.0,1.0,1028.37,1.0,1.0,1.0,0.0,0.2326
,,,,,,,,
8814,12.0,0.0,1036.5,1.0,1.0,1.0,0.0,0.07
,,,,,,,,
8505,6.0,0.0,1037.56,1.0,1.0,1.0,0.0,0.0487
,,,,,,,,
8846,6.0,3.0,1030.02,1.0,1.0,1.0,0.0,0.1977
,,,,,,,,
8111,3.0,0.0,1038.14,1.0,1.0,1.0,0.0,0.0372
,,,,,,,,
8811,0.0,0.0,1038.53,1.0,1.0,1.0,0.0,0.0294
,,,,,,,,
8688,0.0,0.0,1038.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
8865,8.0,0.0,1037.16,1.0,1.0,1.0,0.0,0.0567
,,,,,,,,
8712,0.0,0.0,1038.55,1.0,1.0,1.0,0.0,0.029
,,,,,,,,
