FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
2.6372,1.1447,3.7098,1196.73,0.76,0.78,0.77,0.02,0.1886
2.3841,1.0355,1.4956,,,,,,
3.1529,2.0265,6.8755,,,,,,
,,,,,,,,
1.7264,4.2591,7.1251,,,,,,
1.063,1.2226,5.9747,1150.68,0.76,0.81,0.79,0.05,0.2093
1.8588,3.0997,5.7384,,,,,,
,,,,,,,,
0.2515,2.4218,7.5751,,,,,,
1.9296,2.5556,3.0225,,,,,,
1.5303,2.6576,5.5812,1188.83,0.72,0.78,0.75,0.06,0.203
2.0726,3.7621,7.5576,,,,,,
3.789,1.7456,2.8701,,,,,,
,,,,,,,,
0.8893,6.5284,9.099,,,,,,
0.9968,1.2389,5.51,,,,,,
1.6087,1.9287,2.7374,1172.7,0.79,0.76,0.78,0.03,0.1969
2.3564,1.735,5.6203,,,,,,
,,,,,,,,
2.9287,3.6162,4.1139,,,,,,
1.881,0.9651,3.6204,1144.84,0.72,0.81,0.77,0.09,0.1946
0.6965,3.596,5.9268,,,,,,
,,,,,,,,
0.689,2.8817,11.8132,,,,,,
2.4712,2.7066,6.7813,1144.76,0.72,0.79,0.76,0.07,0.2394
4.3164,2.5363,2.5667,,,,,,
,,,,,,,,
0.8122,1.1399,5.0892,,,,,,
2.6313,1.5312,12.881,,,,,,
2.0928,2.5296,10.165,1169.76,0.78,0.74,0.76,0.04,0.2135
2.6165,2.4748,4.5614,,,,,,
,,,,,,,,
1.1258,0.9165,4.5328,,,,,,
3.1726,2.7684,4.6416,1147.13,0.73,0.81,0.77,0.08,0.2132
2.2786,3.8785,8.2443,,,,,,
,,,,,,,,
3.0946,2.0836,8.4596,,,,,,
2.2821,3.5893,8.2715,1124.77,0.74,0.76,0.75,0.02,0.2659
,,,,,,,,
0.6627,1.8326,1.9226,,,,,,
1.3403,3.6081,9.5519,1151.65,0.77,0.75,0.76,0.02,0.1867
3.1087,1.3589,5.1204,,,,,,
,,,,,,,,
0.0,2.8552,12.3079,,,,,,
2.413,3.2681,8.8084,1146.76,0.74,0.76,0.75,0.02,0.2249
2.3441,2.0043,3.949,,,,,,
,,,,,,,,
2.5911,2.2255,11.9441,1103.64,0.8,0.74,0.77,0.06,0.2772
,,,,,,,,
2.9551,3.0485,7.6146,,,,,,
1.9107,0.8424,4.8017,1142.66,0.72,0.78,0.75,0.06,0.1995
2.003,1.5931,5.9473,,,,,,
,,,,,,,,
0.0,3.3472,14.2321,,,,,,
1.1186,1.2717,3.8885,1149.23,0.73,0.78,0.76,0.05,0.1985
1.4369,2.8395,8.3374,,,,,,
,,,,,,,,
2.084,3.022,10.0856,1107.82,0.76,0.78,0.77,0.02,0.2695
,,,,,,,,
0.373,4.3485,9.4902,,,,,,
4.4711,0.8592,4.3588,,,,,,
0.7583,1.0991,5.0081,1167.99,0.78,0.74,0.76,0.04,0.2034
1.649,2.557,9.2576,,,,,,
,,,,,,,,
2.1612,1.0389,3.2291,,,,,,
3.0269,3.0925,6.7903,1142.52,0.72,0.79,0.76,0.07,0.2184
1.353,3.5406,8.5825,,,,,,
,,,,,,,,
-1.5858,4.9318,10.1215,,,,,,
2.899,1.7319,6.9423,,,,,,
2.3284,3.2087,8.3521,1166.19,0.74,0.76,0.75,0.02,0.2409
0.983,1.6731,7.4567,,,,,,
,,,,,,,,
-2.4023,5.4656,13.4411,,,,,,
2.5112,1.0759,2.9747,,,,,,
1.5822,1.5067,3.3882,1170.28,0.78,0.75,0.77,0.03,0.2168
1.4614,3.0249,6.658,,,,,,
,,,,,,,,
0.1875,3.8024,12.6352,,,,,,
0.7071,1.7033,7.7079,1129.1,0.76,0.74,0.75,0.02,0.2082
,,,,,,,,
-0.6358,2.4229,15.2705,,,,,,
3.9052,2.1765,4.2362,1148.46,0.74,0.78,0.76,0.04,0.2255
0.9696,2.6374,6.8148,,,,,,
,,,,,,,,
1.4727,0.7756,4.1038,,,,,,
0.8112,0.9171,6.8872,,,,,,
2.9778,3.1047,5.5999,1169.38,0.72,0.79,0.76,0.07,0.1787
1.3006,2.6279,7.4862,,,,,,
,,,,,,,,
0.5458,1.8171,6.2545,,,,,,
2.6903,3.2027,8.609,,,,,,
1.514,3.3937,7.0645,1165.84,0.77,0.78,0.78,0.01,0.2193
2.7646,1.5069,7.3634,,,,,,
,,,,,,,,
0.9229,2.4901,12.2463,,,,,,
4.2281,2.1996,2.4156,,,,,,
1.2325,0.9303,3.2482,1165.65,0.72,0.78,0.75,0.06,0.1898
1.1544,1.9862,7.8624,,,,,,
,,,,,,,,
-5.2832,3.7782,2.3074,,,,,,
1.7555,1.3395,10.5099,,,,,,
2.134,4.1387,2.8373,1162.12,0.72,0.78,0.75,0.06,0.2327
2.8238,2.4232,7.4342,,,,,,
,,,,,,,,
-3.6393,-4.4975,8.7229,,,,,,
3.8239,2.7312,3.7154,,,,,,
0.807,0.9977,3.2273,1165.48,0.72,0.78,0.75,0.06,0.205
2.0023,1.7829,7.3258,,,,,,
,,,,,,,,
0.6011,0.0455,7.629,,,,,,
3.5813,2.6102,6.0953,1153.85,0.76,0.75,0.76,0.01,0.1807
0.2852,1.8962,9.6493,,,,,,
,,,,,,,,
2.562,2.8104,11.0927,,,,,,
2.3804,2.4539,2.8341,1143.75,0.79,0.72,0.76,0.07,0.2356
1.948,2.6356,8.0531,,,,,,
