capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
5811.0,8.0,0.0,1157.22,0.93,0.96,0.95,0.03,1.0,1.0,1.0,0.0,0.1205
8597,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5992.0,7.0,0.0,,,,,,,,,,
2759.0,6.0,2.0,1147.3600000000001,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.0887
8492,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8497,6.0,1.0,,,,,,,,,,
2954.0,3.0,1.0,1132.8,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.2225
5447.0,6.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2997.0,0.0,0.0,,,,,,,,,,
2847.0,0.0,1.0,1141.59,0.9,0.94,0.92,0.04,1.0,1.0,1.0,0.0,0.1402
8280,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2943.0,3.0,2.0,,,,,,,,,,
2948.0,0.0,0.0,1140.6100000000001,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.0743
8551,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2990.0,11.0,4.0,,,,,,,,,,
7587,29.0,16.0,1124.63,0.98,1.0,0.99,0.02,1.0,1.0,1.0,0.0,0.2196
,,,,,,,,,,,,
5683.0,11.0,1.0,,,,,,,,,,
2674.0,0.0,0.0,1130.24,0.81,0.77,0.79,0.04,1.0,1.0,1.0,0.0,0.0926
7718,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8675,9.0,3.0,,,,,,,,,,
0.0,3.0,0.0,1130.8,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1062
,,,,,,,,,,,,
2986.0,5.0,2.0,,,,,,,,,,
10275,4.0,4.0,,,,,,,,,,
5009.0,0.0,2.0,1157.32,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1507
5759.0,12.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8890,9.0,2.0,,,,,,,,,,
0.0,3.0,0.0,1130.68,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1175
,,,,,,,,,,,,
0.0,6.0,0.0,,,,,,,,,,
8765,35.0,16.0,1127.62,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1571
,,,,,,,,,,,,
5853.0,6.0,2.0,,,,,,,,,,
2874.0,9.0,3.0,,,,,,,,,,
976.0,17.0,1.0,1150.71,0.91,0.96,0.94,0.05,1.0,1.0,1.0,0.0,0.2198
8037,9.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2996.0,3.0,1.0,,,,,,,,,,
7958,3.0,0.0,1136.23,0.89,0.91,0.9,0.02,1.0,1.0,1.0,0.0,0.0824
0.0,1.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8616,8.0,1.0,,,,,,,,,,
2878.0,6.0,1.0,1132.82,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2249
2425.0,6.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2998.0,3.0,0.0,,,,,,,,,,
8043,0.0,1.0,1143.83,0.89,0.93,0.91,0.04,1.0,1.0,1.0,0.0,0.0845
5934.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8956,9.0,4.0,,,,,,,,,,
5618.0,18.0,6.0,,,,,,,,,,
5497.0,23.0,1.0,1154.45,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2081
5557.0,6.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
8872,6.0,4.0,,,,,,,,,,
2939.0,3.0,1.0,1144.82,0.95,0.98,0.96,0.03,1.0,1.0,1.0,0.0,0.1296
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8319,6.0,5.0,,,,,,,,,,
2970.0,12.0,2.0,1139.1399999999999,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1253
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2989.0,0.0,1.0,,,,,,,,,,
0.0,3.0,0.0,1140.88,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.079
8986,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8711,5.0,0.0,1122.92,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.046
,,,,,,,,,,,,
5879.0,3.0,2.0,,,,,,,,,,
2829.0,9.0,4.0,,,,,,,,,,
8481,3.0,0.0,1159.74,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1012
2938.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2998.0,2.0,0.0,,,,,,,,,,
8463,0.0,1.0,,,,,,,,,,
0.0,3.0,0.0,1157.74,0.93,0.96,0.95,0.03,1.0,1.0,1.0,0.0,0.1101
455.0,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8914,3.0,1.0,,,,,,,,,,
5873.0,0.0,0.0,1128.3600000000001,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.1231
,,,,,,,,,,,,
5853.0,6.0,1.0,,,,,,,,,,
8584,0.0,1.0,1127.2,0.93,0.96,0.95,0.03,1.0,1.0,1.0,0.0,0.221
,,,,,,,,,,,,
5835.0,9.0,1.0,,,,,,,,,,
5596.0,0.0,3.0,,,,,,,,,,
2965.0,6.0,0.0,1158.96,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1167
8470,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2993.0,0.0,3.0,,,,,,,,,,
8107,0.0,0.0,1132.66,0.91,0.94,0.93,0.03,1.0,1.0,1.0,0.0,0.0899
,,,,,,,,,,,,
2985.0,6.0,0.0,,,,,,,,,,
8637,0.0,0.0,1134.12,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.0296
,,,,,,,,,,,,
8574,18.0,0.0,1121.48,0.98,1.0,0.99,0.02,1.0,1.0,1.0,0.0,0.0896
,,,,,,,,,,,,
2996.0,0.0,0.0,,,,,,,,,,
8247,0.0,0.0,1136.21,0.91,0.94,0.93,0.03,1.0,1.0,1.0,0.0,0.0188
,,,,,,,,,,,,
2991.0,3.0,1.0,,,,,,,,,,
7605,3.0,0.0,,,,,,,,,,
0.0,3.0,0.0,1148.84,0.78,0.74,0.76,0.04,1.0,1.0,1.0,0.0,0.0691
0.0,7.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8746,18.0,0.0,1121.18,0.98,1.0,0.99,0.02,1.0,1.0,1.0,0.0,0.0902
,,,,,,,,,,,,
2958.0,9.0,0.0,,,,,,,,,,
4701.0,6.0,3.0,1137.66,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1461
8622,14.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
2976.0,6.0,1.0,,,,,,,,,,
2909.0,9.0,0.0,,,,,,,,,,
7841,3.0,1.0,1150.3899999999999,0.86,0.88,0.87,0.02,1.0,1.0,1.0,0.0,0.1793
5857.0,9.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
9786,24.0,4.0,,,,,,,,,,
12923.0,6.0,6.0,,,,,,,,,,
12204.0,5.0,4.0,1343.22,0.99,1.0,0.99,0.01,4.0,4.0,4.0,0.0,0.2147
16182.0,23.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
5897.0,21.0,4.0,,,,,,,,,,
8790,3.0,1.0,1123.78,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.2195
,,,,,,,,,,,,
5882.0,10.0,2.0,,,,,,,,,,
2725.0,3.0,0.0,,,,,,,,,,
0.0,3.0,0.0,1157.34,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.1183
8549,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5749.0,8.0,2.0,,,,,,,,,,
2951.0,0.0,0.0,,,,,,,,,,
8761,3.0,0.0,1161.47,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.0676
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5845.0,6.0,0.0,,,,,,,,,,
0.0,12.0,0.0,1141.6,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1064
8435,7.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2990.0,9.0,2.0,,,,,,,,,,
8962,4.0,1.0,,,,,,,,,,
5848.0,3.0,1.0,1155.41,0.95,0.98,0.96,0.03,1.0,1.0,1.0,0.0,0.1678
2747.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5940.0,6.0,0.0,,,,,,,,,,
8172,0.0,0.0,1135.46,0.91,0.94,0.93,0.03,1.0,1.0,1.0,0.0,0.0337
,,,,,,,,,,,,
8673,17.0,4.0,,,,,,,,,,
5693.0,8.0,1.0,,,,,,,,,,
2941.0,3.0,3.0,1154.69,0.97,1.0,0.98,0.03,1.0,1.0,1.0,0.0,0.2042
2696.0,5.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2999.0,3.0,1.0,,,,,,,,,,
5762.0,2.0,1.0,1134.32,0.89,0.91,0.9,0.02,1.0,1.0,1.0,0.0,0.1519
7736,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2998.0,3.0,2.0,,,,,,,,,,
8688,3.0,0.0,1139.6399999999999,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.0912
5743.0,9.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2991.0,6.0,2.0,,,,,,,,,,
0.0,2.0,0.0,,,,,,,,,,
2729.0,0.0,2.0,1153.65,0.9,0.94,0.92,0.04,1.0,1.0,1.0,0.0,0.1491
8176,2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2998.0,0.0,2.0,,,,,,,,,,
5749.0,3.0,2.0,1139.93,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1332
9283,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8743,9.0,1.0,1109.91,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2464
,,,,,,,,,,,,
8837,14.0,3.0,1112.18,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.2198
,,,,,,,,,,,,
2975.0,6.0,1.0,,,,,,,,,,
2869.0,3.0,1.0,,,,,,,,,,
2574.0,0.0,1.0,1156.69,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1622
8934,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2998.0,3.0,0.0,,,,,,,,,,
2661.0,3.0,1.0,1143.4,0.93,0.96,0.95,0.03,1.0,1.0,1.0,0.0,0.147
8421,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2991.0,0.0,2.0,,,,,,,,,,
4943.0,0.0,1.0,,,,,,,,,,
8176,0.0,2.0,1153.3,0.89,0.93,0.91,0.04,1.0,1.0,1.0,0.0,0.145
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2980.0,13.0,1.0,,,,,,,,,,
8086,9.0,1.0,1132.56,0.91,0.96,0.94,0.05,1.0,1.0,1.0,0.0,0.2293
2754.0,2.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5805.0,14.0,2.0,,,,,,,,,,
2944.0,0.0,1.0,,,,,,,,,,
8208,3.0,3.0,1150.79,0.9,0.94,0.92,0.04,1.0,1.0,1.0,0.0,0.2062
5813.0,16.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
2994.0,11.0,4.0,,,,,,,,,,
8026,9.0,2.0,,,,,,,,,,
2978.0,5.0,2.0,1153.65,0.89,0.92,0.91,0.03,1.0,1.0,1.0,0.0,0.1481
2911.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8634,0.0,0.0,,,,,,,,,,
0.0,3.0,0.0,1150.99,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.0162
2888.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2994.0,3.0,1.0,,,,,,,,,,
8363,3.0,0.0,1126.1,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1225
,,,,,,,,,,,,
8934,2.0,1.0,,,,,,,,,,
0.0,3.0,0.0,,,,,,,,,,
2991.0,0.0,0.0,1160.08,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.0634
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2994.0,3.0,1.0,,,,,,,,,,
5887.0,3.0,1.0,,,,,,,,,,
8120,5.0,2.0,1153.0,0.9,0.95,0.93,0.05,1.0,1.0,1.0,0.0,0.163
2868.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5661.0,6.0,0.0,,,,,,,,,,
2666.0,0.0,0.0,,,,,,,,,,
10209,0.0,0.0,1163.53,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.0254
5890.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5879.0,6.0,1.0,,,,,,,,,,
5830.0,6.0,3.0,1137.51,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1463
8858,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2997.0,12.0,2.0,,,,,,,,,,
8106,4.0,3.0,1135.6100000000001,0.9,0.95,0.93,0.05,1.0,1.0,1.0,0.0,0.1465
5135.0,7.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2959.0,27.0,5.0,,,,,,,,,,
4505.0,9.0,2.0,1131.82,0.89,0.93,0.91,0.04,1.0,1.0,1.0,0.0,0.2104
8213,1.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2966.0,2.0,2.0,,,,,,,,,,
8055,0.0,0.0,,,,,,,,,,
2883.0,6.0,2.0,1154.82,0.91,0.94,0.93,0.03,1.0,1.0,1.0,0.0,0.1466
5650.0,0.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,6.0,0.0,,,,,,,,,,
2898.0,0.0,3.0,1145.3899999999999,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1382
7252,21.0,16.0,,,,,,,,,,
,,,,,,,,,,,,
8783,3.0,0.0,1125.38,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.0394
,,,,,,,,,,,,
2987.0,15.0,4.0,,,,,,,,,,
8391,6.0,4.0,,,,,,,,,,
2919.0,2.0,4.0,1155.12,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1835
5426.0,11.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8669,9.0,2.0,,,,,,,,,,
0.0,3.0,0.0,1130.26,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1171
,,,,,,,,,,,,
8230,3.0,1.0,,,,,,,,,,
2643.0,0.0,0.0,,,,,,,,,,
2970.0,0.0,1.0,1155.09,0.9,0.94,0.92,0.04,1.0,1.0,1.0,0.0,0.1203
5253.0,10.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2997.0,3.0,1.0,,,,,,,,,,
8197,0.0,1.0,1132.55,0.89,0.93,0.91,0.04,1.0,1.0,1.0,0.0,0.1471
0.0,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2998.0,0.0,0.0,,,,,,,,,,
1537.0,0.0,0.0,,,,,,,,,,
2935.0,3.0,0.0,1162.1399999999999,0.93,0.96,0.95,0.03,1.0,1.0,1.0,0.0,0.0223
8044,8.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2993.0,0.0,3.0,,,,,,,,,,
5769.0,0.0,0.0,,,,,,,,,,
0.0,6.0,0.0,1159.78,0.92,0.94,0.93,0.02,1.0,1.0,1.0,0.0,0.0574
8048,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
7583,3.0,0.0,1113.03,0.78,0.74,0.76,0.04,1.0,1.0,1.0,0.0,0.0354
,,,,,,,,,,,,
5727.0,9.0,1.0,,,,,,,,,,
2767.0,12.0,1.0,,,,,,,,,,
5942.0,12.0,3.0,1150.23,0.91,0.96,0.94,0.05,1.0,1.0,1.0,0.0,0.2293
8112,8.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
4571.0,9.0,5.0,,,,,,,,,,
4500.0,11.0,1.0,,,,,,,,,,
9563,9.0,6.0,1155.03,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1964
4417.0,15.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2988.0,0.0,1.0,,,,,,,,,,
8153,0.0,1.0,1141.04,0.89,0.93,0.91,0.04,1.0,1.0,1.0,0.0,0.1403
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2995.0,3.0,0.0,,,,,,,,,,
2536.0,9.0,4.0,,,,,,,,,,
4992.0,8.0,2.0,1159.79,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.1112
10416,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8814,9.0,1.0,,,,,,,,,,
5900.0,0.0,2.0,1134.97,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2159
5893.0,3.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5594.0,12.0,4.0,,,,,,,,,,
11441.0,3.0,5.0,,,,,,,,,,
10088,14.0,3.0,1218.76,0.97,0.98,0.97,0.01,2.0,2.0,2.0,0.0,0.1817
5399.0,3.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
8818,6.0,3.0,,,,,,,,,,
5660.0,6.0,2.0,1126.03,0.95,0.98,0.96,0.03,1.0,1.0,1.0,0.0,0.1982
,,,,,,,,,,,,
5961.0,3.0,2.0,,,,,,,,,,
2453.0,3.0,2.0,1133.93,0.94,0.96,0.95,0.02,1.0,1.0,1.0,0.0,0.1985
9278,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
8342,5.0,1.0,,,,,,,,,,
2883.0,0.0,0.0,1133.27,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1206
,,,,,,,,,,,,
2966.0,5.0,0.0,,,,,,,,,,
8453,3.0,2.0,1132.5,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.1149
,,,,,,,,,,,,
2997.0,6.0,3.0,,,,,,,,,,
8483,3.0,0.0,1138.18,0.96,0.97,0.96,0.01,1.0,1.0,1.0,0.0,0.1248
2936.0,3.0,3.0,,,,,,,,,,
,,,,,,,,,,,,
2988.0,6.0,0.0,,,,,,,,,,
5932.0,6.0,4.0,,,,,,,,,,
7757,5.0,1.0,1152.34,0.88,0.9,0.89,0.02,1.0,1.0,1.0,0.0,0.1621
5809.0,6.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2997.0,8.0,4.0,,,,,,,,,,
5892.0,3.0,0.0,,,,,,,,,,
2898.0,3.0,0.0,1155.6399999999999,0.84,0.84,0.84,0.0,1.0,1.0,1.0,0.0,0.0612
7708,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2994.0,3.0,1.0,,,,,,,,,,
8232,0.0,1.0,1125.02,0.89,0.93,0.91,0.04,1.0,1.0,1.0,0.0,0.2106
,,,,,,,,,,,,
5833.0,9.0,3.0,,,,,,,,,,
5641.0,18.0,4.0,,,,,,,,,,
10234,6.0,2.0,1156.51,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1669
2916.0,13.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2990.0,6.0,1.0,,,,,,,,,,
7784,3.0,1.0,1123.35,0.86,0.88,0.87,0.02,1.0,1.0,1.0,0.0,0.22
,,,,,,,,,,,,
2998.0,0.0,0.0,,,,,,,,,,
9636,6.0,0.0,1151.32,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0307
5850.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5738.0,12.0,1.0,,,,,,,,,,
2869.0,3.0,1.0,,,,,,,,,,
2868.0,0.0,2.0,1156.53,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1665
8543,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2993.0,0.0,3.0,,,,,,,,,,
8891,12.0,1.0,1135.42,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.2087
2721.0,6.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2996.0,3.0,0.0,,,,,,,,,,
8413,0.0,0.0,1138.1,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.0241
,,,,,,,,,,,,
8150,8.0,4.0,,,,,,,,,,
4950.0,3.0,2.0,,,,,,,,,,
5267.0,6.0,1.0,1151.9,0.91,0.96,0.94,0.05,1.0,1.0,1.0,0.0,0.196
5103.0,3.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
2986.0,11.0,0.0,,,,,,,,,,
8024,2.0,1.0,1134.03,0.86,0.87,0.86,0.01,1.0,1.0,1.0,0.0,0.0924
2860.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2993.0,18.0,2.0,,,,,,,,,,
2588.0,0.0,5.0,,,,,,,,,,
7996,0.0,2.0,1151.96,0.85,0.85,0.85,0.0,1.0,1.0,1.0,0.0,0.1457
5364.0,8.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8180,3.0,0.0,,,,,,,,,,
2901.0,0.0,0.0,1136.47,0.92,0.94,0.93,0.02,1.0,1.0,1.0,0.0,0.0236
,,,,,,,,,,,,
5885.0,12.0,1.0,,,,,,,,,,
2937.0,0.0,0.0,1135.26,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.1521
8349,2.0,2.0,,,,,,,,,,
,,,,,,,,,,,,
2985.0,23.0,4.0,,,,,,,,,,
9862,0.0,2.0,,,,,,,,,,
2934.0,6.0,0.0,1155.62,0.94,0.96,0.95,0.02,1.0,1.0,1.0,0.0,0.1627
2880.0,5.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
5275.0,3.0,2.0,,,,,,,,,,
8612,9.0,0.0,1141.07,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.0861
0.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5920.0,15.0,5.0,,,,,,,,,,
8102,3.0,0.0,1138.34,0.92,0.94,0.93,0.02,1.0,1.0,1.0,0.0,0.0732
2872.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5662.0,9.0,0.0,,,,,,,,,,
8753,0.0,1.0,,,,,,,,,,
4695.0,3.0,1.0,1157.65,0.94,0.96,0.95,0.02,1.0,1.0,1.0,0.0,0.122
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2996.0,11.0,2.0,,,,,,,,,,
8481,6.0,0.0,,,,,,,,,,
2956.0,0.0,2.0,1158.01,0.97,0.97,0.97,0.0,1.0,1.0,1.0,0.0,0.1569
1693.0,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2980.0,3.0,2.0,,,,,,,,,,
8441,6.0,1.0,1135.6399999999999,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1494
2376.0,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5654.0,9.0,1.0,,,,,,,,,,
8086,6.0,3.0,,,,,,,,,,
0.0,1.0,0.0,1156.02,0.91,0.95,0.93,0.04,1.0,1.0,1.0,0.0,0.1125
0.0,6.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8238,9.0,1.0,,,,,,,,,,
2970.0,3.0,0.0,1137.1399999999999,0.91,0.96,0.94,0.05,1.0,1.0,1.0,0.0,0.0917
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5902.0,14.0,3.0,,,,,,,,,,
5823.0,0.0,0.0,1139.2,0.89,0.91,0.9,0.02,1.0,1.0,1.0,0.0,0.0885
7784,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
6437.0,3.0,3.0,,,,,,,,,,
9838,6.0,1.0,,,,,,,,,,
0.0,6.0,0.0,1157.79,0.95,0.98,0.96,0.03,1.0,1.0,1.0,0.0,0.1202
5691.0,8.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5322.0,15.0,5.0,,,,,,,,,,
7951,2.0,0.0,1137.59,0.89,0.9,0.9,0.01,1.0,1.0,1.0,0.0,0.0747
2913.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
5422.0,0.0,1.0,,,,,,,,,,
8547,0.0,0.0,1133.46,0.95,0.97,0.96,0.02,1.0,1.0,1.0,0.0,0.1167
,,,,,,,,,,,,
8088,12.0,1.0,,,,,,,,,,
5552.0,1.0,1.0,,,,,,,,,,
5871.0,3.0,1.0,1153.57,0.92,0.96,0.94,0.04,1.0,1.0,1.0,0.0,0.1725
0.0,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8816,6.0,2.0,1113.09,0.95,0.98,0.96,0.03,1.0,1.0,1.0,0.0,0.2144
,,,,,,,,,,,,
8815,0.0,1.0,1112.95,0.94,0.96,0.95,0.02,1.0,1.0,1.0,0.0,0.2162
,,,,,,,,,,,,
8617,8.0,3.0,,,,,,,,,,
5405.0,3.0,0.0,1130.44,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1135
,,,,,,,,,,,,
5953.0,9.0,1.0,,,,,,,,,,
8739,0.0,2.0,1120.95,0.94,0.96,0.95,0.02,1.0,1.0,1.0,0.0,0.2155
,,,,,,,,,,,,
5917.0,3.0,0.0,,,,,,,,,,
2931.0,0.0,1.0,,,,,,,,,,
8409,0.0,3.0,1158.16,0.93,0.96,0.95,0.03,1.0,1.0,1.0,0.0,0.1017
2846.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8894,3.0,3.0,,,,,,,,,,
5732.0,0.0,0.0,1139.4,0.94,0.97,0.95,0.03,1.0,1.0,1.0,0.0,0.0695
0.0,2.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8497,12.0,3.0,,,,,,,,,,
2981.0,3.0,1.0,1125.3,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2094
,,,,,,,,,,,,
8204,15.0,2.0,,,,,,,,,,
7626.0,0.0,0.0,,,,,,,,,,
0.0,6.0,0.0,1222.02,0.93,0.96,0.95,0.03,2.0,2.0,2.0,0.0,0.0746
2906.0,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8697,12.0,1.0,1115.02,0.97,0.98,0.97,0.01,1.0,1.0,1.0,0.0,0.2565
,,,,,,,,,,,,
2987.0,0.0,2.0,,,,,,,,,,
2906.0,0.0,2.0,1138.41,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.1294
8735,3.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8838,8.0,2.0,,,,,,,,,,
5824.0,9.0,2.0,1125.01,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2179
,,,,,,,,,,,,
5790.0,0.0,0.0,,,,,,,,,,
5668.0,9.0,3.0,1135.34,0.88,0.88,0.88,0.0,1.0,1.0,1.0,0.0,0.0792
7826,0.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
2981.0,3.0,0.0,,,,,,,,,,
4657.0,5.0,0.0,,,,,,,,,,
2670.0,8.0,2.0,1152.78,0.81,0.83,0.82,0.02,1.0,1.0,1.0,0.0,0.0765
7655,8.0,0.0,,,,,,,,,,
,,,,,,,,,,,,
8761,9.0,1.0,,,,,,,,,,
2818.0,3.0,1.0,1141.54,0.96,0.98,0.97,0.02,1.0,1.0,1.0,0.0,0.2161
2556.0,0.0,1.0,,,,,,,,,,
,,,,,,,,,,,,
2976.0,6.0,3.0,,,,,,,,,,
