FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
1.7141,4.0557,6.471,,,,,,
,,,,,,,,
0.2968,1.6413,3.8865,,,,,,
3.4591,2.7711,6.0961,,,,,,
2.7814,1.1156,8.2002,1192.3600000000001,0.8,0.72,0.76,0.08,0.1605
0.5682,1.4739,0.0,,,,,,
,,,,,,,,
0.2948,3.1659,6.1887,,,,,,
1.1634,2.0638,8.4689,,,,,,
3.2066,2.333,0.8543,1199.56,0.76,0.78,0.77,0.02,0.1571
1.7434,0.0,1.7879,,,,,,
,,,,,,,,
0.0,1.4673,7.0396,,,,,,
1.7617,0.8398,8.8167,,,,,,
1.733,2.278,3.519,1190.6100000000001,0.72,0.81,0.77,0.09,0.1866
2.6517,3.7736,7.0171,,,,,,
,,,,,,,,
0.0,0.583,2.6322,,,,,,
1.1324,2.5879,8.8916,,,,,,
1.164,2.0541,3.3501,1199.6,0.76,0.78,0.77,0.02,0.1567
1.4627,4.0965,4.4464,,,,,,
,,,,,,,,
0.0,1.4544,3.4059,,,,,,
2.0394,3.5199,5.5248,,,,,,
2.0364,4.5525,4.439,1192.88,0.72,0.81,0.77,0.09,0.1613
1.7694,0.5903,0.0,,,,,,
,,,,,,,,
0.2844,2.0158,9.4497,,,,,,
1.6954,3.1338,1.7651,,,,,,
0.2979,0.2914,5.9965,1200.49,0.76,0.75,0.76,0.01,0.1401
0.7385,1.6693,4.3248,,,,,,
,,,,,,,,
1.1811,1.6378,10.2006,,,,,,
1.3667,1.9831,2.4455,,,,,,
1.6204,0.8712,3.4325,1198.56,0.76,0.75,0.76,0.01,0.1616
1.8413,3.1168,3.4267,,,,,,
,,,,,,,,
0.8905,1.4454,7.6536,,,,,,
4.3963,4.0691,7.8829,1188.92,0.88,0.94,0.91,0.06,0.1909
1.9487,0.2983,0.0,,,,,,
,,,,,,,,
2.551,1.138,7.8507,,,,,,
2.6827,2.9023,6.595,,,,,,
1.989,3.7063,5.2969,1191.19,0.72,0.81,0.77,0.09,0.1801
0.2337,0.5791,0.888,,,,,,
,,,,,,,,
0.2911,0.8487,5.283,,,,,,
3.3435,4.2951,7.5912,,,,,,
1.1697,0.6121,5.8366,1212.02,0.84,0.91,0.88,0.07,0.152
1.032,0.8843,0.8964,,,,,,
,,,,,,,,
0.2911,1.4637,7.8243,,,,,,
1.9732,2.9715,7.6655,,,,,,
1.6817,1.8028,10.849,1197.65,0.76,0.75,0.76,0.01,0.1717
1.4589,0.5961,0.887,,,,,,
,,,,,,,,
0.0,0.8808,8.6206,,,,,,
1.7471,4.0434,5.3901,,,,,,
1.6495,1.4367,2.5959,1196.02,0.72,0.81,0.77,0.09,0.1264
0.0,0.185,0.791,,,,,,
,,,,,,,,
3.2428,2.9023,5.2044,,,,,,
1.422,2.3043,10.0341,,,,,,
2.4564,1.145,6.5643,1203.85,0.84,0.81,0.82,0.03,0.1828
1.3348,-0.2774,1.836,,,,,,
,,,,,,,,
0.0,1.4528,5.3023,,,,,,
1.739,3.1866,4.3337,,,,,,
3.3195,3.4621,7.9395,1203.72,0.8,0.88,0.84,0.08,0.1676
0.5655,1.1862,0.8814,,,,,,
,,,,,,,,
0.0,0.5472,5.1395,,,,,,
2.5718,1.1649,5.9641,,,,,,
1.5505,2.5432,6.0747,1192.6,0.72,0.81,0.77,0.09,0.1645
1.9175,4.3653,0.88,,,,,,
,,,,,,,,
0.0,0.8739,4.4311,,,,,,
1.6922,1.7452,6.4995,,,,,,
2.9768,4.4232,6.9655,1202.88,0.8,0.84,0.82,0.04,0.1835
1.9834,3.2244,0.8713,,,,,,
,,,,,,,,
0.2861,0.5698,5.8113,,,,,,
1.6247,1.1703,5.2425,,,,,,
1.9171,3.0414,8.6313,1193.1,0.72,0.78,0.75,0.06,0.1556
2.4528,1.7628,0.0,,,,,,
,,,,,,,,
3.8195,4.2674,7.914,,,,,,
1.4233,0.5777,2.5055,,,,,,
3.589,2.011,5.9117,1215.6399999999999,0.88,0.94,0.91,0.06,0.1718
0.7984,0.0,0.0,,,,,,
,,,,,,,,
1.4476,2.3078,5.1117,,,,,,
1.9973,2.8338,13.1801,,,,,,
2.7859,2.5967,4.9869,1201.88,0.88,0.81,0.84,0.07,0.198
0.8845,1.7319,1.7436,,,,,,
,,,,,,,,
2.6512,2.0135,7.5554,,,,,,
2.0183,3.0615,10.0052,,,,,,
3.9935,2.6053,7.0514,1206.53,0.84,0.84,0.84,0.0,0.2163
1.3838,0.8553,1.6302,,,,,,
,,,,,,,,
1.162,1.4174,8.4327,,,,,,
3.1209,1.0111,6.3934,,,,,,
3.382,2.276,2.4684,1193.51,0.8,0.72,0.76,0.08,0.1477
0.2763,0.1994,0.0,,,,,,
,,,,,,,,
0.2918,0.2902,0.6475,,,,,,
0.5804,1.4195,11.7881,,,,,,
2.689,2.3435,7.9509,1194.82,0.8,0.72,0.76,0.08,0.1331
1.3319,0.5479,0.8547,,,,,,
,,,,,,,,
0.0,0.5953,2.6529,,,,,,
1.9155,0.8572,8.3621,,,,,,
2.9127,2.0127,7.5111,1192.41,0.8,0.72,0.76,0.08,0.1599
3.4116,2.2928,0.0,,,,,,
,,,,,,,,
0.297,0.2978,8.6014,,,,,,
1.7,3.0438,4.8428,,,,,,
2.7009,2.1688,1.7415,1195.29,0.72,0.81,0.77,0.09,0.1346
0.9654,0.2966,0.878,,,,,,
,,,,,,,,
0.5686,2.8551,6.108,,,,,,
3.0146,3.0446,8.4288,,,,,,
1.8338,2.3807,4.8355,1198.92,0.8,0.78,0.79,0.02,0.1975
0.8792,2.5401,3.5092,,,,,,
,,,,,,,,
0.5645,1.1645,3.4904,,,,,,
1.4526,1.9364,9.9266,,,,,,
2.2369,3.0491,5.8619,1200.71,0.76,0.75,0.76,0.01,0.1377
0.2878,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.5298,,,,,,
-0.1034,0.6715,3.0312,,,,,,
0.8224,0.1812,-1.0364,1210.3899999999999,0.8,0.84,0.82,0.04,0.1001
2.7577,4.2792,6.8151,,,,,,
,,,,,,,,
0.2943,1.0981,3.4021,,,,,,
0.2974,3.2463,12.3332,,,,,,
2.897,2.8042,6.6396,1205.25,0.88,0.81,0.84,0.07,0.1605
1.1353,0.5838,0.8908,,,,,,
,,,,,,,,
0.2725,1.8185,2.6192,,,,,,
1.9581,1.8871,8.3338,,,,,,
1.3703,3.1214,10.3412,1198.3899999999999,0.76,0.75,0.76,0.01,0.1635
1.1201,1.695,0.0,,,,,,
,,,,,,,,
0.0,0.581,5.2236,,,,,,
0.8424,0.8911,7.7284,,,,,,
2.3287,3.7996,4.9797,1193.1100000000001,0.72,0.81,0.77,0.09,0.1588
2.9115,2.3087,0.8814,,,,,,
,,,,,,,,
0.0,0.588,4.2511,,,,,,
1.7448,1.1609,10.6393,,,,,,
3.3685,2.6463,4.2283,1200.88,0.84,0.78,0.81,0.06,0.1691
0.5693,3.0757,4.9645,,,,,,
,,,,,,,,
0.2933,0.5325,3.494,,,,,,
1.9013,3.1314,10.4968,,,,,,
2.9236,2.8341,11.4569,1203.78,0.84,0.81,0.82,0.03,0.1835
2.2418,0.8008,0.0,,,,,,
,,,,,,,,
0.0,0.4879,4.0722,,,,,,
0.2824,1.7543,5.0253,,,,,,
2.4596,3.0823,8.6976,1203.34,0.76,0.78,0.77,0.02,0.1151
0.2836,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.2957,3.3936,,,,,,
1.0765,2.6453,10.0921,,,,,,
2.421,3.0993,10.0588,1202.02,0.8,0.78,0.79,0.02,0.1631
1.5789,1.4252,0.0,,,,,,
,,,,,,,,
0.0,0.2561,1.9901,,,,,,
0.5015,1.2941,6.765,,,,,,
3.2407,2.6554,8.1719,1194.2,0.8,0.72,0.76,0.08,0.14
2.7635,1.2462,0.0,,,,,,
,,,,,,,,
0.2879,1.7591,6.0079,,,,,,
2.4909,1.0451,6.1168,,,,,,
3.4422,0.7742,10.2972,1191.53,0.8,0.72,0.76,0.08,0.1697
2.5583,1.3394,0.5179,,,,,,
,,,,,,,,
0.0,0.0,2.5133,,,,,,
0.2965,1.0902,8.2673,,,,,,
2.6305,3.1333,6.0615,1197.46,0.72,0.78,0.75,0.06,0.1071
0.5489,0.0,0.0,,,,,,
,,,,,,,,
0.8457,1.4529,6.0578,,,,,,
1.6731,2.0176,8.2924,,,,,,
4.694,4.2616,6.2055,1219.77,0.92,1.0,0.96,0.08,0.1892
1.9149,0.296,0.0,,,,,,
,,,,,,,,
0.0,0.3918,3.4007,,,,,,
1.7212,1.7792,8.4511,,,,,,
2.5252,2.9452,10.8503,1197.92,0.8,0.75,0.78,0.05,0.162
2.5157,0.8759,0.0,,,,,,
,,,,,,,,
2.81,1.9346,6.8052,,,,,,
1.5404,2.9841,8.4212,,,,,,
3.2375,2.1542,12.9413,1207.08,0.88,0.84,0.86,0.04,0.2035
1.3569,0.2975,0.0,,,,,,
,,,,,,,,
0.0,0.6975,5.0383,,,,,,
2.9695,3.046,12.0121,,,,,,
3.2138,2.692,11.6866,1206.44,0.88,0.84,0.86,0.04,0.2107
2.5199,2.0662,0.0,,,,,,
,,,,,,,,
0.0,0.0,6.9021,,,,,,
1.8325,2.3346,12.5179,,,,,,
2.406,1.9895,2.3853,1194.81,0.84,0.75,0.79,0.09,0.1732
2.5564,2.8959,1.7073,,,,,,
,,,,,,,,
0.0,1.713,5.2651,,,,,,
2.284,3.2449,8.5302,,,,,,
3.6394,4.5837,4.2074,1214.44,0.88,0.94,0.91,0.06,0.1851
1.8486,0.2411,0.0,,,,,,
,,,,,,,,
0.0,0.8244,9.1813,,,,,,
1.4371,2.0799,11.9454,,,,,,
2.3043,2.2684,12.6491,1192.07,0.84,0.75,0.79,0.09,0.2037
2.6172,2.8378,0.0,,,,,,
,,,,,,,,
0.8044,1.3946,6.0354,,,,,,
2.5875,3.0695,7.7676,,,,,,
0.8247,2.9477,7.4722,1191.75,0.72,0.78,0.75,0.06,0.1706
1.3104,0.8734,0.8951,,,,,,
,,,,,,,,
0.0,0.8709,1.1875,,,,,,
2.2917,4.216,6.8129,,,,,,
3.27,2.5103,3.4117,1199.17,0.76,0.84,0.8,0.08,0.1514
1.3662,0.8828,0.0,,,,,,
,,,,,,,,
0.0,0.503,1.7747,,,,,,
2.3076,2.7507,6.7948,,,,,,
2.5217,2.8885,8.9708,1198.15,0.8,0.75,0.78,0.05,0.1594
3.0753,0.2694,0.0,,,,,,
,,,,,,,,
0.0,0.5906,0.813,,,,,,
1.4453,2.6819,14.5699,,,,,,
4.2349,2.4728,7.4985,1204.65,0.88,0.81,0.84,0.07,0.1672
1.998,0.2917,0.0,,,,,,
,,,,,,,,
0.0,0.4851,1.0055,,,,,,
0.484,0.5841,8.9366,,,,,,
2.4195,3.4123,6.9172,1195.76,0.72,0.81,0.77,0.09,0.1293
2.5841,0.5987,0.0,,,,,,
,,,,,,,,
0.0,0.2197,2.4646,,,,,,
1.438,2.3251,11.0028,,,,,,
2.9601,2.9949,4.7894,1203.1399999999999,0.84,0.78,0.81,0.06,0.144
2.1556,0.0,0.0,,,,,,
,,,,,,,,
0.0,1.4641,7.4413,,,,,,
3.8758,2.6921,11.6105,,,,,,
2.6202,2.776,9.8647,1190.94,0.84,0.75,0.79,0.09,0.2162
1.4047,1.9489,2.5558,,,,,,
,,,,,,,,
0.2709,1.226,9.6211,,,,,,
3.4686,1.9806,6.2812,1168.44,0.8,0.72,0.76,0.08,0.1484
0.9856,0.6644,0.0,,,,,,
,,,,,,,,
0.8807,2.1158,3.3536,,,,,,
2.0627,2.4047,7.6171,,,,,,
3.7396,2.969,11.0272,1208.43,0.84,0.88,0.86,0.04,0.1886
2.0619,0.2816,0.0,,,,,,
,,,,,,,,
0.0,0.215,0.8602,,,,,,
0.2188,1.0566,4.0926,,,,,,
2.0403,3.8336,8.6033,1197.85,0.72,0.81,0.77,0.09,0.1061
0.1345,1.1938,0.0,,,,,,
,,,,,,,,
-5.0357,1.9807,3.9433,,,,,,
1.6945,3.326,6.5142,,,,,,
1.8831,3.6352,9.1866,1187.77,0.72,0.78,0.75,0.06,0.2148
1.4881,2.5016,1.5963,,,,,,
,,,,,,,,
-0.2547,0.6461,1.3209,,,,,,
2.1581,0.9534,6.7854,1151.47,0.72,0.81,0.77,0.09,0.1639
2.0877,4.3262,6.87,,,,,,
,,,,,,,,
0.6375,0.9321,-2.3065,,,,,,
2.3455,1.0155,7.6573,1156.35,0.72,0.81,0.77,0.09,0.1745
2.3334,4.3843,4.6043,,,,,,
,,,,,,,,
0.3843,0.8254,-1.2835,,,,,,
0.5214,0.014,3.1899,1158.81,0.72,0.81,0.77,0.09,0.1251
2.3856,4.416,5.3718,,,,,,
