FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
10.0,2.0799,0.0,1063.32,0.72,0.78,0.75,0.06,0.2718
,,,,,,,,
10.0,2.0816,0.0,1063.31,0.72,0.78,0.75,0.06,0.2719
,,,,,,,,
10.0,2.0897,0.0,1063.29,0.72,0.78,0.75,0.06,0.2721
,,,,,,,,
10.0,2.0657,0.0,1063.36,0.72,0.78,0.75,0.06,0.2714
,,,,,,,,
10.0,2.075,0.0,1063.33,0.72,0.78,0.75,0.06,0.2717
,,,,,,,,
10.0,2.0713,0.0,1063.35,0.72,0.78,0.75,0.06,0.2715
,,,,,,,,
10.0,2.0671,0.0,1063.36,0.72,0.78,0.75,0.06,0.2714
,,,,,,,,
10.0,2.0818,0.0,1063.31,0.72,0.78,0.75,0.06,0.2719
,,,,,,,,
10.0,2.0656,0.0,1063.36,0.72,0.78,0.75,0.06,0.2714
,,,,,,,,
10.0,2.0757,0.0,1063.33,0.72,0.78,0.75,0.06,0.2717
,,,,,,,,
10.0,2.0625,0.8635,1068.61,0.76,0.78,0.77,0.02,0.2809
,,,,,,,,
10.0,2.045,0.5961,1068.96,0.76,0.78,0.77,0.02,0.2774
,,,,,,,,
10.0,1.9972,0.0,1063.57,0.72,0.78,0.75,0.06,0.2693
,,,,,,,,
10.0,2.0511,0.0,1063.41,0.72,0.78,0.75,0.06,0.2709
,,,,,,,,
10.0,2.0573,1.7776,1067.61,0.76,0.78,0.77,0.02,0.2909
,,,,,,,,
10.0,2.0024,0.0,1063.56,0.72,0.78,0.75,0.06,0.2694
,,,,,,,,
10.0,2.0395,0.0,1063.44,0.72,0.78,0.75,0.06,0.2706
,,,,,,,,
10.0,2.0231,1.7615,1067.55,0.76,0.78,0.77,0.02,0.2896
,,,,,,,,
10.0,1.9963,1.7963,1067.78,0.76,0.78,0.77,0.02,0.2892
,,,,,,,,
10.0,2.0178,0.8869,1068.72,0.76,0.78,0.77,0.02,0.2798
,,,,,,,,
7.4636,2.0296,0.0,1064.86,0.72,0.78,0.75,0.06,0.2564
,,,,,,,,
8.9371,2.018,0.0,1063.71,0.72,0.78,0.75,0.06,0.2679
,,,,,,,,
10.0,2.0161,0.8507,1068.77,0.76,0.78,0.77,0.02,0.2793
,,,,,,,,
5.1711,1.4631,0.8753,1075.71,0.76,0.75,0.76,0.01,0.207
,,,,,,,,
5.401,1.4461,0.8861,1075.18,0.76,0.75,0.76,0.01,0.2124
,,,,,,,,
10.0,1.9271,0.8511,1069.04,0.76,0.78,0.77,0.02,0.2766
,,,,,,,,
4.8879,2.614,0.8888,1071.71,0.76,0.81,0.79,0.05,0.2348
,,,,,,,,
6.2086,1.9962,0.0,1066.77,0.72,0.78,0.75,0.06,0.2373
,,,,,,,,
6.6353,1.9825,0.0,1066.1,0.72,0.78,0.75,0.06,0.244
,,,,,,,,
4.9355,1.8837,0.0,1070.1,0.72,0.78,0.75,0.06,0.204
,,,,,,,,
4.9218,2.0365,0.8231,1073.97,0.76,0.81,0.79,0.05,0.2174
,,,,,,,,
5.1174,1.6898,0.7623,1075.47,0.76,0.75,0.76,0.01,0.2113
,,,,,,,,
5.738,1.4544,0.8071,1074.62,0.76,0.75,0.76,0.01,0.2198
,,,,,,,,
5.2306,1.6441,0.8965,1075.16,0.76,0.75,0.76,0.01,0.2144
,,,,,,,,
8.2839,1.9887,0.0,1063.81,0.72,0.78,0.75,0.06,0.263
,,,,,,,,
10.0,2.001,1.2442,1068.18,0.76,0.78,0.77,0.02,0.2832
,,,,,,,,
4.7448,2.0251,0.7875,1075.51,0.76,0.78,0.77,0.02,0.2119
,,,,,,,,
5.4354,1.4285,3.549,1069.81,0.8,0.75,0.78,0.05,0.2422
,,,,,,,,
5.2206,1.4461,0.8728,1075.83,0.76,0.75,0.76,0.01,0.2077
,,,,,,,,
5.6147,1.4274,1.7807,1073.53,0.76,0.75,0.76,0.01,0.2269
,,,,,,,,
8.8657,1.9916,0.0,1063.44,0.72,0.78,0.75,0.06,0.2668
,,,,,,,,
4.7869,2.0262,0.8962,1074.9,0.76,0.78,0.77,0.02,0.2143
,,,,,,,,
4.8197,2.0194,0.8846,1075.04,0.76,0.78,0.77,0.02,0.2148
,,,,,,,,
5.4405,1.6273,1.7574,1073.58,0.76,0.75,0.76,0.01,0.2286
,,,,,,,,
5.1388,1.6471,0.8756,1075.04,0.76,0.75,0.76,0.01,0.2118
,,,,,,,,
4.716,1.7392,0.8943,1075.88,0.76,0.75,0.76,0.01,0.2035
,,,,,,,,
5.1128,1.3915,0.8808,1076.07,0.76,0.75,0.76,0.01,0.2033
,,,,,,,,
4.9126,1.8861,0.7953,1074.49,0.76,0.81,0.79,0.05,0.2123
,,,,,,,,
5.3863,1.384,2.4102,1071.71,0.8,0.75,0.78,0.05,0.227
,,,,,,,,
4.788,2.0964,3.3763,1074.5,0.8,0.78,0.79,0.02,0.244
,,,,,,,,
5.1439,1.6245,0.8785,1074.75,0.76,0.75,0.76,0.01,0.2113
,,,,,,,,
10.0,2.0495,1.8776,1066.94,0.76,0.78,0.77,0.02,0.2918
,,,,,,,,
4.7695,1.5954,2.949,1065.29,0.8,0.72,0.76,0.08,0.2233
,,,,,,,,
10.0,4.4689,1.6498,1080.8,0.96,1.0,0.98,0.04,0.361
,,,,,,,,
5.1751,1.4704,2.1725,1071.13,0.8,0.75,0.78,0.05,0.2217
,,,,,,,,
3.6387,2.8539,2.7625,1066.0,0.72,0.78,0.75,0.06,0.2289
,,,,,,,,
5.1282,1.6819,1.5157,1073.41,0.76,0.75,0.76,0.01,0.2197
,,,,,,,,
10.0,4.5383,0.8637,1080.96,0.96,1.0,0.98,0.04,0.3542
,,,,,,,,
10.0,4.4636,1.7663,1077.51,0.96,1.0,0.98,0.04,0.3621
,,,,,,,,
5.3448,1.6496,0.6973,1074.17,0.76,0.75,0.76,0.01,0.2152
,,,,,,,,
5.0014,2.3746,0.0,1066.85,0.72,0.78,0.75,0.06,0.2207
,,,,,,,,
4.7813,2.1186,0.8564,1072.48,0.76,0.78,0.77,0.02,0.2165
,,,,,,,,
3.4681,3.0531,2.4643,1065.87,0.72,0.81,0.77,0.09,0.2267
,,,,,,,,
10.0,1.4191,4.0625,1059.6,0.8,0.72,0.76,0.08,0.2966
,,,,,,,,
4.7196,1.3901,2.5439,1067.7,0.8,0.72,0.76,0.08,0.2111
,,,,,,,,
4.8566,2.2392,0.8375,1072.07,0.76,0.81,0.79,0.05,0.222
,,,,,,,,
4.9449,2.5857,0.0,1066.92,0.72,0.78,0.75,0.06,0.2256
,,,,,,,,
4.6809,2.4392,2.4455,1070.7,0.76,0.81,0.79,0.05,0.2412
,,,,,,,,
6.6421,4.4467,4.3452,1076.84,0.96,1.0,0.98,0.04,0.3656
,,,,,,,,
4.8266,1.9255,1.3287,1073.1,0.76,0.78,0.77,0.02,0.2171
,,,,,,,,
7.9361,4.6343,0.6278,1074.01,0.92,1.0,0.96,0.08,0.3453
,,,,,,,,
4.8153,2.005,1.5597,1073.83,0.76,0.78,0.77,0.02,0.2217
,,,,,,,,
4.7668,2.1433,0.864,1074.5,0.76,0.78,0.77,0.02,0.2169
,,,,,,,,
4.8283,1.8468,2.5506,1069.89,0.8,0.75,0.78,0.05,0.2283
,,,,,,,,
8.2791,4.4049,2.8658,1085.54,1.0,1.0,1.0,0.0,0.3666
,,,,,,,,
5.21,4.5394,2.1287,1084.31,0.96,1.0,0.98,0.04,0.3137
,,,,,,,,
6.1341,2.8869,0.8677,1066.0,0.76,0.84,0.8,0.08,0.2726
,,,,,,,,
4.7526,2.3147,2.1946,1073.86,0.8,0.78,0.79,0.02,0.2366
,,,,,,,,
4.5723,2.5851,2.2955,1065.34,0.72,0.78,0.75,0.06,0.241
,,,,,,,,
4.8426,2.1179,3.9327,1075.68,0.8,0.81,0.81,0.01,0.2523
,,,,,,,,
5.0955,1.6402,1.7252,1073.47,0.76,0.75,0.76,0.01,0.2199
,,,,,,,,
1.7181,3.1097,9.8403,,,,,,
1.6994,2.84,5.544,1080.85,0.76,0.75,0.76,0.01,0.2314
,,,,,,,,
2.999,3.7458,7.0949,,,,,,
3.8502,4.4643,0.4725,1076.87,0.8,0.88,0.84,0.08,0.2709
,,,,,,,,
4.3359,2.5977,5.1403,1062.29,0.72,0.78,0.75,0.06,0.2667
,,,,,,,,
4.7526,2.1691,2.6352,1073.25,0.8,0.78,0.79,0.02,0.237
,,,,,,,,
4.8917,2.719,0.8734,1069.05,0.76,0.81,0.79,0.05,0.2379
,,,,,,,,
6.4842,1.4417,2.5905,1062.91,0.8,0.72,0.76,0.08,0.2539
,,,,,,,,
7.7103,4.3152,1.7321,1075.71,0.92,1.0,0.96,0.08,0.3463
,,,,,,,,
0.0,1.6767,8.3745,,,,,,
0.4558,1.9898,6.229,,,,,,
0.7694,2.3013,2.262,1111.96,0.76,0.78,0.77,0.02,0.1755
2.7262,6.8413,-0.5873,,,,,,
,,,,,,,,
4.8276,2.7611,1.4859,1067.28,0.76,0.84,0.8,0.08,0.2442
,,,,,,,,
2.2361,1.7379,4.8964,,,,,,
2.2079,2.1066,3.4702,,,,,,
1.8884,1.1129,6.7484,1105.42,0.72,0.81,0.77,0.09,0.1947
2.8255,4.208,3.7156,,,,,,
,,,,,,,,
4.851,4.0385,3.8977,,,,,,
2.0716,1.0075,3.3401,1097.42,0.88,0.97,0.93,0.09,0.2217
,,,,,,,,
0.0,1.09,8.9863,,,,,,
1.922,1.5933,4.1862,,,,,,
1.65,1.4795,5.4579,1128.33,0.72,0.78,0.75,0.06,0.1817
1.9307,3.1012,9.2252,,,,,,
1.9165,3.6534,2.2397,,,,,,
,,,,,,,,
4.6156,2.0067,3.3138,1064.48,0.72,0.78,0.75,0.06,0.236
,,,,,,,,
0.491,2.752,7.2165,,,,,,
2.0194,2.8034,3.2144,,,,,,
2.5142,3.188,8.6171,1132.1100000000001,0.76,0.78,0.77,0.02,0.2059
2.0037,1.9406,7.9275,,,,,,
3.4026,2.3572,0.0,,,,,,
,,,,,,,,
1.6385,3.5364,5.147,,,,,,
3.8497,2.3925,8.3574,1090.98,0.8,0.72,0.76,0.08,0.2141
2.7763,0.7765,2.8266,,,,,,
,,,,,,,,
7.3642,1.9273,0.0,1062.83,0.72,0.78,0.75,0.06,0.252
,,,,,,,,
1.1454,4.9273,8.6643,,,,,,
0.5771,2.4739,6.984,1097.64,0.76,0.78,0.77,0.02,0.2036
1.1619,1.8513,5.1221,,,,,,
,,,,,,,,
2.7692,3.8766,7.9055,1059.68,0.76,0.84,0.8,0.08,0.2914
,,,,,,,,
2.2092,2.6906,11.6259,,,,,,
1.1629,3.2352,11.0668,,,,,,
3.7567,2.8976,9.6985,1111.83,0.84,0.84,0.84,0.0,0.2563
2.5059,1.818,-4.6184,,,,,,
,,,,,,,,
3.5593,1.7986,8.3876,1055.91,0.8,0.72,0.76,0.08,0.2566
,,,,,,,,
0.0,1.6626,9.2759,,,,,,
3.7261,2.9746,2.8048,,,,,,
2.1325,2.2833,7.1485,1127.53,0.72,0.81,0.77,0.09,0.1817
2.9348,2.3189,2.7748,,,,,,
0.8733,2.198,0.7883,,,,,,
,,,,,,,,
2.2767,1.3613,6.716,,,,,,
1.1484,3.3205,12.2284,1090.44,0.8,0.75,0.78,0.05,0.2302
2.9247,2.2182,6.4626,,,,,,
,,,,,,,,
2.3506,2.568,6.6347,,,,,,
4.2389,1.9993,6.7193,1092.67,0.72,0.78,0.75,0.06,0.2207
1.8661,1.8955,4.7936,,,,,,
,,,,,,,,
4.1044,1.7274,8.5321,1056.86,0.8,0.72,0.76,0.08,0.271
,,,,,,,,
2.7661,1.7233,9.5212,,,,,,
2.7801,1.7036,4.3456,,,,,,
3.3035,2.0532,7.657,1099.55,0.8,0.72,0.76,0.08,0.2259
4.5298,0.9944,-6.202,,,,,,
