capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
0.0,1.0,0.0,,,,,,
,,,,,,,,
10047,17.0,3.0,,,,,,
2865.0,3.0,1.0,1071.31,0.98,0.99,0.98,0.01,0.1502
-1218.0,-2.0,0.0,,,,,,
,,,,,,,,
9417,2.0,3.0,,,,,,
2245.0,2.0,1.0,,,,,,
3428.0,-2.0,0.0,1086.61,0.95,0.96,0.95,0.01,0.1028
2280.0,0.0,0.0,,,,,,
,,,,,,,,
7750,-1.0,1.0,1045.37,0.86,0.85,0.85,0.01,0.2176
,,,,,,,,
9762,2.0,1.0,1050.36,0.95,0.96,0.95,0.01,0.2277
,,,,,,,,
8401,3.0,0.0,,,,,,
0.0,5.0,0.0,1081.93,0.97,0.98,0.97,0.01,0.0184
-1382.0,0.0,0.0,,,,,,
,,,,,,,,
8324,0.0,1.0,,,,,,
2822.0,0.0,0.0,1066.11,0.95,0.96,0.95,0.01,0.1127
,,,,,,,,
7796,0.0,0.0,1058.2,0.9,0.9,0.9,0.0,0.026
,,,,,,,,
8673,3.0,1.0,,,,,,
5327.0,0.0,0.0,1065.62,0.95,0.96,0.95,0.01,0.1226
,,,,,,,,
8011,0.0,2.0,,,,,,
2019.0,0.0,1.0,1069.16,0.86,0.84,0.85,0.02,0.1319
2317.0,0.0,0.0,,,,,,
,,,,,,,,
9873,20.0,0.0,,,,,,
4681.0,0.0,0.0,1071.54,0.99,0.99,0.99,0.0,0.0581
,,,,,,,,
8013,2.0,2.0,,,,,,
0.0,3.0,0.0,1060.14,0.88,0.87,0.88,0.01,0.105
,,,,,,,,
9165,10.0,3.0,,,,,,
1943.0,3.0,2.0,,,,,,
0.0,4.0,0.0,1085.48,0.97,0.98,0.97,0.01,0.1474
2286.0,3.0,2.0,,,,,,
,,,,,,,,
7730,2.0,2.0,,,,,,
2969.0,5.0,1.0,1048.5,0.8,0.73,0.77,0.07,0.207
,,,,,,,,
8308,8.0,0.0,,,,,,
1557.0,0.0,0.0,1071.4,0.97,0.99,0.98,0.02,0.03
,,,,,,,,
4093.0,1.0,4.0,,,,,,
7852,2.0,0.0,1068.95,0.91,0.92,0.92,0.01,0.06
2031.0,0.0,0.0,,,,,,
,,,,,,,,
8136,10.0,0.0,,,,,,
0.0,2.0,0.0,1080.62,0.95,0.96,0.95,0.01,0.0226
-221.0,0.0,0.0,,,,,,
,,,,,,,,
8237,3.0,0.0,1059.32,0.94,0.95,0.94,0.01,0.0376
,,,,,,,,
9562,9.0,1.0,,,,,,
2990.0,0.0,1.0,1061.63,0.97,0.98,0.97,0.01,0.2245
,,,,,,,,
10130,6.0,0.0,1058.31,0.97,0.99,0.98,0.02,0.0541
,,,,,,,,
10401,10.0,2.0,,,,,,
1834.0,8.0,1.0,,,,,,
1029.0,6.0,0.0,1086.46,0.97,0.98,0.97,0.01,0.1277
0.0,9.0,0.0,,,,,,
,,,,,,,,
8184,0.0,0.0,1059.33,0.93,0.95,0.94,0.02,0.0273
,,,,,,,,
8757,8.0,1.0,,,,,,
2833.0,0.0,0.0,1066.0,0.96,0.98,0.97,0.02,0.1271
,,,,,,,,
7548.0,6,0.0,,,,,,
1906.0,7.0,0.0,1065.87,0.8,0.71,0.76,0.09,0.0286
0.0,3.0,0.0,,,,,,
,,,,,,,,
9706,10.0,1.0,,,,,,
2806.0,0.0,0.0,1066.25,0.97,0.98,0.97,0.01,0.132
,,,,,,,,
8008,7.0,4.0,,,,,,
4644.0,6.0,0.0,,,,,,
3880.0,3.0,1.0,1093.17,0.9,0.9,0.9,0.0,0.1267
2305.0,2.0,1.0,,,,,,
2925.0,0.0,0.0,,,,,,
,,,,,,,,
8654,23.0,1.0,,,,,,
2322.0,6.0,0.0,1076.14,0.99,0.99,0.99,0.0,0.1662
2755.0,0.0,2.0,,,,,,
,,,,,,,,
8832,9.0,0.0,1060.4,0.98,0.99,0.98,0.01,0.0599
,,,,,,,,
8703,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
10188,0.0,0.0,1061.15,0.97,0.98,0.97,0.01,0.034
,,,,,,,,
9465,0.0,1.0,1050.76,0.95,0.96,0.95,0.01,0.2199
,,,,,,,,
8035,0.0,1.0,1048.89,0.91,0.94,0.93,0.03,0.2152
,,,,,,,,
7759,7.0,1.0,1047.65,0.9,0.91,0.91,0.01,0.238
,,,,,,,,
8721,1.0,0.0,,,,,,
0.0,1.0,0.0,1069.44,0.97,0.98,0.97,0.01,0.0179
,,,,,,,,
8225,20.0,1.0,,,,,,
2977.0,0.0,1.0,1055.23,0.96,0.97,0.96,0.01,0.2409
,,,,,,,,
10435,9.0,1.0,,,,,,
4386.0,0.0,0.0,1066.14,0.97,0.98,0.97,0.01,0.1342
,,,,,,,,
9974,8.0,2.0,,,,,,
0.0,1.0,0.0,1067.1,0.97,0.98,0.97,0.01,0.115
,,,,,,,,
9856,5.0,2.0,,,,,,
5259.0,3.0,0.0,1066.2,0.96,0.97,0.96,0.01,0.1219
,,,,,,,,
3910.0,15.0,1.0,,,,,,
8961,9.0,0.0,,,,,,
492.0,3.0,1.0,1098.12,0.98,0.99,0.98,0.01,0.1057
2736.0,0.0,0.0,,,,,,
0.0,2.0,0.0,,,,,,
,,,,,,,,
8461,8.0,0.0,,,,,,
0.0,6.0,0.0,1068.5,0.97,0.99,0.98,0.02,0.0378
,,,,,,,,
8148,5.0,2.0,,,,,,
2447.0,0.0,1.0,,,,,,
3348.0,5.0,0.0,1084.56,0.92,0.94,0.93,0.02,0.1119
3746.0,0.0,0.0,,,,,,
,,,,,,,,
8593,11.0,2.0,,,,,,
5746.0,3.0,1.0,1074.96,0.97,0.98,0.97,0.01,0.1579
0.0,7.0,0.0,,,,,,
,,,,,,,,
3175.0,9.0,3.0,,,,,,
406.0,-1.0,1.0,,,,,,
8434,-2.0,2.0,1076.92,0.94,0.96,0.95,0.02,0.1535
3094.0,7.0,0.0,,,,,,
,,,,,,,,
8164,0.0,0.0,1059.34,0.93,0.95,0.94,0.02,0.0272
,,,,,,,,
6764.0,6.0,1.0,,,,,,
5688.0,2.0,0.0,1066.13,0.81,0.76,0.79,0.05,0.0964
7590,2.0,0.0,,,,,,
,,,,,,,,
10518,10.0,4.0,,,,,,
3527.0,4.0,3.0,,,,,,
2594.0,0.0,2.0,1085.88,0.97,0.98,0.97,0.01,0.1395
4370.0,2.0,0.0,,,,,,
,,,,,,,,
2633.0,19.0,2.0,,,,,,
9097,10.0,5.0,1072.86,0.97,0.98,0.97,0.01,0.1997
2750.0,5.0,2.0,,,,,,
,,,,,,,,
8756,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8585,8.0,1.0,,,,,,
2940.0,0.0,0.0,1066.0,0.96,0.98,0.97,0.02,0.127
,,,,,,,,
8081,0.0,0.0,1059.36,0.93,0.95,0.94,0.02,0.0269
,,,,,,,,
3619.0,3.0,1.0,,,,,,
7566,1.0,0.0,,,,,,
3014.0,0.0,0.0,1083.32,0.8,0.72,0.76,0.08,0.0897
136.0,-2.0,1.0,,,,,,
0.0,1.0,0.0,,,,,,
,,,,,,,,
5412.0,13.0,2.0,,,,,,
7746,4.0,0.0,1072.36,0.92,0.93,0.93,0.01,0.0904
1012.0,0.0,0.0,,,,,,
,,,,,,,,
2998.0,0.0,1.0,,,,,,
7882,0.0,0.0,1063.88,0.9,0.9,0.9,0.0,0.1123
,,,,,,,,
7619,13.0,2.0,,,,,,
2673.0,8.0,0.0,,,,,,
2434.0,0.0,0.0,1078.88,0.81,0.78,0.8,0.03,0.0725
0.0,3.0,0.0,,,,,,
,,,,,,,,
8597,4.0,4.0,,,,,,
0.0,3.0,0.0,1076.58,0.96,0.96,0.96,0.0,0.1245
2821.0,0.0,1.0,,,,,,
,,,,,,,,
8696,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
9949,6.0,0.0,1060.22,0.97,0.99,0.98,0.02,0.0535
,,,,,,,,
10183,29.0,1.0,,,,,,
2522.0,7.0,1.0,1071.49,0.99,1.0,0.99,0.01,0.1828
2289.0,0.0,0.0,,,,,,
,,,,,,,,
7751,2.0,3.0,,,,,,
6251.0,0.0,1.0,1058.24,0.88,0.87,0.88,0.01,0.1931
,,,,,,,,
8284,0.0,2.0,,,,,,
0.0,3.0,0.0,1063.09,0.93,0.95,0.94,0.02,0.102
,,,,,,,,
8431,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0383
,,,,,,,,
9051,8.0,4.0,,,,,,
6210.0,8.0,4.0,,,,,,
5680.0,1.0,4.0,1095.34,0.96,0.98,0.97,0.02,0.1402
2565.0,0.0,1.0,,,,,,
0.0,2.0,0.0,,,,,,
,,,,,,,,
3025.0,8.0,3.0,,,,,,
9061,0.0,0.0,1067.56,0.97,0.98,0.97,0.01,0.1059
,,,,,,,,
8734,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.0291
,,,,,,,,
9775,6.0,0.0,1060.26,0.97,0.99,0.98,0.02,0.0529
,,,,,,,,
8284,5.0,2.0,,,,,,
3914.0,0.0,0.0,1065.65,0.94,0.96,0.95,0.02,0.1119
,,,,,,,,
8426,1.0,1.0,,,,,,
2650.0,0.0,0.0,1063.52,0.95,0.96,0.95,0.01,0.1143
,,,,,,,,
8405,6.0,1.0,,,,,,
2882.0,0.0,0.0,1066.14,0.96,0.97,0.96,0.01,0.1232
,,,,,,,,
7647,9.0,1.0,1036.3,0.8,0.75,0.78,0.05,0.2444
,,,,,,,,
8430,6.0,1.0,1050.46,0.96,0.97,0.96,0.01,0.2368
,,,,,,,,
8335,2.0,0.0,1061.12,0.97,0.98,0.97,0.01,0.0346
,,,,,,,,
5788.0,10.0,1.0,,,,,,
8005,0.0,0.0,1071.26,0.9,0.9,0.9,0.0,0.0894
-147.0,0.0,0.0,,,,,,
,,,,,,,,
5898.0,0.0,1.0,,,,,,
8752,0.0,0.0,1066.92,0.97,0.98,0.97,0.01,0.1186
,,,,,,,,
7584,7.0,0.0,1052.75,0.85,0.83,0.84,0.02,0.049
,,,,,,,,
8735,0.0,0.0,,,,,,
2482.0,0.0,0.0,1071.92,0.97,0.98,0.97,0.01,0.0187
,,,,,,,,
8728,0.0,0.0,,,,,,
2916.0,3.0,2.0,1067.47,0.97,0.98,0.97,0.01,0.1076
,,,,,,,,
9980,2.0,0.0,1060.85,0.97,0.98,0.97,0.01,0.04
,,,,,,,,
8829,3.0,1.0,1050.35,0.95,0.96,0.95,0.01,0.228
,,,,,,,,
8538,0.0,1.0,1050.91,0.95,0.96,0.95,0.01,0.2168
,,,,,,,,
8041,2.0,1.0,1048.56,0.91,0.94,0.93,0.03,0.2219
,,,,,,,,
8674,2.0,1.0,1046.71,0.95,0.96,0.95,0.01,0.224
,,,,,,,,
7878,0.0,2.0,,,,,,
2396.0,0.0,0.0,1060.74,0.86,0.84,0.85,0.02,0.1003
,,,,,,,,
8028,3.0,0.0,1058.26,0.91,0.92,0.92,0.01,0.0369
,,,,,,,,
8540,9.0,0.0,,,,,,
0.0,2.0,0.0,1071.76,0.98,0.99,0.98,0.01,0.0329
,,,,,,,,
8851,3.0,2.0,,,,,,
0.0,4.0,0.0,1077.98,0.95,0.96,0.95,0.01,0.0754
9.0,2.0,0.0,,,,,,
,,,,,,,,
7880,22.0,5.0,,,,,,
3492.0,5.0,3.0,1061.78,0.94,0.95,0.94,0.01,0.1884
,,,,,,,,
8604,1.0,3.0,1052.92,0.95,0.96,0.95,0.01,0.1765
,,,,,,,,
7772,4.0,0.0,1058.68,0.92,0.93,0.93,0.01,0.0395
,,,,,,,,
8772,2.0,0.0,1061.05,0.97,0.98,0.97,0.01,0.036
,,,,,,,,
8526,5.0,0.0,1060.58,0.97,0.98,0.97,0.01,0.0454
,,,,,,,,
8607,8.0,0.0,,,,,,
2120.0,3.0,1.0,1078.37,0.97,0.99,0.98,0.02,0.0905
2988.0,0.0,0.0,,,,,,
,,,,,,,,
8454,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0282
,,,,,,,,
9291,2.0,0.0,,,,,,
2095.0,0.0,0.0,1071.73,0.97,0.98,0.97,0.01,0.0224
,,,,,,,,
8147,11.0,3.0,,,,,,
0.0,2.0,0.0,1062.8,0.93,0.95,0.94,0.02,0.1078
,,,,,,,,
8930,10.0,0.0,,,,,,
7189.0,7.0,1.0,,,,,,
1279.0,6.0,0.0,1099.8,0.98,0.99,0.98,0.01,0.0721
5121.0,3.0,0.0,,,,,,
2736.0,0.0,0.0,,,,,,
,,,,,,,,
8720,7.0,2.0,,,,,,
2894.0,3.0,1.0,1075.11,0.96,0.98,0.97,0.02,0.1447
0.0,2.0,0.0,,,,,,
,,,,,,,,
8779,0.0,0.0,1061.38,0.97,0.98,0.97,0.01,0.0293
,,,,,,,,
8608,0.0,0.0,,,,,,
0.0,3.0,0.0,1082.65,0.97,0.97,0.97,0.0,0.014
920.0,0.0,0.0,,,,,,
,,,,,,,,
8159,5.0,1.0,1048.53,0.92,0.94,0.93,0.02,0.2325
,,,,,,,,
8381,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.0279
,,,,,,,,
8623,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8371,0.0,1.0,,,,,,
0.0,1.0,0.0,1066.26,0.95,0.96,0.95,0.01,0.1098
,,,,,,,,
7691,0.0,0.0,1051.82,0.84,0.8,0.82,0.04,0.0256
,,,,,,,,
7979,4.0,0.0,1056.76,0.92,0.93,0.93,0.01,0.0402
,,,,,,,,
8570,16.0,1.0,,,,,,
2814.0,0.0,0.0,1065.89,0.97,0.99,0.98,0.02,0.1403
,,,,,,,,
8560,3.0,1.0,,,,,,
2216.0,0.0,0.0,1065.89,0.95,0.96,0.95,0.01,0.1172
,,,,,,,,
8819,14.0,2.0,1050.74,0.97,0.99,0.98,0.02,0.2431
,,,,,,,,
7818,0.0,0.0,1058.2,0.9,0.9,0.9,0.0,0.0261
,,,,,,,,
6298.0,21.0,11.0,,,,,,
5491.0,15.0,2.0,,,,,,
7883,3.0,3.0,1090.4,0.88,0.88,0.88,0.0,0.1599
3723.0,7.0,1.0,,,,,,
0.0,5.0,0.0,,,,,,
,,,,,,,,
8395,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.028
,,,,,,,,
7949,6.0,0.0,1057.81,0.92,0.94,0.93,0.02,0.0468
,,,,,,,,
8819,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
2997.0,12.0,1.0,,,,,,
9410,0.0,5.0,1062.41,0.95,0.96,0.95,0.01,0.1867
,,,,,,,,
8434,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0281
,,,,,,,,
8807,2.0,3.0,1052.72,0.95,0.96,0.95,0.01,0.1806
,,,,,,,,
8854,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8223,0.0,0.0,,,,,,
2839.0,0.0,1.0,1065.07,0.93,0.95,0.94,0.02,0.1126
,,,,,,,,
8475,19.0,1.0,,,,,,
6766.0,0.0,0.0,1078.18,0.98,0.99,0.98,0.01,0.1044
2900.0,0.0,0.0,,,,,,
,,,,,,,,
8538,0.0,1.0,,,,,,
6382.0,2.0,0.0,,,,,,
1364.0,0.0,0.0,1088.52,0.95,0.96,0.95,0.01,0.0646
2712.0,0.0,0.0,,,,,,
,,,,,,,,
7586,0.0,0.0,,,,,,
1325.0,0.0,0.0,1057.06,0.8,0.72,0.76,0.08,0.0149
