capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
,,,,,,,,
8789,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0496
,,,,,,,,
8587,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0388
,,,,,,,,
8613,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0389
,,,,,,,,
10281,0.0,0.0,1061.13,0.97,0.98,0.97,0.01,0.0343
,,,,,,,,
8629,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0288
,,,,,,,,
8662,0.0,1.0,1050.79,0.95,0.96,0.95,0.01,0.2172
,,,,,,,,
8894,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8597,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8807,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8646,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0288
,,,,,,,,
8711,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
8614,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8527,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8450,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0383
,,,,,,,,
8719,0.0,1.0,1050.88,0.95,0.96,0.95,0.01,0.2174
,,,,,,,,
8820,0.0,0.0,1061.38,0.97,0.98,0.97,0.01,0.0294
,,,,,,,,
8809,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0497
,,,,,,,,
8416,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0281
,,,,,,,,
8747,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0393
,,,,,,,,
8847,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8710,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
8756,0.0,0.0,1061.39,0.97,0.98,0.97,0.01,0.0292
,,,,,,,,
8814,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8915,3.0,1.0,1050.33,0.95,0.96,0.95,0.01,0.2283
,,,,,,,,
8881,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.0499
,,,,,,,,
8806,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8366,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.0279
,,,,,,,,
8537,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0285
,,,,,,,,
8896,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8844,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8530,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
8846,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8599,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8441,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0281
,,,,,,,,
8661,0.0,0.0,1061.9,0.97,0.97,0.97,0.0,0.0289
,,,,,,,,
8935,0.0,1.0,1050.84,0.95,0.96,0.95,0.01,0.2182
,,,,,,,,
8576,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0286
,,,,,,,,
8641,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0288
,,,,,,,,
8823,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8923,3.0,1.0,1050.33,0.95,0.96,0.95,0.01,0.2283
,,,,,,,,
8611,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8597,6.0,0.0,1060.4,0.97,0.98,0.97,0.01,0.049
,,,,,,,,
8862,0.0,1.0,1050.85,0.95,0.96,0.95,0.01,0.2179
,,,,,,,,
8934,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0399
,,,,,,,,
8507,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0385
,,,,,,,,
8413,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.028
,,,,,,,,
8788,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8651,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
8883,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8532,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8658,0.0,0.0,1061.9,0.97,0.97,0.97,0.0,0.0289
,,,,,,,,
8530,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8889,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8586,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0286
,,,,,,,,
8546,3.0,1.0,1050.4,0.95,0.96,0.95,0.01,0.227
,,,,,,,,
8652,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
8425,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0383
,,,,,,,,
8880,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8809,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8751,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0495
,,,,,,,,
8927,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.0501
,,,,,,,,
8812,0.0,1.0,1050.86,0.95,0.96,0.95,0.01,0.2177
,,,,,,,,
8484,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8785,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8720,2.0,0.0,1061.06,0.97,0.98,0.97,0.01,0.0358
,,,,,,,,
8703,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
8822,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8567,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0286
,,,,,,,,
8541,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8909,6.0,1.0,1050.38,0.96,0.97,0.96,0.01,0.2384
,,,,,,,,
8923,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0399
,,,,,,,,
8688,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8681,6.0,0.0,1060.38,0.97,0.98,0.97,0.01,0.0493
,,,,,,,,
8256,3.0,0.0,1060.42,0.96,0.97,0.96,0.01,0.0377
,,,,,,,,
8756,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8962,6.0,0.0,1060.39,0.97,0.99,0.98,0.02,0.0502
,,,,,,,,
8845,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8753,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0495
,,,,,,,,
8402,3.0,0.0,1060.94,0.97,0.98,0.97,0.01,0.0382
,,,,,,,,
8708,3.0,0.0,1060.89,0.97,0.98,0.97,0.01,0.0392
,,,,,,,,
8665,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
7631,0.0,0.0,1046.53,0.8,0.72,0.76,0.08,0.0254
,,,,,,,,
8487,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0385
,,,,,,,,
8825,6.0,0.0,1060.41,0.97,0.99,0.98,0.02,0.0498
,,,,,,,,
8912,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.05
,,,,,,,,
8831,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8840,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8813,0.0,1.0,1050.86,0.95,0.96,0.95,0.01,0.2177
,,,,,,,,
8617,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8571,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0387
,,,,,,,,
8133,0.0,0.0,1059.34,0.93,0.95,0.94,0.02,0.0271
,,,,,,,,
10473,3.0,0.0,1060.59,0.97,0.98,0.97,0.01,0.0451
,,,,,,,,
8807,9.0,0.0,1060.4,0.98,0.99,0.98,0.01,0.0599
,,,,,,,,
8966,6.0,0.0,1060.39,0.97,0.99,0.98,0.02,0.0502
,,,,,,,,
8485,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8457,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0282
,,,,,,,,
8343,6.0,0.0,1060.44,0.97,0.98,0.97,0.01,0.0481
,,,,,,,,
8765,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8917,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0399
,,,,,,,,
8348,10.0,0.0,1060.22,0.98,0.99,0.98,0.01,0.0617
,,,,,,,,
8895,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8872,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8339,0.0,0.0,1061.96,0.97,0.97,0.97,0.0,0.0278
,,,,,,,,
8861,12.0,0.0,1059.89,0.98,0.99,0.98,0.01,0.0702
,,,,,,,,
8701,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
8396,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.028
,,,,,,,,
8677,0.0,0.0,1061.9,0.97,0.97,0.97,0.0,0.0289
,,,,,,,,
8471,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0282
,,,,,,,,
8367,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.0279
,,,,,,,,
7799,3.0,0.0,1055.93,0.91,0.92,0.92,0.01,0.0362
,,,,,,,,
8623,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0389
,,,,,,,,
8712,3.0,0.0,1060.89,0.97,0.98,0.97,0.01,0.0392
,,,,,,,,
8770,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8520,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
8635,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
8774,0.0,0.0,1061.39,0.97,0.98,0.97,0.01,0.0292
,,,,,,,,
8854,9.0,1.0,1049.93,0.96,0.98,0.97,0.02,0.2484
,,,,,,,,
8800,3.0,1.0,1050.35,0.95,0.96,0.95,0.01,0.2279
,,,,,,,,
7762,0.0,0.0,1058.21,0.9,0.9,0.9,0.0,0.0259
,,,,,,,,
8186,0.0,0.0,1059.33,0.93,0.95,0.94,0.02,0.0273
,,,,,,,,
8830,8.0,0.0,1060.57,0.98,0.99,0.98,0.01,0.0566
,,,,,,,,
8725,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0393
,,,,,,,,
8872,9.0,1.0,1049.93,0.96,0.98,0.97,0.02,0.2484
,,,,,,,,
8868,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.0499
,,,,,,,,
8777,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8768,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0496
,,,,,,,,
8381,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.0279
,,,,,,,,
8478,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0384
,,,,,,,,
8494,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8559,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0285
,,,,,,,,
8582,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0286
,,,,,,,,
8697,6.0,0.0,1060.44,0.97,0.99,0.98,0.02,0.0493
,,,,,,,,
10498,0.0,0.0,1061.1,0.97,0.98,0.97,0.01,0.035
,,,,,,,,
8684,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8881,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8805,6.0,1.0,1050.4,0.96,0.97,0.96,0.01,0.2381
,,,,,,,,
8913,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.05
,,,,,,,,
8710,3.0,0.0,1060.89,0.97,0.98,0.97,0.01,0.0392
,,,,,,,,
8560,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0387
,,,,,,,,
8839,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8533,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
8772,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8812,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8387,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.028
,,,,,,,,
8785,0.0,1.0,1050.86,0.95,0.96,0.95,0.01,0.2177
,,,,,,,,
7671,0.0,0.0,1051.82,0.84,0.8,0.82,0.04,0.0256
,,,,,,,,
8707,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
8685,6.0,0.0,1060.44,0.97,0.99,0.98,0.02,0.0493
,,,,,,,,
8719,3.0,0.0,1060.89,0.97,0.98,0.97,0.01,0.0392
,,,,,,,,
8363,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.0279
,,,,,,,,
8014,0.0,0.0,1058.17,0.9,0.9,0.9,0.0,0.0267
,,,,,,,,
8555,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0285
,,,,,,,,
8792,0.0,1.0,1050.86,0.95,0.96,0.95,0.01,0.2177
,,,,,,,,
8917,0.0,1.0,1050.84,0.95,0.96,0.95,0.01,0.2181
,,,,,,,,
8678,0.0,0.0,1061.9,0.97,0.97,0.97,0.0,0.0289
,,,,,,,,
8665,0.0,0.0,1061.9,0.97,0.97,0.97,0.0,0.0289
,,,,,,,,
8161,0.0,0.0,1059.34,0.93,0.95,0.94,0.02,0.0272
,,,,,,,,
8551,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0285
,,,,,,,,
8492,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8658,6.0,0.0,1060.39,0.97,0.98,0.97,0.01,0.0492
,,,,,,,,
8764,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0495
,,,,,,,,
8540,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8771,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0496
,,,,,,,,
8868,0.0,1.0,1050.85,0.95,0.96,0.95,0.01,0.2179
,,,,,,,,
8884,0.0,1.0,1050.85,0.95,0.96,0.95,0.01,0.218
,,,,,,,,
8882,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8692,6.0,0.0,1060.44,0.97,0.99,0.98,0.02,0.0493
,,,,,,,,
8681,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8672,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8802,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8861,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8829,6.0,0.0,1060.41,0.97,0.99,0.98,0.02,0.0498
,,,,,,,,
8905,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0399
,,,,,,,,
8909,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0399
,,,,,,,,
8769,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0496
,,,,,,,,
8674,6.0,0.0,1060.39,0.97,0.98,0.97,0.01,0.0492
,,,,,,,,
8770,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0496
,,,,,,,,
8601,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0388
,,,,,,,,
8376,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.0279
,,,,,,,,
8718,9.0,0.0,1060.42,0.98,0.99,0.98,0.01,0.0596
,,,,,,,,
8503,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8738,9.0,0.0,1060.42,0.98,0.99,0.98,0.01,0.0596
,,,,,,,,
8483,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0384
,,,,,,,,
8144,6.0,0.0,1058.87,0.94,0.96,0.95,0.02,0.0475
,,,,,,,,
8708,6.0,0.0,1060.43,0.97,0.99,0.98,0.02,0.0494
,,,,,,,,
8526,0.0,1.0,1050.91,0.95,0.96,0.95,0.01,0.2168
,,,,,,,,
8727,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.0291
,,,,,,,,
8800,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8836,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8654,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
8802,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0497
,,,,,,,,
8249,3.0,0.0,1059.32,0.94,0.95,0.94,0.01,0.0377
,,,,,,,,
8437,6.0,0.0,1060.42,0.97,0.98,0.97,0.01,0.0485
,,,,,,,,
8862,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0397
,,,,,,,,
8531,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8752,3.0,1.0,1050.36,0.95,0.96,0.95,0.01,0.2277
,,,,,,,,
8466,9.0,0.0,1060.46,0.98,0.99,0.98,0.01,0.0587
,,,,,,,,
8635,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0288
,,,,,,,,
8628,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0389
,,,,,,,,
8479,6.0,0.0,1060.42,0.97,0.98,0.97,0.01,0.0486
,,,,,,,,
8821,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0396
,,,,,,,,
8704,3.0,1.0,1050.37,0.95,0.96,0.95,0.01,0.2275
,,,,,,,,
8892,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8645,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
9391,9.0,0.0,1060.31,0.98,0.99,0.98,0.01,0.0618
,,,,,,,,
8779,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8558,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0387
,,,,,,,,
8361,3.0,0.0,1060.85,0.97,0.98,0.97,0.01,0.038
,,,,,,,,
8834,6.0,0.0,1060.41,0.97,0.99,0.98,0.02,0.0498
,,,,,,,,
8725,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.0291
,,,,,,,,
8444,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0281
,,,,,,,,
8843,9.0,1.0,1049.93,0.96,0.98,0.97,0.02,0.2483
,,,,,,,,
8679,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8727,6.0,0.0,1060.43,0.97,0.99,0.98,0.02,0.0494
,,,,,,,,
8044,0.0,0.0,1059.36,0.93,0.95,0.94,0.02,0.0268
,,,,,,,,
8864,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.0499
,,,,,,,,
8639,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
8852,9.0,0.0,1060.4,0.98,0.99,0.98,0.01,0.06
,,,,,,,,
8759,3.0,1.0,1050.36,0.95,0.96,0.95,0.01,0.2277
,,,,,,,,
8531,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
8124,3.0,0.0,1059.34,0.94,0.95,0.94,0.01,0.0372
,,,,,,,,
8890,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0398
,,,,,,,,
8670,6.0,0.0,1060.39,0.97,0.98,0.97,0.01,0.0492
,,,,,,,,
8594,3.0,1.0,1050.39,0.95,0.96,0.95,0.01,0.2272
,,,,,,,,
8683,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8481,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8797,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8525,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
8116,0.0,0.0,1059.34,0.93,0.95,0.94,0.02,0.0271
,,,,,,,,
8812,9.0,0.0,1060.4,0.98,0.99,0.98,0.01,0.0599
,,,,,,,,
8479,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0384
,,,,,,,,
8776,9.0,0.0,1060.41,0.98,0.99,0.98,0.01,0.0598
,,,,,,,,
8856,6.0,1.0,1050.39,0.96,0.97,0.96,0.01,0.2382
,,,,,,,,
8803,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0497
,,,,,,,,
8909,6.0,2.0,1051.48,0.96,0.97,0.96,0.01,0.2163
,,,,,,,,
8903,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.05
,,,,,,,,
7998,0.0,0.0,1058.17,0.9,0.9,0.9,0.0,0.0267
,,,,,,,,
8563,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0285
,,,,,,,,
8667,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
7925,0.0,0.0,1058.18,0.9,0.9,0.9,0.0,0.0264
,,,,,,,,
8620,6.0,0.0,1060.4,0.97,0.98,0.97,0.01,0.0491
,,,,,,,,
8800,9.0,0.0,1060.41,0.98,0.99,0.98,0.01,0.0598
,,,,,,,,
8499,17.0,0.0,1059.1,0.98,0.99,0.98,0.01,0.086
,,,,,,,,
8743,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.0291
,,,,,,,,
8838,0.0,1.0,1050.86,0.95,0.96,0.95,0.01,0.2178
,,,,,,,,
8325,0.0,0.0,1059.79,0.97,0.97,0.97,0.0,0.0278
,,,,,,,,
8917,6.0,0.0,1060.4,0.97,0.99,0.98,0.02,0.0501
,,,,,,,,
8522,6.0,0.0,1060.41,0.97,0.98,0.97,0.01,0.0487
,,,,,,,,
8439,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0383
,,,,,,,,
8301,9.0,0.0,1060.49,0.98,0.99,0.98,0.01,0.0582
,,,,,,,,
8773,3.0,0.0,1060.88,0.97,0.98,0.97,0.01,0.0394
,,,,,,,,
8790,3.0,0.0,1060.87,0.97,0.98,0.97,0.01,0.0395
,,,,,,,,
8475,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0283
,,,,,,,,
8603,12.0,0.0,1059.94,0.98,0.99,0.98,0.01,0.0693
,,,,,,,,
8451,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0282
,,,,,,,,
8895,18.0,0.0,1058.86,0.98,0.99,0.98,0.01,0.0907
,,,,,,,,
8528,6.0,0.0,1060.41,0.97,0.98,0.97,0.01,0.0488
,,,,,,,,
8650,9.0,0.0,1060.44,0.98,0.99,0.98,0.01,0.0593
,,,,,,,,
8835,12.0,0.0,1059.9,0.98,0.99,0.98,0.01,0.0701
,,,,,,,,
8544,0.0,0.0,1061.92,0.97,0.97,0.97,0.0,0.0285
,,,,,,,,
8431,3.0,0.0,1060.93,0.97,0.98,0.97,0.01,0.0383
,,,,,,,,
8616,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8738,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.0291
,,,,,,,,
8906,3.0,0.0,1060.86,0.97,0.98,0.97,0.01,0.0399
,,,,,,,,
8332,3.0,0.0,1060.95,0.97,0.98,0.97,0.01,0.0379
,,,,,,,,
8385,0.0,0.0,1061.95,0.97,0.97,0.97,0.0,0.028
,,,,,,,,
9977,10.0,0.0,1059.94,0.98,0.99,0.98,0.01,0.0672
,,,,,,,,
8280,33.0,8.0,1053.18,1.0,1.0,1.0,0.0,0.1887
,,,,,,,,
8431,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0281
,,,,,,,,
8610,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0287
,,,,,,,,
8878,8.0,1.0,1050.09,0.96,0.98,0.97,0.02,0.2451
,,,,,,,,
8526,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
8759,0.0,1.0,1050.87,0.95,0.96,0.95,0.01,0.2176
,,,,,,,,
8631,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0288
,,,,,,,,
8680,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8662,0.0,0.0,1061.9,0.97,0.97,0.97,0.0,0.0289
,,,,,,,,
8626,0.0,0.0,1061.91,0.97,0.97,0.97,0.0,0.0288
,,,,,,,,
8918,12.0,0.0,1059.88,0.98,0.99,0.98,0.01,0.0704
,,,,,,,,
8594,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0388
,,,,,,,,
8583,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0388
,,,,,,,,
8517,0.0,0.0,1061.93,0.97,0.97,0.97,0.0,0.0284
,,,,,,,,
10093,6.0,0.0,1060.2,0.97,0.99,0.98,0.02,0.054
,,,,,,,,
8754,6.0,0.0,1060.42,0.97,0.99,0.98,0.02,0.0495
,,,,,,,,
8391,0.0,1.0,1050.93,0.95,0.96,0.95,0.01,0.2163
,,,,,,,,
8757,11.0,0.0,1060.08,0.98,0.99,0.98,0.01,0.0665
,,,,,,,,
8713,3.0,1.0,1050.37,0.95,0.96,0.95,0.01,0.2276
,,,,,,,,
8663,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
7970,3.0,1.0,1047.15,0.88,0.88,0.88,0.0,0.2251
,,,,,,,,
8712,6.0,0.0,1060.43,0.97,0.99,0.98,0.02,0.0494
,,,,,,,,
8792,5.0,1.0,1050.57,0.96,0.97,0.96,0.01,0.2346
,,,,,,,,
8670,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8888,6.0,1.0,1050.38,0.96,0.97,0.96,0.01,0.2383
,,,,,,,,
8467,0.0,0.0,1061.94,0.97,0.97,0.97,0.0,0.0282
,,,,,,,,
8682,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.0391
,,,,,,,,
8549,3.0,0.0,1060.91,0.97,0.98,0.97,0.01,0.0387
,,,,,,,,
8516,3.0,0.0,1060.92,0.97,0.98,0.97,0.01,0.0386
,,,,,,,,
8679,0.0,1.0,1050.88,0.95,0.96,0.95,0.01,0.2173
,,,,,,,,
8660,3.0,0.0,1060.9,0.97,0.98,0.97,0.01,0.039
,,,,,,,,
8689,0.0,0.0,1061.4,0.97,0.98,0.97,0.01,0.029
,,,,,,,,
8714,9.0,1.0,1049.96,0.96,0.98,0.97,0.02,0.2479
,,,,,,,,
10128,0.0,0.0,1061.16,0.97,0.98,0.97,0.01,0.0338
,,,,,,,,
7777,0.0,0.0,1058.12,0.9,0.9,0.9,0.0,0.0259
,,,,,,,,
