capital-gain,hours-per-week,educational-num,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Mean Gower Distance
10252,4.0,4.0,1049.9,0.97,0.98,0.97,0.01,0.1739
,,,,,,,,
9554,-10.0,4.0,1047.02,0.95,0.95,0.95,0.0,0.1917
,,,,,,,,
9561,5.0,0.0,1057.47,0.98,0.98,0.98,0.0,0.0488
,,,,,,,,
9105,0.0,0.0,1059.14,0.98,0.98,0.98,0.0,0.0304
,,,,,,,,
8944,-2.0,3.0,1051.87,0.96,0.96,0.96,0.0,0.1845
,,,,,,,,
8205,-23.0,6.0,1047.03,0.89,0.9,0.9,0.01,0.188
,,,,,,,,
7197,16.0,10.0,1040.97,0.85,0.8,0.82,0.05,0.1142
,,,,,,,,
9218,-3.0,13.0,1055.44,1.0,1.0,1.0,0.0,0.1182
,,,,,,,,
7807,24.0,7.0,1050.28,0.96,0.96,0.96,0.0,0.1746
,,,,,,,,
8103,8.0,3.0,1048.03,0.94,0.94,0.94,0.0,0.202
,,,,,,,,
8828,-7.0,0.0,1057.15,0.97,0.97,0.97,0.0,0.0531
,,,,,,,,
8618,3.0,0.0,1056.91,0.98,0.98,0.98,0.0,0.0389
,,,,,,,,
8726,6.0,7.0,1051.92,0.97,0.98,0.97,0.01,0.1169
,,,,,,,,
9303,23.0,3.0,1046.09,0.99,1.0,0.99,0.01,0.2567
,,,,,,,,
9316,0.0,1.0,1045.12,0.96,0.97,0.96,0.01,0.2231
,,,,,,,,
8317,5.0,1.0,1047.82,0.97,0.97,0.97,0.0,0.2367
,,,,,,,,
9466,3.0,2.0,1045.05,0.97,0.97,0.97,0.0,0.2116
,,,,,,,,
7647,9.0,0.0,1048.21,0.88,0.86,0.87,0.02,0.056
,,,,,,,,
10437,-9.0,1.0,1043.53,0.96,0.96,0.96,0.0,0.2572
,,,,,,,,
8464,1.0,0.0,1061.09,0.98,0.97,0.97,0.01,0.0316
,,,,,,,,
8014,-4.0,1.0,1043.73,0.88,0.85,0.86,0.03,0.2323
,,,,,,,,
8596,-12.0,2.0,1045.04,0.95,0.95,0.95,0.0,0.2388
,,,,,,,,
8866,-6.0,7.0,1054.5,0.96,0.96,0.96,0.0,0.1173
,,,,,,,,
9587,-11.0,10.0,1053.96,0.98,0.98,0.98,0.0,0.1049
,,,,,,,,
7265,20.0,0.0,1047.4,0.84,0.79,0.81,0.05,0.0919
,,,,,,,,
8925,-7.0,1.0,1046.87,0.95,0.95,0.95,0.0,0.2455
,,,,,,,,
8955,-1.0,2.0,1048.36,0.96,0.96,0.96,0.0,0.2032
,,,,,,,,
7900,8.0,5.0,1050.39,0.92,0.92,0.92,0.0,0.1589
,,,,,,,,
8421,8.0,4.0,1051.48,0.97,0.98,0.97,0.01,0.1814
,,,,,,,,
10211,-34.0,6.0,1049.41,0.94,0.95,0.94,0.01,0.2261
,,,,,,,,
8540,-10.0,3.0,1049.67,0.95,0.95,0.95,0.0,0.21
,,,,,,,,
8810,11.0,2.0,1047.11,0.97,0.98,0.97,0.01,0.2365
,,,,,,,,
8343,-13.0,2.0,1045.69,0.95,0.95,0.95,0.0,0.2412
,,,,,,,,
9552,-4.0,7.0,1052.91,0.97,0.97,0.97,0.0,0.1129
,,,,,,,,
8329,13.0,3.0,1052.78,0.98,0.98,0.98,0.0,0.2197
,,,,,,,,
7838,9.0,5.0,1046.01,0.92,0.92,0.92,0.0,0.1621
,,,,,,,,
8193,13.0,2.0,1048.16,0.95,0.95,0.95,0.0,0.2413
,,,,,,,,
7318.0,5,0.0,1049.33,0.83,0.78,0.8,0.05,0.0413
,,,,,,,,
9214,-16.0,2.0,1042.17,0.95,0.95,0.95,0.0,0.2539
,,,,,,,,
8703,6.0,0.0,1061.29,0.98,0.98,0.98,0.0,0.0493
,,,,,,,,
9231,-4.0,0.0,1060.56,0.98,0.97,0.97,0.01,0.0443
,,,,,,,,
7767,-25.0,2.0,1037.31,0.84,0.78,0.81,0.06,0.2766
,,,,,,,,
8449,4.0,1.0,1050.6,0.96,0.97,0.96,0.01,0.2338
,,,,,,,,
8724,-2.0,2.0,1050.79,0.96,0.96,0.96,0.0,0.2058
,,,,,,,,
8944,18.0,1.0,1047.48,0.98,0.99,0.98,0.01,0.2828
,,,,,,,,
8534,-12.0,1.0,1047.22,0.95,0.95,0.95,0.0,0.2607
,,,,,,,,
7745,10.0,1.0,1045.49,0.92,0.91,0.92,0.01,0.2518
,,,,,,,,
8520,-4.0,0.0,1056.33,0.97,0.97,0.97,0.0,0.042
,,,,,,,,
9343,-5.0,3.0,1052.86,0.96,0.96,0.96,0.0,0.196
,,,,,,,,
8091,-2.0,4.0,1048.42,0.92,0.92,0.92,0.0,0.1599
,,,,,,,,
8516,-24.0,3.0,1048.32,0.94,0.95,0.94,0.01,0.2542
,,,,,,,,
9087,-1.0,2.0,1052.59,0.96,0.96,0.96,0.0,0.2036
,,,,,,,,
10020,6.0,4.0,1054.35,0.97,0.97,0.97,0.0,0.1799
,,,,,,,,
7923,0.0,1.0,1047.39,0.89,0.88,0.89,0.01,0.2185
,,,,,,,,
9487,12.0,4.0,1050.4,0.98,0.98,0.98,0.0,0.1985
,,,,,,,,
9167,3.0,5.0,1052.28,0.96,0.97,0.96,0.01,0.1462
,,,,,,,,
8457,14.0,3.0,1050.27,0.98,0.98,0.98,0.0,0.2235
,,,,,,,,
8894,-1.0,0.0,1059.08,0.98,0.97,0.97,0.01,0.033
,,,,,,,,
7397,8.0,0.0,1048.88,0.85,0.81,0.83,0.04,0.0518
,,,,,,,,
7485,34.0,4.0,1031.84,0.8,0.71,0.76,0.09,0.2655
,,,,,,,,
8685,2.0,0.0,1062.11,0.98,0.98,0.98,0.0,0.0357
,,,,,,,,
10267,-2.0,6.0,1056.52,0.97,0.97,0.97,0.0,0.1267
,,,,,,,,
7563,8.0,0.0,1050.85,0.85,0.82,0.83,0.03,0.0523
,,,,,,,,
8848,-9.0,2.0,1046.71,0.95,0.95,0.95,0.0,0.2297
,,,,,,,,
9053,1.0,2.0,1050.32,0.96,0.96,0.96,0.0,0.2034
,,,,,,,,
8137,3.0,1.0,1046.92,0.93,0.93,0.93,0.0,0.2294
,,,,,,,,
8000,0.0,0.0,1056.74,0.92,0.91,0.92,0.01,0.0267
,,,,,,,,
9014,5.0,1.0,1051.3,0.97,0.97,0.97,0.0,0.239
,,,,,,,,
8815,-6.0,0.0,1057.92,0.97,0.97,0.97,0.0,0.0497
,,,,,,,,
10466,-29.0,4.0,1046.05,0.95,0.95,0.95,0.0,0.2535
,,,,,,,,
8688,-1.0,0.0,1061.21,0.98,0.97,0.97,0.01,0.0324
,,,,,,,,
9348,-1.0,3.0,1053.38,0.96,0.96,0.96,0.0,0.1825
,,,,,,,,
8019,-6.0,6.0,1048.46,0.88,0.84,0.86,0.04,0.1328
,,,,,,,,
8683,8.0,4.0,1048.24,0.97,0.98,0.97,0.01,0.1822
,,,,,,,,
7823,-12.0,5.0,1043.81,0.87,0.82,0.84,0.05,0.1718
,,,,,,,,
8231,-44.0,0.0,1051.35,0.9,0.89,0.9,0.01,0.151
,,,,,,,,
8621,7.0,1.0,1051.1,0.97,0.97,0.97,0.0,0.2445
,,,,,,,,
10073,-37.0,3.0,1039.09,0.94,0.94,0.94,0.0,0.2956
,,,,,,,,
8144,57.0,4.0,1043.26,0.98,0.98,0.98,0.0,0.3367
,,,,,,,,
7297,4.0,0.0,1045.34,0.82,0.75,0.78,0.07,0.0379
,,,,,,,,
8484,0.0,0.0,1062.48,0.98,0.98,0.98,0.0,0.0283
,,,,,,,,
8746,25.0,4.0,1049.84,0.99,1.0,0.99,0.01,0.2398
,,,,,,,,
7799,3.0,4.0,1049.36,0.91,0.9,0.91,0.01,0.1623
,,,,,,,,
9496,-3.0,0.0,1058.37,0.98,0.97,0.97,0.01,0.0419
,,,,,,,,
9663,3.0,0.0,1061.77,0.98,0.98,0.98,0.0,0.0424
,,,,,,,,
7948,11.0,2.0,1048.41,0.92,0.91,0.92,0.01,0.2337
,,,,,,,,
8821,8.0,1.0,1050.38,0.97,0.98,0.97,0.01,0.2486
,,,,,,,,
7977,-6.0,0.0,1055.58,0.91,0.88,0.9,0.03,0.0469
,,,,,,,,
8325,-8.0,1.0,1043.95,0.95,0.95,0.95,0.0,0.2468
,,,,,,,,
7178,12.0,0.0,1047.72,0.82,0.77,0.79,0.05,0.0646
,,,,,,,,
8261,12.0,2.0,1050.13,0.96,0.97,0.96,0.01,0.2381
,,,,,,,,
9433,-4.0,3.0,1048.19,0.96,0.96,0.96,0.0,0.1929
,,,,,,,,
8769,3.0,0.0,1061.93,0.98,0.98,0.98,0.0,0.0394
,,,,,,,,
9535,12.0,8.0,1050.67,0.99,0.99,0.99,0.0,0.1235
,,,,,,,,
7851,-2.0,1.0,1042.13,0.89,0.87,0.88,0.02,0.225
,,,,,,,,
8020,7.0,0.0,1056.61,0.93,0.94,0.94,0.01,0.0505
,,,,,,,,
9280,4.0,2.0,1050.57,0.97,0.97,0.97,0.0,0.2144
,,,,,,,,
9331,-2.0,8.0,1055.76,0.97,0.98,0.97,0.01,0.089
,,,,,,,,
8785,-5.0,2.0,1047.97,0.96,0.96,0.96,0.0,0.2161
,,,,,,,,
8683,-6.0,2.0,1043.71,0.96,0.95,0.95,0.01,0.2191
,,,,,,,,
8584,3.0,0.0,1060.04,0.98,0.98,0.98,0.0,0.0388
,,,,,,,,
8286,0.0,1.0,1050.24,0.94,0.96,0.95,0.02,0.2197
,,,,,,,,
8218,4.0,2.0,1050.65,0.93,0.94,0.94,0.01,0.2109
,,,,,,,,
9683,-7.0,0.0,1058.56,0.97,0.97,0.97,0.0,0.0559
,,,,,,,,
8473,-14.0,1.0,1048.72,0.95,0.95,0.95,0.0,0.2671
,,,,,,,,
7600,4.0,0.0,1052.8,0.87,0.83,0.85,0.04,0.0389
,,,,,,,,
8913,9.0,4.0,1053.15,0.97,0.98,0.97,0.01,0.1864
,,,,,,,,
8944,10.0,0.0,1060.72,0.98,0.98,0.98,0.0,0.0637
,,,,,,,,
10036,5.0,0.0,1059.28,0.98,0.98,0.98,0.0,0.0504
,,,,,,,,
8624,3.0,2.0,1051.66,0.96,0.97,0.96,0.01,0.2088
,,,,,,,,
8602,-12.0,1.0,1049.06,0.95,0.95,0.95,0.0,0.261
,,,,,,,,
8396,12.0,0.0,1059.76,0.98,0.99,0.98,0.01,0.0687
,,,,,,,,
9662,-8.0,1.0,1048.75,0.96,0.95,0.95,0.01,0.2513
,,,,,,,,
8347,0.0,0.0,1062.51,0.98,0.98,0.98,0.0,0.0278
,,,,,,,,
8631,0.0,1.0,1051.64,0.96,0.96,0.96,0.0,0.2208
,,,,,,,,
8964,0.0,2.0,1052.74,0.96,0.96,0.96,0.0,0.1998
,,,,,,,,
8795,8.0,1.0,1048.3,0.97,0.98,0.97,0.01,0.2485
,,,,,,,,
9060,11.0,0.0,1058.57,0.98,0.98,0.98,0.0,0.0675
,,,,,,,,
9850,14.0,1.0,1050.28,0.98,0.98,0.98,0.0,0.2723
,,,,,,,,
8817,9.0,3.0,1050.54,0.97,0.98,0.97,0.01,0.2078
,,,,,,,,
8963,1.0,0.0,1061.08,0.98,0.97,0.97,0.01,0.0333
,,,,,,,,
8344,5.0,3.0,1050.51,0.97,0.97,0.97,0.0,0.1926
,,,,,,,,
7850,-3.0,1.0,1042.7,0.89,0.87,0.88,0.02,0.2284
,,,,,,,,
9851,24.0,5.0,1051.05,0.99,1.0,0.99,0.01,0.2194
,,,,,,,,
10195,1.0,3.0,1052.02,0.97,0.97,0.97,0.0,0.1853
,,,,,,,,
8921,-12.0,1.0,1048.65,0.95,0.95,0.95,0.0,0.262
,,,,,,,,
9011,5.0,0.0,1061.14,0.98,0.98,0.98,0.0,0.047
,,,,,,,,
8134,14.0,7.0,1047.15,0.95,0.96,0.95,0.01,0.142
,,,,,,,,
8205,0.0,0.0,1059.52,0.94,0.95,0.94,0.01,0.0274
,,,,,,,,
8880,6.0,0.0,1061.4,0.98,0.98,0.98,0.0,0.0499
,,,,,,,,
9232,6.0,0.0,1061.34,0.98,0.98,0.98,0.0,0.0511
,,,,,,,,
8565,-2.0,0.0,1056.65,0.98,0.97,0.97,0.01,0.0354
,,,,,,,,
9711,0.0,0.0,1062.21,0.98,0.98,0.98,0.0,0.0324
,,,,,,,,
7197.0,14.0,6.0,,,,,,
9300,-2.0,0.0,1064.39,0.98,0.98,0.98,0.0,0.0975
,,,,,,,,
9147,-1.0,2.0,1052.24,0.96,0.96,0.96,0.0,0.2038
,,,,,,,,
8676,15.0,0.0,1059.41,0.98,0.99,0.98,0.01,0.0798
,,,,,,,,
8509,3.0,0.0,1061.87,0.98,0.98,0.98,0.0,0.0385
,,,,,,,,
7945,-4.0,1.0,1041.26,0.88,0.85,0.86,0.03,0.2321
,,,,,,,,
8848,-6.0,0.0,1060.62,0.97,0.97,0.97,0.0,0.0498
,,,,,,,,
10158,3.0,3.0,1051.77,0.97,0.97,0.97,0.0,0.1919
,,,,,,,,
8618,0.0,0.0,1062.46,0.98,0.98,0.98,0.0,0.0287
,,,,,,,,
7763,2.0,0.0,1058.47,0.92,0.91,0.92,0.01,0.0326
,,,,,,,,
10324,10.0,7.0,1051.34,0.98,0.98,0.98,0.0,0.1358
,,,,,,,,
8519,-1.0,0.0,1061.26,0.98,0.97,0.97,0.01,0.0318
,,,,,,,,
9719,-27.0,0.0,1052.88,0.97,0.97,0.97,0.0,0.1191
,,,,,,,,
9081,3.0,1.0,1050.61,0.96,0.97,0.96,0.01,0.2325
,,,,,,,,
8997,0.0,0.0,1062.36,0.98,0.98,0.98,0.0,0.03
,,,,,,,,
8919,0.0,0.0,1062.41,0.98,0.98,0.98,0.0,0.0297
,,,,,,,,
8136,-6.0,4.0,1048.74,0.91,0.91,0.91,0.0,0.1736
,,,,,,,,
8646,-7.0,0.0,1060.62,0.97,0.97,0.97,0.0,0.0525
,,,,,,,,
8165,0.0,0.0,1059.84,0.94,0.95,0.94,0.01,0.0272
,,,,,,,,
7716,0.0,0.0,1050.66,0.87,0.8,0.83,0.07,0.0257
,,,,,,,,
9471,-5.0,0.0,1058.6,0.97,0.97,0.97,0.0,0.0485
,,,,,,,,
9636,-5.0,3.0,1049.33,0.96,0.96,0.96,0.0,0.197
,,,,,,,,
8523,31.0,5.0,1048.91,1.0,1.0,1.0,0.0,0.2383
,,,,,,,,
7949,3.0,2.0,1045.6,0.91,0.9,0.91,0.01,0.2066
,,,,,,,,
9800,6.0,2.0,,,,,,
7482.0,-7.0,2.0,1057.7,0.97,0.97,0.97,0.0,0.2207
,,,,,,,,
10443,3.0,0.0,1061.58,0.98,0.98,0.98,0.0,0.045
,,,,,,,,
9301,33.0,5.0,1052.52,1.0,1.0,1.0,0.0,0.2475
,,,,,,,,
8785,0.0,0.0,1062.43,0.98,0.98,0.98,0.0,0.0293
,,,,,,,,
8916,6.0,2.0,1052.35,0.97,0.97,0.97,0.0,0.22
,,,,,,,,
8313,3.0,5.0,1047.69,0.96,0.97,0.96,0.01,0.1434
,,,,,,,,
8210,0.0,0.0,1059.76,0.94,0.95,0.94,0.01,0.0274
,,,,,,,,
10394,-27.0,3.0,1045.11,0.95,0.95,0.95,0.0,0.2692
,,,,,,,,
9072,0.0,0.0,1062.01,0.98,0.98,0.98,0.0,0.0302
,,,,,,,,
9149,3.0,0.0,1061.86,0.98,0.98,0.98,0.0,0.0407
,,,,,,,,
8868,5.0,0.0,1059.55,0.98,0.98,0.98,0.0,0.0465
,,,,,,,,
8351,29.0,4.0,1050.13,1.0,1.0,1.0,0.0,0.2518
,,,,,,,,
9848,6.0,0.0,1061.14,0.98,0.98,0.98,0.0,0.0532
,,,,,,,,
9251,3.0,0.0,1061.85,0.98,0.98,0.98,0.0,0.041
,,,,,,,,
9367,0.0,0.0,1062.13,0.98,0.98,0.98,0.0,0.0312
,,,,,,,,
9696,-4.0,5.0,1049.26,0.96,0.96,0.96,0.0,0.1514
,,,,,,,,
7890,12.0,0.0,1055.72,0.94,0.95,0.94,0.01,0.067
,,,,,,,,
9204,0.0,0.0,1062.36,0.98,0.98,0.98,0.0,0.0307
,,,,,,,,
8739,7.0,2.0,1049.07,0.97,0.97,0.97,0.0,0.2228
,,,,,,,,
8870,8.0,10.0,1051.55,0.99,1.0,0.99,0.01,0.0926
,,,,,,,,
8745,3.0,2.0,1047.96,0.96,0.97,0.96,0.01,0.2092
,,,,,,,,
9154,-3.0,1.0,1050.82,0.96,0.96,0.96,0.0,0.2327
,,,,,,,,
9269,-1.0,0.0,1062.18,0.98,0.98,0.98,0.0,0.0343
,,,,,,,,
9243,0.0,0.0,1062.29,0.98,0.98,0.98,0.0,0.0308
,,,,,,,,
9043,0.0,0.0,1062.29,0.98,0.98,0.98,0.0,0.0301
,,,,,,,,
9694,0.0,0.0,1062.25,0.98,0.98,0.98,0.0,0.0323
,,,,,,,,
9659,-3.0,1.0,1050.91,0.96,0.96,0.96,0.0,0.2344
,,,,,,,,
8437,4.0,2.0,1047.4,0.96,0.97,0.96,0.01,0.2116
,,,,,,,,
9360,0.0,0.0,1060.35,0.98,0.98,0.98,0.0,0.0312
,,,,,,,,
8257,3.0,0.0,1061.43,0.97,0.97,0.97,0.0,0.0377
,,,,,,,,
9229,3.0,0.0,1061.85,0.98,0.98,0.98,0.0,0.0409
,,,,,,,,
9293,0.0,0.0,1062.35,0.98,0.98,0.98,0.0,0.031
,,,,,,,,
8276,0.0,3.0,1046.12,0.94,0.96,0.95,0.02,0.1755
,,,,,,,,
7436,3.0,0.0,1047.15,0.82,0.74,0.78,0.08,0.035
,,,,,,,,
9620,0.0,0.0,1062.29,0.98,0.98,0.98,0.0,0.0321
,,,,,,,,
10437,0.0,0.0,1059.68,0.98,0.98,0.98,0.0,0.0348
,,,,,,,,
10388,1.0,0.0,1061.97,0.98,0.98,0.98,0.0,0.038
,,,,,,,,
8607,0.0,0.0,1062.36,0.98,0.98,0.98,0.0,0.0287
,,,,,,,,
9513,0.0,0.0,1062.31,0.98,0.98,0.98,0.0,0.0317
,,,,,,,,
9451,0.0,0.0,1062.32,0.98,0.98,0.98,0.0,0.0315
,,,,,,,,
7456,21.0,0.0,1047.95,0.86,0.83,0.84,0.03,0.0959
,,,,,,,,
9325,0.0,0.0,1062.34,0.98,0.98,0.98,0.0,0.0311
,,,,,,,,
9240,0.0,0.0,1060.26,0.98,0.98,0.98,0.0,0.0308
,,,,,,,,
9706,0.0,0.0,1062.08,0.98,0.98,0.98,0.0,0.0324
,,,,,,,,
9871,0.0,0.0,1062.15,0.98,0.98,0.98,0.0,0.0329
,,,,,,,,
9186,-6.0,0.0,1059.0,0.97,0.97,0.97,0.0,0.0509
,,,,,,,,
7733,6.0,1.0,1047.99,0.92,0.91,0.92,0.01,0.2382
,,,,,,,,
9582,0.0,1.0,1052.15,0.97,0.97,0.97,0.0,0.224
,,,,,,,,
9498,2.0,0.0,1061.9,0.98,0.98,0.98,0.0,0.0384
,,,,,,,,
8967,-8.0,2.0,1045.29,0.95,0.95,0.95,0.0,0.2268
,,,,,,,,
9728,5.0,0.0,1061.43,0.98,0.98,0.98,0.0,0.0494
,,,,,,,,
8756,8.0,4.0,1048.9,0.97,0.98,0.97,0.01,0.1825
,,,,,,,,
10478,-6.0,0.0,1059.0,0.97,0.98,0.97,0.01,0.0552
,,,,,,,,
9561,3.0,0.0,1061.8,0.98,0.98,0.98,0.0,0.042
,,,,,,,,
7870,8.0,5.0,1050.16,0.92,0.92,0.92,0.0,0.1588
,,,,,,,,
9732,6.0,0.0,1061.26,0.98,0.98,0.98,0.0,0.0528
,,,,,,,,
9713,3.0,2.0,1052.73,0.97,0.97,0.97,0.0,0.2124
,,,,,,,,
9613,0.0,0.0,1062.3,0.98,0.98,0.98,0.0,0.032
,,,,,,,,
9448,3.0,0.0,1061.54,0.98,0.98,0.98,0.0,0.0417
,,,,,,,,
9532,0.0,0.0,1062.14,0.98,0.98,0.98,0.0,0.0318
,,,,,,,,
8922,0.0,0.0,1062.31,0.98,0.98,0.98,0.0,0.0297
,,,,,,,,
9275,-14.0,0.0,1057.46,0.97,0.97,0.97,0.0,0.0778
,,,,,,,,
9821,6.0,0.0,1061.24,0.98,0.98,0.98,0.0,0.0531
,,,,,,,,
10048,3.0,0.0,1061.71,0.98,0.98,0.98,0.0,0.0437
,,,,,,,,
9855,0.0,0.0,1062.12,0.98,0.98,0.98,0.0,0.0329
,,,,,,,,
8619,0.0,0.0,1062.46,0.98,0.98,0.98,0.0,0.0287
,,,,,,,,
9670,0.0,0.0,1062.29,0.98,0.98,0.98,0.0,0.0322
,,,,,,,,
7622,9.0,0.0,1053.95,0.88,0.86,0.87,0.02,0.0559
,,,,,,,,
7302.0,6,0.0,1049.16,0.83,0.78,0.8,0.05,0.0447
,,,,,,,,
7209.0,6,0.0,1048.52,0.82,0.77,0.79,0.05,0.0444
,,,,,,,,
8696,6.0,1.0,1047.24,0.97,0.97,0.97,0.0,0.2414
,,,,,,,,
9616,0.0,0.0,1062.19,0.98,0.98,0.98,0.0,0.0321
,,,,,,,,
9610,0.0,1.0,1051.73,0.97,0.97,0.97,0.0,0.2241
,,,,,,,,
10335,9.0,1.0,1044.85,0.98,0.98,0.98,0.0,0.257
,,,,,,,,
8834,34.0,4.0,1051.17,1.0,1.0,1.0,0.0,0.2699
,,,,,,,,
10073,3.0,1.0,1051.35,0.97,0.97,0.97,0.0,0.2358
,,,,,,,,
9972,3.0,0.0,1061.73,0.98,0.98,0.98,0.0,0.0434
,,,,,,,,
10164,0.0,0.0,1062.2,0.98,0.98,0.98,0.0,0.0339
,,,,,,,,
9717,0.0,0.0,1062.28,0.98,0.98,0.98,0.0,0.0324
,,,,,,,,
8196,3.0,1.0,1047.59,0.93,0.93,0.93,0.0,0.2296
,,,,,,,,
9936,0.0,0.0,1062.07,0.98,0.98,0.98,0.0,0.0331
,,,,,,,,
8206,12.0,5.0,1048.59,0.95,0.96,0.95,0.01,0.1735
,,,,,,,,
9978,8.0,2.0,1050.57,0.97,0.98,0.97,0.01,0.2303
,,,,,,,,
9123,1.0,0.0,1060.7,0.98,0.97,0.97,0.01,0.0338
,,,,,,,,
9517,13.0,0.0,1059.51,0.98,0.99,0.98,0.01,0.0758
,,,,,,,,
10684,-6.0,2.0,1047.5,0.96,0.96,0.96,0.0,0.2258
,,,,,,,,
7674,-3.0,0.0,1049.6,0.86,0.79,0.82,0.07,0.0358
,,,,,,,,
9906,0.0,0.0,1062.25,0.98,0.98,0.98,0.0,0.033
,,,,,,,,
10241,0.0,0.0,1062.09,0.98,0.98,0.98,0.0,0.0341
,,,,,,,,
9277,3.0,2.0,1052.53,0.97,0.97,0.97,0.0,0.211
,,,,,,,,
10099,0.0,0.0,1062.21,0.98,0.98,0.98,0.0,0.0337
,,,,,,,,
9181,-10.0,2.0,1048.47,0.95,0.95,0.95,0.0,0.2341
,,,,,,,,
9968,0.0,0.0,1062.07,0.98,0.98,0.98,0.0,0.0332
,,,,,,,,
9277,-3.0,0.0,1055.41,0.98,0.97,0.97,0.01,0.0411
,,,,,,,,
9460,6.0,1.0,1047.23,0.97,0.97,0.97,0.0,0.2439
,,,,,,,,
10155,3.0,0.0,1061.7,0.98,0.98,0.98,0.0,0.044
,,,,,,,,
10352,0.0,1.0,1049.72,0.97,0.97,0.97,0.0,0.2266
,,,,,,,,
9993,3.0,0.0,1061.66,0.98,0.98,0.98,0.0,0.0435
,,,,,,,,
10460,0.0,0.0,1062.08,0.98,0.98,0.98,0.0,0.0349
,,,,,,,,
10433,0.0,0.0,1062.16,0.98,0.98,0.98,0.0,0.0348
,,,,,,,,
7382,3.0,0.0,1047.16,0.82,0.74,0.78,0.08,0.0348
,,,,,,,,
8838,13.0,2.0,1051.36,0.98,0.98,0.98,0.0,0.2434
,,,,,,,,
