FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
0.8186,4.1632,20.0189,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.116,5.4519,,,,,,,,,,
1.3729,0.4946,3.3525,,,,,,,,,,
1.5351,1.0951,5.1532,1103.37,0.96,0.89,0.93,0.07,1.0,1.0,1.0,0.0,0.1676
1.4512,3.6472,22.0421,,,,,,,,,,
,,,,,,,,,,,,
0.3157,1.3374,4.1298,,,,,,,,,,
1.4951,1.4434,4.277,,,,,,,,,,
0.927,0.574,1.8621,1101.78,0.93,0.84,0.89,0.09,1.0,1.0,1.0,0.0,0.1394
1.1813,1.0924,20.8705,,,,,,,,,,
,,,,,,,,,,,,
1.8669,0.7722,4.189,,,,,,,,,,
0.2117,0.7711,2.7367,,,,,,,,,,
0.3462,0.8116,2.235,1098.0,0.81,0.74,0.78,0.07,1.0,1.0,1.0,0.0,0.1249
1.9918,2.046,10.543,,,,,,,,,,
,,,,,,,,,,,,
-0.0495,1.8891,4.2036,,,,,,,,,,
1.7041,0.3088,2.8649,,,,,,,,,,
0.7258,0.1524,3.3021,1100.63,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.1224
0.6703,0.9588,19.6258,,,,,,,,,,
,,,,,,,,,,,,
0.4605,1.0237,1.5486,,,,,,,,,,
0.9847,1.3259,2.2106,,,,,,,,,,
1.5504,1.4201,4.6578,1101.3,0.89,0.84,0.86,0.05,1.0,1.0,1.0,0.0,0.1589
3.5915,2.5981,12.4143,,,,,,,,,,
,,,,,,,,,,,,
4.7034,-3.5318,2.6117,,,,,,,,,,
2.1307,1.9433,9.3625,1119.24,0.89,0.84,0.86,0.05,3.0,3.0,3.0,0.0,0.2708
2.7837,3.4526,12.1639,,,,,,,,,,
,,,,,,,,,,,,
0.6369,1.4389,1.9091,,,,,,,,,,
0.6824,2.0645,1.8918,,,,,,,,,,
0.737,0.7027,3.8065,1098.78,0.78,0.74,0.76,0.04,1.0,1.0,1.0,0.0,0.1193
0.5246,4.3459,4.0848,,,,,,,,,,
,,,,,,,,,,,,
0.8729,1.858,5.031,,,,,,,,,,
0.6012,0.2672,2.8012,,,,,,,,,,
0.4856,0.3043,1.1738,1101.0,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.115
0.4378,1.2432,19.4212,,,,,,,,,,
,,,,,,,,,,,,
0.8596,1.6415,4.0989,,,,,,,,,,
2.0207,1.0138,2.1601,,,,,,,,,,
0.3227,0.2877,0.8458,1101.33,0.89,0.84,0.86,0.05,1.0,1.0,1.0,0.0,0.1583
3.0424,3.6243,15.6646,,,,,,,,,,
,,,,,,,,,,,,
0.9213,0.7849,-5.2402,,,,,,,,,,
-1.3651,-0.5791,22.2008,1075.61,0.96,0.89,0.93,0.07,1.0,1.0,1.0,0.0,0.1684
,,,,,,,,,,,,
0.4585,1.6331,3.4551,,,,,,,,,,
0.4688,1.1462,3.5053,,,,,,,,,,
0.948,0.6341,6.8658,1099.64,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.1423
0.7591,1.7128,19.5823,,,,,,,,,,
,,,,,,,,,,,,
1.7013,1.1958,2.3772,,,,,,,,,,
0.0075,0.1907,0.5716,,,,,,,,,,
0.1939,-0.0313,4.4182,1106.44,0.96,0.89,0.93,0.07,1.0,1.0,1.0,0.0,0.1062
-0.5178,1.367,22.1674,,,,,,,,,,
,,,,,,,,,,,,
0.3194,1.1412,1.4441,,,,,,,,,,
0.4481,1.2504,0.2328,,,,,,,,,,
-0.0351,0.0,1.3732,1102.17,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.0915
0.1286,1.8526,19.9663,,,,,,,,,,
,,,,,,,,,,,,
0.6547,1.3305,1.6479,,,,,,,,,,
0.4348,0.6674,1.1575,,,,,,,,,,
1.0069,0.0424,1.2154,1101.6,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.103
0.2165,4.2037,9.5241,,,,,,,,,,
,,,,,,,,,,,,
0.2216,2.7828,2.0409,,,,,,,,,,
1.8357,0.393,0.7311,,,,,,,,,,
0.1995,0.5454,1.865,1105.12,0.96,0.89,0.93,0.07,1.0,1.0,1.0,0.0,0.1327
0.3613,3.4916,21.6288,,,,,,,,,,
,,,,,,,,,,,,
3.7651,-3.4149,-0.2892,,,,,,,,,,
0.3175,0.8916,3.838,,,,,,,,,,
1.4042,0.5316,1.9809,1101.34,0.89,0.84,0.86,0.05,1.0,1.0,1.0,0.0,0.1582
0.6161,2.4811,18.4641,,,,,,,,,,
,,,,,,,,,,,,
1.0116,2.5875,3.8194,,,,,,,,,,
0.4832,-0.4526,1.6954,,,,,,,,,,
-0.3686,1.1445,-0.453,1101.32,0.93,0.84,0.89,0.09,1.0,1.0,1.0,0.0,0.1487
2.0541,5.1384,12.224,,,,,,,,,,
,,,,,,,,,,,,
2.0497,2.8465,8.0771,,,,,,,,,,
2.7343,1.7631,9.1271,,,,,,,,,,
0.2996,3.5819,9.5251,1155.21,0.96,0.89,0.93,0.07,4.0,4.0,4.0,0.0,0.2558
2.1577,2.5112,21.4753,,,,,,,,,,
,,,,,,,,,,,,
2.3411,1.5454,3.2531,,,,,,,,,,
1.0679,1.2398,4.5036,1084.13,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.1824
2.0904,-0.7926,19.6684,,,,,,,,,,
,,,,,,,,,,,,
0.1572,1.2207,4.7953,,,,,,,,,,
2.2409,2.0933,4.0009,,,,,,,,,,
2.0249,1.6268,3.526,1120.68,0.96,0.89,0.93,0.07,2.0,2.0,2.0,0.0,0.1964
3.482,4.3779,9.8124,,,,,,,,,,
,,,,,,,,,,,,
2.9602,0.8973,7.6833,,,,,,,,,,
2.3809,2.0177,2.1885,,,,,,,,,,
1.4481,1.6696,1.0964,1118.88,0.89,0.84,0.86,0.05,2.0,2.0,2.0,0.0,0.1824
0.1526,2.7056,16.8612,,,,,,,,,,
,,,,,,,,,,,,
1.0789,1.0987,6.4284,,,,,,,,,,
0.6927,1.0818,1.6967,,,,,,,,,,
2.1072,1.5083,2.8113,1098.74,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.1602
1.6391,3.6738,10.1774,,,,,,,,,,
,,,,,,,,,,,,
1.8691,1.24,1.6406,,,,,,,,,,
1.4352,0.8745,3.0892,,,,,,,,,,
1.9664,1.4728,3.0432,1096.15,0.81,0.74,0.78,0.07,1.0,1.0,1.0,0.0,0.162
2.0132,3.6476,8.6492,,,,,,,,,,
,,,,,,,,,,,,
0.2853,2.9601,8.3841,,,,,,,,,,
0.5667,3.0311,4.2107,,,,,,,,,,
2.1213,3.193,2.3447,1125.1,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.248
2.5206,7.1498,25.6411,,,,,,,,,,
,,,,,,,,,,,,
0.517,1.2858,3.1395,,,,,,,,,,
0.3953,-0.2416,3.8459,,,,,,,,,,
0.3971,0.8734,1.3614,1101.82,0.93,0.84,0.89,0.09,1.0,1.0,1.0,0.0,0.1386
2.1188,4.951,13.1695,,,,,,,,,,
,,,,,,,,,,,,
0.2921,2.3164,3.0029,,,,,,,,,,
1.287,0.2969,2.5185,,,,,,,,,,
0.5725,1.0557,6.7079,1096.82,0.81,0.74,0.78,0.07,1.0,1.0,1.0,0.0,0.1485
1.8868,3.5719,9.4837,,,,,,,,,,
,,,,,,,,,,,,
1.121,0.0489,6.6278,,,,,,,,,,
0.9115,0.9099,6.1146,,,,,,,,,,
1.2872,1.4735,2.112,1109.62,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1826
1.1051,5.578,25.4892,,,,,,,,,,
,,,,,,,,,,,,
1.1097,2.8275,2.9407,,,,,,,,,,
1.3143,1.3553,2.3377,,,,,,,,,,
2.0717,1.9791,7.8835,1116.34,0.85,0.79,0.82,0.06,2.0,2.0,2.0,0.0,0.1832
0.9922,3.594,10.0893,,,,,,,,,,
,,,,,,,,,,,,
0.7911,2.0159,1.5332,,,,,,,,,,
0.3693,1.0289,3.2443,,,,,,,,,,
0.0,1.3054,1.2247,1099.99,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.1352
2.2516,3.6802,10.8649,,,,,,,,,,
,,,,,,,,,,,,
-0.4291,-1.3144,0.3494,,,,,,,,,,
0.2549,-1.372,1.6216,1080.38,0.81,0.74,0.78,0.07,1.0,1.0,1.0,0.0,0.1283
-1.0454,2.6055,16.6422,,,,,,,,,,
,,,,,,,,,,,,
1.412,2.8582,0.9125,,,,,,,,,,
0.6554,0.2961,1.5631,,,,,,,,,,
0.8293,1.583,5.1258,1098.98,0.85,0.79,0.82,0.06,1.0,1.0,1.0,0.0,0.1553
2.0436,3.791,10.9259,,,,,,,,,,
,,,,,,,,,,,,
1.25,1.8449,4.1079,,,,,,,,,,
1.0038,1.0815,2.3329,,,,,,,,,,
1.0272,1.7485,5.7213,1099.43,0.93,0.84,0.89,0.09,1.0,1.0,1.0,0.0,0.1864
1.9183,4.8723,16.5572,,,,,,,,,,
,,,,,,,,,,,,
0.0,2.0925,7.0005,,,,,,,,,,
2.2147,1.4707,0.3604,,,,,,,,,,
1.2806,1.5877,1.6243,1096.65,0.81,0.74,0.78,0.07,1.0,1.0,1.0,0.0,0.152
0.8152,3.7367,8.2684,,,,,,,,,,
