FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
0.0,0.0,16.4383,1084.17,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.157
,,,,,,,,,,,,
0.0,0.8652,16.5835,1085.24,0.88,0.81,0.84,0.07,1.0,1.0,1.0,0.0,0.1866
,,,,,,,,,,,,
0.0,0.5953,15.9621,1084.85,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1738
,,,,,,,,,,,,
0.0,1.1579,15.8632,1084.14,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1916
,,,,,,,,,,,,
0.0,0.597,15.7901,1084.89,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1727
,,,,,,,,,,,,
0.2454,0.2838,16.5829,1086.63,0.85,0.81,0.83,0.04,1.0,1.0,1.0,0.0,0.1756
,,,,,,,,,,,,
0.29,1.6642,16.378,1080.66,0.85,0.76,0.8,0.09,1.0,1.0,1.0,0.0,0.2209
,,,,,,,,,,,,
0.0,0.5721,15.746,1083.39,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1716
,,,,,,,,,,,,
0.0,1.1636,15.7979,1084.15,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1913
,,,,,,,,,,,,
0.0,0.295,16.6261,1086.93,0.85,0.81,0.83,0.04,1.0,1.0,1.0,0.0,0.168
,,,,,,,,,,,,
0.0,0.7486,16.2284,1082.28,0.85,0.76,0.8,0.09,1.0,1.0,1.0,0.0,0.1805
,,,,,,,,,,,,
0.0,1.769,15.7859,1083.37,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.2108
,,,,,,,,,,,,
0.2964,0.2981,15.7873,1083.35,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1726
,,,,,,,,,,,,
0.0,1.0505,15.7672,1084.3,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1874
,,,,,,,,,,,,
0.0,0.8853,16.0155,1083.11,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.2991,15.9276,1083.7,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1637
,,,,,,,,,,,,
0.0,1.1394,15.7939,1084.18,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1905
,,,,,,,,,,,,
0.0,0.2987,15.9519,1083.69,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1639
,,,,,,,,,,,,
0.0,0.5779,15.796,1084.92,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1721
,,,,,,,,,,,,
0.0,0.2981,15.8594,1083.72,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1632
,,,,,,,,,,,,
0.0,0.5805,15.8722,1084.89,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1727
,,,,,,,,,,,,
0.0,0.0,15.9774,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1541
,,,,,,,,,,,,
0.0,0.0,15.7884,1084.14,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1528
,,,,,,,,,,,,
0.2957,0.0,15.884,1083.72,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1633
,,,,,,,,,,,,
0.0,0.2981,15.9624,1083.69,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1639
,,,,,,,,,,,,
0.0,0.0,15.9699,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.154
,,,,,,,,,,,,
0.0,0.2989,15.9428,1083.7,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1638
,,,,,,,,,,,,
0.0,0.0,15.9676,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.154
,,,,,,,,,,,,
0.0,0.0,16.0128,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1543
,,,,,,,,,,,,
0.0,0.0,15.8318,1084.13,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1531
,,,,,,,,,,,,
0.0,0.0,16.0308,1085.22,0.79,0.76,0.78,0.03,1.0,1.0,1.0,0.0,0.1544
,,,,,,,,,,,,
0.0,0.0,15.9112,1085.66,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1536
,,,,,,,,,,,,
0.0,1.4904,16.5652,1084.43,0.88,0.81,0.84,0.07,1.0,1.0,1.0,0.0,0.2068
,,,,,,,,,,,,
0.0,0.0,15.9091,1085.66,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1536
,,,,,,,,,,,,
0.0,0.0,15.8769,1084.11,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1534
,,,,,,,,,,,,
0.0,0.0,15.963,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.154
,,,,,,,,,,,,
0.0,0.0,15.9537,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1539
,,,,,,,,,,,,
0.0,0.0,15.9032,1085.66,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1536
,,,,,,,,,,,,
0.0,0.2959,15.9077,1083.71,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1635
,,,,,,,,,,,,
0.0,0.0,15.9292,1085.65,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1538
,,,,,,,,,,,,
0.0,0.2874,15.8907,1083.73,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1631
,,,,,,,,,,,,
0.0,0.0,15.8304,1084.13,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1531
,,,,,,,,,,,,
0.0,0.2986,16.0648,1083.87,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1646
,,,,,,,,,,,,
0.0,0.5798,16.0047,1083.51,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1736
,,,,,,,,,,,,
0.0,0.0,15.9983,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1542
,,,,,,,,,,,,
0.0,0.0,16.0093,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1543
,,,,,,,,,,,,
0.0,0.0,15.9151,1085.65,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1537
,,,,,,,,,,,,
0.0,0.0,15.9614,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.154
,,,,,,,,,,,,
0.0,0.0,15.9207,1085.65,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1537
,,,,,,,,,,,,
0.0,0.0,16.0238,1085.62,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1544
,,,,,,,,,,,,
0.0,0.0,16.0405,1085.22,0.79,0.76,0.78,0.03,1.0,1.0,1.0,0.0,0.1545
,,,,,,,,,,,,
0.0,0.0,15.9051,1085.66,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1536
,,,,,,,,,,,,
0.0,0.0,15.843,1084.12,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1532
,,,,,,,,,,,,
0.2975,0.0,15.8523,1083.72,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1632
,,,,,,,,,,,,
0.0,0.0,16.0247,1085.62,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1544
,,,,,,,,,,,,
0.0,0.0,15.94,1085.65,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1538
,,,,,,,,,,,,
0.0,0.0,15.9899,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1542
,,,,,,,,,,,,
0.0,0.299,15.963,1083.69,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1639
,,,,,,,,,,,,
0.0,0.0,16.0007,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1542
,,,,,,,,,,,,
0.0,0.2954,16.0584,1084.82,0.79,0.76,0.78,0.03,1.0,1.0,1.0,0.0,0.1644
,,,,,,,,,,,,
0.0,0.0,0.899,,,,,,,,,,
0.0,0.587,16.0695,1098.32,0.85,0.76,0.8,0.09,1.0,1.0,1.0,0.0,0.0921
,,,,,,,,,,,,
0.0,0.0,15.9034,1085.66,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1536
,,,,,,,,,,,,
0.0,0.0,15.7732,1084.14,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1527
,,,,,,,,,,,,
0.0,0.5929,16.0306,1083.48,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1742
,,,,,,,,,,,,
0.0,0.5817,16.0609,1082.54,0.85,0.76,0.8,0.09,1.0,1.0,1.0,0.0,0.174
,,,,,,,,,,,,
0.0,0.2976,15.8692,1083.72,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1633
,,,,,,,,,,,,
7.271,3.2434,3.5049,,,,,,,,,,
1.4347,0.5862,0.8819,,,,,,,,,,
0.5984,0.2972,1.7387,1131.72,0.91,0.95,0.93,0.04,1.0,1.0,1.0,0.0,0.1233
0.299,0.2913,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.0,16.0643,1084.26,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1547
,,,,,,,,,,,,
0.2988,0.0,15.8929,1083.71,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1635
,,,,,,,,,,,,
7.9245,3.2338,1.766,,,,,,,,,,
0.5466,0.5919,0.8628,,,,,,,,,,
0.8947,0.0,0.8935,1130.16,0.88,0.95,0.92,0.07,1.0,1.0,1.0,0.0,0.1109
0.0,0.5909,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.2996,15.9725,1085.24,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.164
,,,,,,,,,,,,
0.0,0.295,15.9646,1083.7,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1638
,,,,,,,,,,,,
5.8304,3.5048,2.6593,,,,,,,,,,
0.8636,0.2948,0.0,1103.37,0.91,1.0,0.96,0.09,1.0,1.0,1.0,0.0,0.1785
,,,,,,,,,,,,
0.2974,0.0,15.9763,1085.24,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.164
,,,,,,,,,,,,
0.0,0.0,15.9859,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1541
,,,,,,,,,,,,
0.0,0.0,16.0806,1084.26,0.82,0.76,0.79,0.06,1.0,1.0,1.0,0.0,0.1548
,,,,,,,,,,,,
0.0,0.0,15.9488,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1539
,,,,,,,,,,,,
0.0,0.0,15.9816,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1541
,,,,,,,,,,,,
0.0,0.0,15.9555,1085.64,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1539
,,,,,,,,,,,,
0.0,0.0,16.0101,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1543
,,,,,,,,,,,,
0.0,0.0,16.0019,1085.63,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1542
,,,,,,,,,,,,
0.8932,0.0,0.0,,,,,,,,,,
0.2983,0.2988,0.0,,,,,,,,,,
0.0,0.0,0.8917,1125.48,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.0567
0.0,0.5924,15.0356,,,,,,,,,,
,,,,,,,,,,,,
10.0,8.4375,9.5822,,,,,,,,,,
0.5598,0.2996,1.6997,,,,,,,,,,
0.5866,0.5815,0.0,1171.8,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.2051
0.5975,0.8483,13.2267,,,,,,,,,,
,,,,,,,,,,,,
2.6475,0.884,2.5185,,,,,,,,,,
0.2991,0.283,0.0,1113.3,0.79,0.81,0.8,0.02,1.0,1.0,1.0,0.0,0.11
0.0,0.5971,15.0894,,,,,,,,,,
,,,,,,,,,,,,
2.8625,4.0657,10.0886,,,,,,,,,,
3.3451,3.4988,4.3093,,,,,,,,,,
1.4155,2.5038,0.8829,1160.6,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.1926
0.5584,0.2749,0.8844,,,,,,,,,,
,,,,,,,,,,,,
0.5727,1.9226,10.1211,,,,,,,,,,
4.6033,2.5523,12.6302,,,,,,,,,,
3.1713,3.6443,9.4423,1163.52,0.91,1.0,0.96,0.09,2.0,2.0,2.0,0.0,0.2445
2.033,1.4329,0.0,,,,,,,,,,
,,,,,,,,,,,,
0.2292,2.2084,4.9979,,,,,,,,,,
3.6394,3.0787,5.6212,1106.76,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.1911
1.39,2.0602,4.2627,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.0194,7.4448,,,,,,,,,,
4.7624,3.1266,5.2671,,,,,,,,,,
3.6482,1.9994,7.7349,1164.56,0.88,0.95,0.92,0.07,2.0,2.0,2.0,0.0,0.1885
0.8597,0.5511,1.5817,,,,,,,,,,
,,,,,,,,,,,,
1.162,5.177,10.6219,,,,,,,,,,
3.6288,2.9324,10.9453,,,,,,,,,,
5.5756,2.1634,10.5929,1238.62,0.94,1.0,0.97,0.06,4.0,4.0,4.0,0.0,0.2933
3.9849,1.1528,1.7754,,,,,,,,,,
,,,,,,,,,,,,
1.7379,4.3035,6.8685,,,,,,,,,,
3.2283,4.0317,2.8423,1146.6,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.2227
2.4439,1.7275,0.0,,,,,,,,,,
,,,,,,,,,,,,
1.7343,2.8206,10.5247,,,,,,,,,,
3.1123,2.6352,4.7365,,,,,,,,,,
1.7836,1.5194,7.5837,1156.16,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.206
1.7638,1.7036,1.7837,,,,,,,,,,
,,,,,,,,,,,,
0.8312,0.5789,4.4505,,,,,,,,,,
2.2703,10.0,10.2566,1095.59,0.82,0.9,0.86,0.08,1.0,1.0,1.0,0.0,0.2552
,,,,,,,,,,,,
0.0,2.6354,7.8781,,,,,,,,,,
3.3725,3.7548,8.0231,,,,,,,,,,
4.8162,2.1452,2.3151,1165.59,0.91,1.0,0.96,0.09,2.0,2.0,2.0,0.0,0.1928
0.5675,0.2975,0.8857,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.2785,1.731,,,,,,,,,,
0.5863,0.841,2.624,,,,,,,,,,
0.8654,0.5909,5.2603,1122.5,0.74,0.81,0.78,0.07,1.0,1.0,1.0,0.0,0.11
3.4488,3.118,1.5998,,,,,,,,,,
,,,,,,,,,,,,
3.2511,4.4275,4.1338,,,,,,,,,,
0.5898,0.8789,6.7972,,,,,,,,,,
0.8375,0.5832,3.9015,1160.57,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.1933
3.1152,4.5309,2.3588,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.0,0.8244,,,,,,,,,,
0.0,0.768,4.195,1111.82,0.76,0.76,0.76,0.0,1.0,1.0,1.0,0.0,0.1246
0.5499,5.8107,9.0222,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.2956,0.8009,,,,,,,,,,
0.0,0.5916,0.0,,,,,,,,,,
1.1398,0.2982,9.3978,1125.24,0.82,0.9,0.86,0.08,1.0,1.0,1.0,0.0,0.1389
2.5977,6.8809,7.6527,,,,,,,,,,
,,,,,,,,,,,,
1.1637,5.5134,16.7016,,,,,,,,,,
2.7746,3.0046,13.3631,,,,,,,,,,
2.4771,3.238,8.3305,1242.04,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.3239
5.1465,3.9692,4.3078,,,,,,,,,,
,,,,,,,,,,,,
0.5077,0.87,3.4371,,,,,,,,,,
3.3231,3.3313,3.534,1096.73,0.76,0.81,0.79,0.05,1.0,1.0,1.0,0.0,0.168
,,,,,,,,,,,,
0.5558,1.6718,9.7925,,,,,,,,,,
3.473,2.9659,9.81,,,,,,,,,,
2.879,2.0952,9.011,1159.08,0.79,0.81,0.8,0.02,2.0,2.0,2.0,0.0,0.2231
2.7933,1.3767,0.8168,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.6228,5.141,,,,,,,,,,
2.3781,2.8452,10.4278,,,,,,,,,,
3.5636,1.6027,5.973,1157.1100000000001,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.1823
2.5495,1.3255,1.1712,,,,,,,,,,
,,,,,,,,,,,,
-2.2054,3.2707,10.1651,,,,,,,,,,
3.1701,2.3012,5.5951,,,,,,,,,,
1.8886,3.1239,8.5426,1155.1399999999999,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.2315
1.8261,1.5768,4.1568,,,,,,,,,,
,,,,,,,,,,,,
0.0,1.6002,7.2849,,,,,,,,,,
2.8031,3.7098,4.964,,,,,,,,,,
3.3358,3.7626,8.0272,1158.32,0.79,0.86,0.82,0.07,2.0,2.0,2.0,0.0,0.207
1.4389,1.2715,2.498,,,,,,,,,,
,,,,,,,,,,,,
2.2421,4.745,6.9954,,,,,,,,,,
3.5838,2.0418,5.4392,,,,,,,,,,
0.3336,2.1496,1.3745,1161.1399999999999,0.82,0.9,0.86,0.08,2.0,2.0,2.0,0.0,0.179
1.3444,0.2904,2.2032,,,,,,,,,,
,,,,,,,,,,,,
0.4756,0.5226,3.9391,,,,,,,,,,
1.7031,2.0961,8.0365,,,,,,,,,,
2.8019,2.1335,12.8705,1121.04,0.74,0.76,0.75,0.02,1.0,1.0,1.0,0.0,0.1677
1.4218,0.4925,2.3681,,,,,,,,,,
,,,,,,,,,,,,
0.4195,0.7711,5.3964,,,,,,,,,,
1.6769,2.0706,9.9221,,,,,,,,,,
2.2431,3.3289,4.704,1156.85,0.74,0.81,0.78,0.07,2.0,2.0,2.0,0.0,0.1888
3.2541,2.0011,2.2309,,,,,,,,,,
,,,,,,,,,,,,
7.8137,7.5019,11.0031,,,,,,,,,,
4.1164,3.535,7.0901,,,,,,,,,,
1.481,3.5071,8.1909,1204.92,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.3145
2.2388,1.1576,3.276,,,,,,,,,,
,,,,,,,,,,,,
0.0,0.8965,9.8765,,,,,,,,,,
4.0095,3.9926,6.2181,,,,,,,,,,
3.3645,4.5898,5.2253,1202.81,0.94,1.0,0.97,0.06,3.0,3.0,3.0,0.0,0.2511
3.0663,3.1426,3.3844,,,,,,,,,,
,,,,,,,,,,,,
4.0101,4.2323,10.3207,,,,,,,,,,
2.3086,3.6323,4.8258,,,,,,,,,,
1.0694,1.7089,2.6214,1165.2,0.91,1.0,0.96,0.09,2.0,2.0,2.0,0.0,0.2026
1.0457,0.3854,2.4792,,,,,,,,,,
,,,,,,,,,,,,
1.285,2.1805,4.6066,,,,,,,,,,
4.6591,3.5547,10.6894,1111.87,0.94,1.0,0.97,0.06,1.0,1.0,1.0,0.0,0.2282
1.9553,1.667,2.5914,,,,,,,,,,
,,,,,,,,,,,,
3.2886,4.7581,3.0449,,,,,,,,,,
0.2928,0.791,0.0,,,,,,,,,,
0.9263,0.6041,3.1229,1125.79,0.82,0.9,0.86,0.08,1.0,1.0,1.0,0.0,0.1253
1.0553,0.937,2.2473,,,,,,,,,,
,,,,,,,,,,,,
7.1888,3.7778,5.4064,,,,,,,,,,
1.4289,2.16,6.4499,,,,,,,,,,
3.0523,2.0327,6.9049,1165.92,0.94,1.0,0.97,0.06,2.0,2.0,2.0,0.0,0.2357
1.8406,1.5434,1.5497,,,,,,,,,,
,,,,,,,,,,,,
0.0,-0.0852,2.8869,,,,,,,,,,
1.1372,1.0435,6.535,,,,,,,,,,
