FunctionalAssessment,ADL,MMSE,Reward,Group 1 Proportion (Equal Effectiveness),Group 2 Proportion (Equal Effectiveness),Average Success Rate (Equal Effectiveness),Proportions Difference (Equal Effectiveness),Nb Actions for Group 1 (Equal Choice for Recourse),Nb Actions for Group 2 (Equal Choice for Recourse),Average Number of Actions (Equal Choice for Recourse),Difference in Number of Actions (Equal Choice for Recourse),Mean Gower Distance
,,,,,,,,,,,,
0.0,0.0,19.6818,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6572,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,19.6437,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,18.8188,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8281,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8016,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,18.8157,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8027,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8253,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8221,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8401,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,19.6587,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,18.8193,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8433,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,18.7999,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,18.8234,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.2969,18.8436,10173.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1935
,,,,,,,,,,,,
0.0,0.0,18.8072,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8216,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8187,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,19.6715,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6579,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,19.67,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.825,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,19.6683,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6869,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6432,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,19.6771,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8241,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,19.6847,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,18.8114,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.68,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,18.7931,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,19.6649,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8486,10174.63,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1837
,,,,,,,,,,,,
0.0,0.0,18.8365,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,19.6872,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,18.8338,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,18.8284,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8138,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.7975,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,19.6648,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8071,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6418,10183.17,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,,,,,
0.0,0.0,19.6785,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.843,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,18.7952,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,18.8268,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,19.6878,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6628,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6733,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8113,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8037,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8182,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8098,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8418,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,18.8117,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8201,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.2986,18.7976,10173.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1933
,,,,,,,,,,,,
0.0,0.0,18.8099,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8341,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,19.6612,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6274,10179.17,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,,,,,
0.0,0.0,18.811,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6739,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8348,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,19.6832,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,18.8145,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6865,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.2983,19.674,10182.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1985
,,,,,,,,,,,,
0.0,0.0,18.8029,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6284,10179.17,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,,,,,
0.0,0.0,18.8062,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6768,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8233,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.812,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6536,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,19.6802,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6327,10179.17,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,,,,,
0.0,0.0,18.818,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8167,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.7995,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,19.5667,10179.21,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1879
,,,,,,,,,,,,
0.0,0.0,18.8415,10174.64,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1836
,,,,,,,,,,,,
0.0,0.0,18.7943,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,19.6737,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.8073,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.671,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6882,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6147,10179.18,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1882
,,,,,,,,,,,,
0.0,0.2984,19.6693,10182.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1984
,,,,,,,,,,,,
0.0,0.0,18.8057,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8224,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8058,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.8255,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,19.6841,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,18.8198,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,18.8259,10174.65,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1835
,,,,,,,,,,,,
0.0,0.0,19.5677,10179.21,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1879
,,,,,,,,,,,,
0.0,0.0,19.638,10179.17,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,,,,,
0.0,0.2994,19.6508,10182.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1984
,,,,,,,,,,,,
0.0,0.0,19.6647,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6716,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6791,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6729,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.6831,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6857,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6782,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.2973,19.6525,10182.17,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1983
,,,,,,,,,,,,
0.0,0.0,18.7959,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,18.8163,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,18.7988,10174.67,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1833
,,,,,,,,,,,,
0.0,0.0,18.8104,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6569,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
0.0,0.0,18.8165,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6027,10179.19,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1881
,,,,,,,,,,,,
0.0,0.0,19.6328,10179.17,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1883
,,,,,,,,,,,,
0.0,0.0,19.6746,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,19.681,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,18.8112,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6183,10179.18,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1882
,,,,,,,,,,,,
0.0,0.0,19.6749,10183.15,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1885
,,,,,,,,,,,,
0.0,0.0,18.814,10174.66,0.8,0.72,0.76,0.08,1.0,1.0,1.0,0.0,0.1834
,,,,,,,,,,,,
0.0,0.0,19.6918,10183.14,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1886
,,,,,,,,,,,,
0.0,0.0,19.6073,10179.19,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1881
,,,,,,,,,,,,
0.0,0.0,19.5848,10179.2,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.188
,,,,,,,,,,,,
0.0,0.0,19.6122,10179.18,0.8,0.75,0.78,0.05,1.0,1.0,1.0,0.0,0.1882
,,,,,,,,,,,,
0.0,0.0,19.6521,10183.16,0.8,0.78,0.79,0.02,1.0,1.0,1.0,0.0,0.1884
,,,,,,,,,,,,
